PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Jonas Valanciunas,MEM,MEM @ CLE,12/20/2019,L,30,14,7,13,53.8,0,0,-,0,0,-,4,10,14,2,0,4,1,1,0,44.8
Tony Snell,DET,DET @ BOS,12/20/2019,L,32,7,3,8,37.5,1,3,33.3,0,0,-,0,2,2,0,1,0,1,1,-12,11.4
Langston Galloway,DET,DET @ BOS,12/20/2019,L,27,10,3,8,37.5,2,5,40.0,2,2,100,0,2,2,0,0,0,0,2,-21,12.4
Sekou Doumbouya,DET,DET @ BOS,12/20/2019,L,10,2,1,5,20.0,0,2,0.0,0,0,-,0,1,1,0,1,0,1,0,2,5.2
Jayson Tatum,BOS,BOS vs. DET,12/20/2019,W,27,26,10,17,58.8,2,7,28.6,4,4,100,0,5,5,3,2,0,0,1,10,42.5
Jaylen Brown,BOS,BOS vs. DET,12/20/2019,W,29,26,9,13,69.2,4,7,57.1,4,5,80.0,1,4,5,5,3,1,3,2,17,48.5
Markieff Morris,DET,DET @ BOS,12/20/2019,L,31,10,3,10,30.0,2,7,28.6,2,2,100,1,5,6,2,1,2,3,3,-23,26.2
Thon Maker,DET,DET @ BOS,12/20/2019,L,23,15,4,9,44.4,1,3,33.3,6,7,85.7,3,4,7,0,1,0,3,2,-5,23.4
Enes Freedom,BOS,BOS vs. DET,12/20/2019,W,21,8,4,9,44.4,0,0,-,0,2,0.0,5,13,18,0,1,1,2,1,11,33.6
Andre Drummond,DET,DET @ BOS,12/20/2019,L,31,12,5,11,45.5,0,1,0.0,2,6,33.3,4,7,11,4,6,0,6,2,-14,43.2
Javonte Green,BOS,BOS vs. DET,12/20/2019,W,18,6,3,8,37.5,0,1,0.0,0,0,-,1,3,4,1,0,0,2,1,9,10.3
Romeo Langford,BOS,BOS vs. DET,12/20/2019,W,18,6,3,5,60.0,0,1,0.0,0,0,-,0,0,0,0,2,0,1,2,2,11.0
Semi Ojeleye,BOS,BOS vs. DET,12/20/2019,W,18,3,1,3,33.3,1,2,50.0,0,0,-,1,1,2,0,1,0,0,0,7,8.4
Bruce Brown,DET,DET @ BOS,12/20/2019,L,28,9,4,9,44.4,1,2,50.0,0,0,-,3,2,5,5,1,0,4,3,-1,21.5
Tim Frazier,DET,DET @ BOS,12/20/2019,L,7,2,1,1,100,0,0,-,0,0,-,0,0,0,5,0,0,0,1,6,9.5
Derrick Rose,DET,DET @ BOS,12/20/2019,L,24,14,6,12,50.0,0,1,0.0,2,2,100,0,0,0,4,0,0,3,0,-26,17.0
Kemba Walker,BOS,BOS vs. DET,12/20/2019,W,30,2,0,6,0.0,0,3,0.0,2,3,66.7,0,3,3,11,1,1,7,0,18,21.1
Tacko Fall,BOS,BOS vs. DET,12/20/2019,W,5,5,2,2,100,0,0,-,1,2,50.0,0,2,2,0,0,1,2,1,-6,8.4
Svi Mykhailiuk,DET,DET @ BOS,12/20/2019,L,28,12,4,12,33.3,4,7,57.1,0,0,-,0,2,2,1,2,0,3,2,-11,18.9
Daniel Theis,BOS,BOS vs. DET,12/20/2019,W,22,8,3,7,42.9,0,2,0.0,2,3,66.7,2,4,6,1,1,4,0,4,16,31.7
Brad Wanamaker,BOS,BOS vs. DET,12/20/2019,W,22,6,2,6,33.3,0,1,0.0,2,2,100,0,3,3,3,2,0,2,4,7,18.1
Malik Beasley,DEN,DEN vs. MIN,12/20/2019,W,14,6,2,5,40.0,2,4,50.0,0,0,-,0,1,1,0,0,1,0,1,12,10.2
Torrey Craig,DEN,DEN vs. MIN,12/20/2019,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,1,0,1,1,-3,4.0
Monte Morris,DEN,DEN vs. MIN,12/20/2019,W,14,4,2,6,33.3,0,0,-,0,0,-,1,0,1,3,1,0,0,1,-8,12.7
Jeff Teague,MIN,MIN @ DEN,12/20/2019,L,26,13,4,11,36.4,2,6,33.3,3,4,75.0,0,2,2,2,1,1,3,1,-8,21.4
Jarrett Culver,MIN,MIN @ DEN,12/20/2019,L,13,2,1,6,16.7,0,3,0.0,0,0,-,2,1,3,1,2,2,1,0,-1,18.1
Jordan Bell,MIN,MIN @ DEN,12/20/2019,L,16,4,1,4,25.0,0,0,-,2,2,100,4,4,8,1,0,1,0,0,8,18.1
Tristan Thompson,CLE,CLE vs. MEM,12/20/2019,W,32,10,5,14,35.7,0,0,-,0,0,-,8,7,15,3,0,1,3,1,5,32.5
Jae Crowder,MEM,MEM @ CLE,12/20/2019,L,28,10,5,15,33.3,0,6,0.0,0,0,-,2,2,4,2,2,1,0,1,-5,26.8
Larry Nance Jr.,CLE,CLE vs. MEM,12/20/2019,W,20,4,2,5,40.0,0,2,0.0,0,0,-,1,4,5,3,1,0,0,0,6,17.5
Darius Garland,CLE,CLE vs. MEM,12/20/2019,W,29,14,4,10,40.0,2,5,40.0,4,4,100,2,3,5,2,1,0,1,1,1,25.0
Grayson Allen,MEM,MEM @ CLE,12/20/2019,L,11,9,3,5,60.0,2,3,66.7,1,2,50.0,0,1,1,0,0,0,0,1,-2,10.2
Mario Hezonja,POR,POR vs. ORL,12/20/2019,W,11,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,0,0,0,0,4,0,3.6
Gary Trent Jr.,POR,POR vs. ORL,12/20/2019,W,18,6,2,4,50.0,2,3,66.7,0,0,-,0,1,1,0,0,0,1,2,-6,6.2
Rondae Hollis-Jefferson,TOR,TOR vs. WAS,12/20/2019,W,19,14,4,8,50.0,1,2,50.0,5,6,83.3,0,2,2,4,0,0,1,2,-2,21.4
OG Anunoby,TOR,TOR vs. WAS,12/20/2019,W,33,18,6,11,54.5,2,5,40.0,4,6,66.7,2,5,7,2,0,0,2,4,10,27.4
Ish Smith,WAS,WAS @ TOR,12/20/2019,L,30,26,9,9,100,4,4,100,4,4,100,0,1,1,2,1,1,0,1,1,36.2
Ian Mahinmi,WAS,WAS @ TOR,12/20/2019,L,16,8,3,5,60.0,0,0,-,2,3,66.7,1,6,7,2,1,0,3,3,-5,19.4
Serge Ibaka,TOR,TOR vs. WAS,12/20/2019,W,36,23,7,10,70.0,2,3,66.7,7,10,70.0,1,9,10,1,0,3,2,2,6,43.5
Chris Boucher,TOR,TOR vs. WAS,12/20/2019,W,13,4,1,4,25.0,0,1,0.0,2,2,100,3,2,5,0,0,0,0,3,-3,10.0
Kyle Lowry,TOR,TOR vs. WAS,12/20/2019,W,41,26,7,14,50.0,3,7,42.9,9,11,81.8,0,4,4,9,1,0,5,5,1,42.3
Troy Brown Jr.,WAS,WAS @ TOR,12/20/2019,L,27,11,5,10,50.0,0,2,0.0,1,1,100,2,5,7,0,0,0,1,5,3,18.4
Nickeil Alexander-Walker,NOP,NOP @ GSW,12/20/2019,L,4,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,2,0,0.0
Jacob Evans,GSW,GSW vs. NOP,12/20/2019,W,12,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,2,1,0,4,3,-7,3.2
Kevon Looney,GSW,GSW vs. NOP,12/20/2019,W,6,0,0,2,0.0,0,0,-,0,0,-,2,2,4,0,0,0,0,1,2,4.8
Eric Paschall,GSW,GSW vs. NOP,12/20/2019,W,7,3,1,2,50.0,0,0,-,1,1,100,0,1,1,1,0,0,0,1,2,5.7
Omari Spellman,GSW,GSW vs. NOP,12/20/2019,W,7,0,0,1,0.0,0,0,-,0,0,-,1,1,2,0,0,0,0,1,-6,2.4
Kenrich Williams,NOP,NOP @ GSW,12/20/2019,L,28,0,0,7,0.0,0,5,0.0,0,0,-,3,4,7,3,1,1,0,4,-10,18.9
Jordan Poole,GSW,GSW vs. NOP,12/20/2019,W,13,5,1,4,25.0,1,3,33.3,2,2,100,0,2,2,0,0,1,1,1,-1,9.4
Draymond Green,GSW,GSW vs. NOP,12/20/2019,W,31,10,3,6,50.0,0,1,0.0,4,4,100,1,3,4,8,2,0,3,3,7,29.8
Jrue Holiday,NOP,NOP @ GSW,12/20/2019,L,37,25,10,22,45.5,3,6,50.0,2,4,50.0,2,6,8,4,0,0,3,0,-8,37.6
Josh Hart,NOP,NOP @ GSW,12/20/2019,L,27,9,3,11,27.3,0,8,0.0,3,3,100,1,4,5,2,1,0,2,2,-1,19.0
Glenn Robinson III,GSW,GSW vs. NOP,12/20/2019,W,28,9,4,9,44.4,1,4,25.0,0,0,-,1,2,3,1,1,0,1,2,2,16.1
Bradley Beal,WAS,WAS @ TOR,12/20/2019,L,39,37,12,24,50.0,3,10,30.0,10,12,83.3,0,7,7,6,1,0,2,1,-5,55.4
Markelle Fultz,ORL,ORL @ POR,12/20/2019,L,26,10,4,7,57.1,1,1,100,1,2,50.0,0,2,2,4,1,0,2,4,-16,19.4
Nikola Vucevic,ORL,ORL @ POR,12/20/2019,L,33,23,9,20,45.0,0,3,0.0,5,7,71.4,4,8,12,1,6,2,0,2,-23,62.9
Damian Lillard,POR,POR vs. ORL,12/20/2019,W,36,36,13,21,61.9,7,13,53.8,3,3,100,0,3,3,6,1,0,5,1,28,46.6
Jonathan Isaac,ORL,ORL @ POR,12/20/2019,L,30,10,3,9,33.3,1,1,100,3,4,75.0,1,3,4,0,4,2,3,3,-20,29.8
Jaxson Hayes,NOP,NOP @ GSW,12/20/2019,L,20,5,2,4,50.0,0,0,-,1,2,50.0,3,3,6,3,0,2,2,2,2,20.7
Brandon Ingram,NOP,NOP @ GSW,12/20/2019,L,37,25,9,17,52.9,0,3,0.0,7,9,77.8,0,3,3,6,1,0,4,2,3,36.6
D'Angelo Russell,GSW,GSW vs. NOP,12/20/2019,W,32,25,9,20,45.0,4,12,33.3,3,4,75.0,1,2,3,7,2,0,4,3,18,41.1
JJ Redick,NOP,NOP @ GSW,12/20/2019,L,33,14,4,9,44.4,4,7,57.1,2,2,100,0,4,4,1,0,0,1,3,3,19.3
Alec Burks,GSW,GSW vs. NOP,12/20/2019,W,30,18,7,13,53.8,0,5,0.0,4,4,100,1,7,8,3,4,0,1,2,6,43.1
Damion Lee,GSW,GSW vs. NOP,12/20/2019,W,35,20,6,15,40.0,4,7,57.1,4,4,100,1,6,7,1,0,0,0,2,6,29.9
Willie Cauley-Stein,GSW,GSW vs. NOP,12/20/2019,W,28,8,3,6,50.0,0,0,-,2,2,100,2,5,7,2,0,3,1,3,-4,27.4
Admiral Schofield,WAS,WAS @ TOR,12/20/2019,L,22,6,2,5,40.0,1,3,33.3,1,2,50.0,0,0,0,2,1,0,1,6,7,11.0
Patrick McCaw,TOR,TOR vs. WAS,12/20/2019,W,34,11,4,8,50.0,1,4,25.0,2,2,100,0,1,1,1,3,0,3,3,3,19.7
Michael Carter-Williams,ORL,ORL @ POR,12/20/2019,L,9,0,0,2,0.0,0,0,-,0,0,-,0,2,2,1,0,0,1,0,-1,2.9
Amile Jefferson,ORL,ORL @ POR,12/20/2019,L,2,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,1,0,3,1.4
Carmelo Anthony,POR,POR vs. ORL,12/20/2019,W,9,5,1,6,16.7,1,2,50.0,2,2,100,3,3,6,0,0,3,1,2,14,20.2
Cory Joseph,SAC,SAC @ IND,12/20/2019,L,28,10,3,4,75.0,2,2,100,2,2,100,1,1,2,4,0,0,3,0,1,15.4
Buddy Hield,SAC,SAC @ IND,12/20/2019,L,28,7,3,15,20.0,1,9,11.1,0,0,-,2,5,7,6,1,0,1,5,-27,26.4
Myles Turner,IND,IND vs. SAC,12/20/2019,W,24,17,5,9,55.6,1,4,25.0,6,6,100,1,2,3,2,1,2,0,0,1,32.6
Marvin Bagley III,SAC,SAC @ IND,12/20/2019,L,27,17,6,12,50.0,1,2,50.0,4,4,100,1,4,5,1,0,3,1,2,-2,32.5
Richaun Holmes,SAC,SAC @ IND,12/20/2019,L,24,20,9,10,90.0,0,0,-,2,2,100,5,4,9,0,0,1,0,3,-16,33.8
Justin James,SAC,SAC @ IND,12/20/2019,L,24,14,5,11,45.5,3,5,60.0,1,3,33.3,1,2,3,2,0,1,1,0,3,22.6
Melvin Frazier Jr.,ORL,ORL @ POR,12/20/2019,L,2,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,3,4.2
Khem Birch,ORL,ORL @ POR,12/20/2019,L,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3,0.0
Evan Fournier,ORL,ORL @ POR,12/20/2019,L,29,16,7,17,41.2,1,5,20.0,1,2,50.0,0,2,2,3,1,0,0,1,-21,25.9
Kent Bazemore,POR,POR vs. ORL,12/20/2019,W,32,11,4,8,50.0,2,4,50.0,1,1,100,0,4,4,0,1,1,3,1,18,18.8
Marquese Chriss,GSW,GSW vs. NOP,12/20/2019,W,13,8,2,3,66.7,0,0,-,4,4,100,0,5,5,0,0,0,2,2,-5,12.0
E'Twaun Moore,NOP,NOP @ GSW,12/20/2019,L,5,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-5,1.5
CJ McCollum,POR,POR vs. ORL,12/20/2019,W,37,31,12,20,60.0,4,8,50.0,3,3,100,0,7,7,4,1,0,2,0,8,46.4
Anfernee Simons,POR,POR vs. ORL,12/20/2019,W,20,8,4,8,50.0,0,2,0.0,0,0,-,2,4,6,1,0,0,1,1,-3,15.7
Skal Labissiere,POR,POR vs. ORL,12/20/2019,W,24,8,2,4,50.0,0,0,-,4,4,100,2,4,6,3,0,2,1,3,0,24.7
D.J. Augustin,ORL,ORL @ POR,12/20/2019,L,29,17,6,16,37.5,2,8,25.0,3,4,75.0,0,1,1,3,0,0,1,0,1,21.7
Aaron Gordon,ORL,ORL @ POR,12/20/2019,L,30,11,4,17,23.5,0,2,0.0,3,4,75.0,6,5,11,4,0,1,0,2,-9,33.2
Hassan Whiteside,POR,POR vs. ORL,12/20/2019,W,33,10,3,9,33.3,0,1,0.0,4,6,66.7,3,14,17,1,0,5,5,5,22,41.9
Mo Bamba,ORL,ORL @ POR,12/20/2019,L,13,2,1,2,50.0,0,0,-,0,0,-,3,3,6,2,1,0,0,0,5,15.2
Terrence Ross,ORL,ORL @ POR,12/20/2019,L,22,9,3,11,27.3,1,6,16.7,2,3,66.7,1,1,2,0,1,0,2,3,-2,12.4
Wes Iwundu,ORL,ORL @ POR,12/20/2019,L,13,2,1,3,33.3,0,1,0.0,0,0,-,3,0,3,3,0,0,0,1,2,10.1
Davis Bertans,WAS,WAS @ TOR,12/20/2019,L,38,10,3,15,20.0,2,12,16.7,2,2,100,1,7,8,3,1,0,3,3,3,24.1
Anzejs Pasecniks,WAS,WAS @ TOR,12/20/2019,L,14,0,0,3,0.0,0,0,-,0,0,-,1,3,4,1,0,0,1,2,-10,5.3
Malcolm Miller,TOR,TOR vs. WAS,12/20/2019,W,14,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,1,2,0,3.2
Fred VanVleet,TOR,TOR vs. WAS,12/20/2019,W,34,18,6,18,33.3,1,4,25.0,5,7,71.4,0,9,9,8,1,0,2,1,5,41.8
Isaac Bonga,WAS,WAS @ TOR,12/20/2019,L,12,1,0,2,0.0,0,0,-,1,4,25.0,1,0,1,1,0,0,1,1,-10,2.7
Terence Davis,TOR,TOR vs. WAS,12/20/2019,W,18,8,3,4,75.0,2,3,66.7,0,0,-,0,3,3,1,0,0,1,3,0,12.1
Garrison Mathews,WAS,WAS @ TOR,12/20/2019,L,16,6,2,4,50.0,2,4,50.0,0,0,-,2,0,2,2,0,0,0,3,4,11.4
Isaiah Thomas,WAS,WAS @ TOR,12/20/2019,L,27,13,4,10,40.0,2,4,50.0,3,4,75.0,0,2,2,5,1,0,1,3,-8,24.9
Khris Middleton,MIL,MIL vs. LAL,12/19/2019,W,29,15,5,10,50.0,2,5,40.0,3,5,60.0,1,5,6,2,0,0,1,4,12,24.2
Ivica Zubac,LAC,LAC vs. HOU,12/19/2019,L,15,3,1,5,20.0,0,0,-,1,2,50.0,1,2,3,1,0,0,2,0,-7,6.1
Montrezl Harrell,LAC,LAC vs. HOU,12/19/2019,L,33,19,9,12,75.0,0,0,-,1,2,50.0,4,2,6,1,1,1,5,2,2,28.7
P.J. Tucker,HOU,HOU @ LAC,12/19/2019,W,37,10,3,8,37.5,1,5,20.0,3,4,75.0,3,9,12,1,1,2,0,5,-4,34.9
Clint Capela,HOU,HOU @ LAC,12/19/2019,W,39,16,8,9,88.9,0,0,-,0,0,-,2,6,8,1,4,1,3,2,27,39.1
Kawhi Leonard,LAC,LAC vs. HOU,12/19/2019,L,37,25,9,19,47.4,2,5,40.0,5,6,83.3,1,8,9,4,1,0,5,1,4,39.8
James Harden,HOU,HOU @ LAC,12/19/2019,W,36,28,8,16,50.0,5,11,45.5,7,10,70.0,0,1,1,10,2,1,6,4,1,47.2
Russell Westbrook,HOU,HOU @ LAC,12/19/2019,W,40,40,13,31,41.9,2,6,33.3,12,13,92.3,2,8,10,5,1,0,8,5,13,54.5
Danuel House Jr.,HOU,HOU @ LAC,12/19/2019,W,35,10,4,8,50.0,2,6,33.3,0,2,0.0,1,2,3,5,1,0,1,1,20,23.1
Landry Shamet,LAC,LAC vs. HOU,12/19/2019,L,31,13,4,7,57.1,4,7,57.1,1,1,100,0,2,2,2,0,2,1,4,-5,23.4
Patrick Beverley,LAC,LAC vs. HOU,12/19/2019,L,29,10,4,9,44.4,2,7,28.6,0,0,-,0,2,2,7,4,1,0,6,1,37.9
Paul George,LAC,LAC vs. HOU,12/19/2019,L,39,34,12,23,52.2,6,12,50.0,4,4,100,0,9,9,3,2,2,3,4,6,58.3
Lou Williams,LAC,LAC vs. HOU,12/19/2019,L,17,6,2,5,40.0,0,1,0.0,2,2,100,0,1,1,3,2,0,1,2,-5,16.7
Gary Clark,HOU,HOU @ LAC,12/19/2019,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-12,0.0
Rodney McGruder,LAC,LAC vs. HOU,12/19/2019,L,10,1,0,2,0.0,0,1,0.0,1,2,50.0,1,4,5,0,0,0,0,2,-10,7.0
Maurice Harkless,LAC,LAC vs. HOU,12/19/2019,L,16,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,1,0,1,-4,5.7
Ben McLemore,HOU,HOU @ LAC,12/19/2019,W,22,8,3,6,50.0,2,5,40.0,0,0,-,0,3,3,1,0,0,0,0,-9,13.1
Austin Rivers,HOU,HOU @ LAC,12/19/2019,W,22,10,4,7,57.1,2,4,50.0,0,0,-,0,2,2,0,0,0,0,2,-1,12.4
Tyson Chandler,HOU,HOU @ LAC,12/19/2019,W,7,0,0,0,-,0,0,-,0,0,-,2,2,4,0,0,0,0,0,-10,4.8
Patrick Patterson,LAC,LAC vs. HOU,12/19/2019,L,13,6,2,4,50.0,2,4,50.0,0,0,-,0,0,0,1,0,0,1,2,-7,6.5
Danny Green,LAL,LAL @ MIL,12/19/2019,L,35,21,7,13,53.8,7,12,58.3,0,1,0.0,1,3,4,0,0,1,1,1,9,27.8
George Hill,MIL,MIL vs. LAL,12/19/2019,W,27,21,7,12,58.3,3,5,60.0,4,4,100,1,2,3,1,0,0,1,0,7,25.1
DeMar DeRozan,SAS,SAS vs. BKN,12/19/2019,W,32,12,4,14,28.6,0,2,0.0,4,4,100,1,3,4,6,1,0,4,3,-7,24.8
Lonnie Walker IV,SAS,SAS vs. BKN,12/19/2019,W,14,4,1,7,14.3,1,2,50.0,1,2,50.0,1,5,6,2,1,0,0,0,25,17.2
Dzanan Musa,BKN,BKN @ SAS,12/19/2019,L,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2.0
Rodions Kurucs,BKN,BKN @ SAS,12/19/2019,L,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Theo Pinson,BKN,BKN @ SAS,12/19/2019,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Jakob Poeltl,SAS,SAS vs. BKN,12/19/2019,W,16,4,2,3,66.7,0,0,-,0,0,-,2,3,5,4,0,3,1,3,11,24.0
Timothe Luwawu-Cabarrot,BKN,BKN @ SAS,12/19/2019,L,22,0,0,5,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,3,-11,0.2
DeAndre Jordan,BKN,BKN @ SAS,12/19/2019,L,17,3,1,1,100,0,0,-,1,2,50.0,0,11,11,1,1,0,3,2,-13,17.7
Garrett Temple,BKN,BKN @ SAS,12/19/2019,L,34,10,2,12,16.7,2,10,20.0,4,4,100,0,3,3,2,3,0,3,3,-12,22.6
Evan Turner,ATL,ATL vs. UTA,12/19/2019,L,8,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-1,3.2
Ersan Ilyasova,MIL,MIL vs. LAL,12/19/2019,W,17,2,1,2,50.0,0,1,0.0,0,0,-,1,2,3,2,2,0,1,1,-10,13.6
Robin Lopez,MIL,MIL vs. LAL,12/19/2019,W,8,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0,0,1,0,1,7,5.4
JaVale McGee,LAL,LAL @ MIL,12/19/2019,L,17,4,2,2,100,0,0,-,0,0,-,1,2,3,0,0,2,1,3,6,12.6
Pat Connaughton,MIL,MIL vs. LAL,12/19/2019,W,9,2,1,2,50.0,0,0,-,0,2,0.0,1,0,1,0,0,1,0,1,6,6.2
Rajon Rondo,LAL,LAL @ MIL,12/19/2019,L,18,2,1,3,33.3,0,1,0.0,0,0,-,0,2,2,3,1,0,5,3,-11,6.9
Jared Dudley,LAL,LAL @ MIL,12/19/2019,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,2,-4,-1.0
Donovan Mitchell,UTA,UTA @ ATL,12/19/2019,W,36,30,12,22,54.5,1,6,16.7,5,5,100,1,4,5,5,1,0,4,3,0,42.5
Jabari Parker,ATL,ATL vs. UTA,12/19/2019,L,24,23,10,16,62.5,1,3,33.3,2,2,100,2,7,9,5,1,0,2,3,1,42.3
Bojan Bogdanovic,UTA,UTA @ ATL,12/19/2019,W,37,19,6,16,37.5,1,6,16.7,6,7,85.7,1,8,9,2,0,0,4,1,16,28.8
Jeff Green,UTA,UTA @ ATL,12/19/2019,W,16,7,3,7,42.9,0,1,0.0,1,2,50.0,1,2,3,1,0,0,0,0,-11,12.1
Rudy Gobert,UTA,UTA @ ATL,12/19/2019,W,37,20,5,9,55.6,0,0,-,10,19,52.6,4,9,13,1,0,3,3,2,16,43.1
Cam Reddish,ATL,ATL vs. UTA,12/19/2019,L,35,14,4,10,40.0,2,4,50.0,4,4,100,0,4,4,1,3,0,3,1,1,26.3
Trae Young,ATL,ATL vs. UTA,12/19/2019,L,41,30,9,28,32.1,3,11,27.3,9,11,81.8,1,4,5,8,1,0,2,2,-6,49.0
Georges Niang,UTA,UTA @ ATL,12/19/2019,W,18,6,3,5,60.0,0,1,0.0,0,0,-,0,2,2,0,1,0,2,2,-12,9.4
Royce O'Neale,UTA,UTA @ ATL,12/19/2019,W,29,5,2,4,50.0,0,1,0.0,1,1,100,0,7,7,2,3,1,1,4,15,27.4
Alex Len,ATL,ATL vs. UTA,12/19/2019,L,17,4,2,2,100,0,0,-,0,0,-,0,4,4,3,1,0,3,6,-7,13.3
Allen Crabbe,ATL,ATL vs. UTA,12/19/2019,L,23,3,1,3,33.3,1,2,50.0,0,0,-,1,2,3,1,0,0,0,0,0,8.1
Joe Ingles,UTA,UTA @ ATL,12/19/2019,W,36,14,5,10,50.0,2,5,40.0,2,2,100,4,3,7,5,2,0,3,4,8,32.9
Emmanuel Mudiay,UTA,UTA @ ATL,12/19/2019,W,19,10,3,9,33.3,2,4,50.0,2,2,100,1,3,4,1,0,1,0,0,4,19.3
De'Andre Hunter,ATL,ATL vs. UTA,12/19/2019,L,23,5,2,6,33.3,1,1,100,0,0,-,0,2,2,0,0,0,1,4,-10,6.4
DeAndre' Bembry,ATL,ATL vs. UTA,12/19/2019,L,20,4,2,5,40.0,0,0,-,0,0,-,0,2,2,3,1,1,0,2,6,16.9
Bruno Fernando,ATL,ATL vs. UTA,12/19/2019,L,17,4,2,5,40.0,0,1,0.0,0,0,-,2,4,6,1,0,0,3,4,-4,9.7
Kevin Huerter,ATL,ATL vs. UTA,12/19/2019,L,32,17,6,13,46.2,3,7,42.9,2,2,100,0,4,4,2,1,0,2,4,-5,25.8
Ed Davis,UTA,UTA @ ATL,12/19/2019,W,11,0,0,1,0.0,0,0,-,0,0,-,1,2,3,1,1,1,1,1,-11,10.1
Patty Mills,SAS,SAS vs. BKN,12/19/2019,W,26,27,8,14,57.1,7,10,70.0,4,7,57.1,1,0,1,2,0,0,0,2,19,31.2
Marco Belinelli,SAS,SAS vs. BKN,12/19/2019,W,26,11,5,9,55.6,1,4,25.0,0,0,-,0,1,1,1,1,0,0,3,-4,16.7
Trey Lyles,SAS,SAS vs. BKN,12/19/2019,W,11,4,1,4,25.0,0,3,0.0,2,2,100,1,1,2,1,0,0,0,0,-3,7.9
Bryn Forbes,SAS,SAS vs. BKN,12/19/2019,W,22,6,1,6,16.7,1,4,25.0,3,3,100,0,1,1,0,0,0,1,3,-9,6.2
Chimezie Metu,SAS,SAS vs. BKN,12/19/2019,W,1,2,1,1,100,0,0,-,0,0,-,1,1,2,0,0,0,0,0,2,4.4
Spencer Dinwiddie,BKN,BKN @ SAS,12/19/2019,L,34,41,14,29,48.3,4,11,36.4,9,10,90.0,1,0,1,5,0,0,4,1,-4,45.7
Troy Daniels,LAL,LAL @ MIL,12/19/2019,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,6,0.0
Avery Bradley,LAL,LAL @ MIL,12/19/2019,L,18,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,1,0,0,2,1,-13,1.9
Alex Caruso,LAL,LAL @ MIL,12/19/2019,L,17,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,1,-11,1.5
Donte DiVincenzo,MIL,MIL vs. LAL,12/19/2019,W,27,5,2,7,28.6,1,4,25.0,0,0,-,0,6,6,6,1,0,1,3,2,23.2
Sterling Brown,MIL,MIL vs. LAL,12/19/2019,W,14,3,1,3,33.3,1,2,50.0,0,0,-,0,0,0,0,2,0,1,1,-10,8.0
Kyle Korver,MIL,MIL vs. LAL,12/19/2019,W,14,6,1,3,33.3,1,3,33.3,3,3,100,0,0,0,0,1,0,1,1,9,8.0
Joe Harris,BKN,BKN @ SAS,12/19/2019,L,29,9,4,6,66.7,1,2,50.0,0,0,-,1,6,7,0,0,0,1,2,-3,16.4
Jarrett Allen,BKN,BKN @ SAS,12/19/2019,L,30,19,7,10,70.0,0,0,-,5,5,100,4,9,13,6,1,1,2,3,0,47.6
Rudy Gay,SAS,SAS vs. BKN,12/19/2019,W,14,2,1,8,12.5,0,2,0.0,0,0,-,0,4,4,0,0,0,0,1,18,6.8
Kentavious Caldwell-Pope,LAL,LAL @ MIL,12/19/2019,L,34,18,7,12,58.3,2,6,33.3,2,2,100,0,1,1,3,1,0,1,2,6,25.7
Anthony Davis,LAL,LAL @ MIL,12/19/2019,L,43,36,11,25,44.0,0,6,0.0,14,17,82.4,3,7,10,5,1,3,1,4,6,66.5
Brook Lopez,MIL,MIL vs. LAL,12/19/2019,W,33,10,3,8,37.5,0,3,0.0,4,4,100,0,4,4,2,4,3,1,4,2,37.8
LeBron James,LAL,LAL @ MIL,12/19/2019,L,37,21,8,19,42.1,3,7,42.9,2,2,100,0,12,12,11,0,0,4,5,-14,47.9
Dwight Howard,LAL,LAL @ MIL,12/19/2019,L,15,2,1,2,50.0,0,0,-,0,1,0.0,2,2,4,0,1,0,2,2,-15,7.8
