PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Harry Giles III,POR,POR vs. CLE,02/12/2021,W,20,6,2,5,40.0,0,0,-,2,2,100,1,9,10,2,0,1,0,4,-5,24.0
Bobby Portis,MIL,MIL @ UTA,02/12/2021,L,21,15,7,13,53.8,1,4,25.0,0,0,-,1,4,5,1,0,0,0,2,-6,22.5
Brook Lopez,MIL,MIL @ UTA,02/12/2021,L,26,23,8,18,44.4,3,9,33.3,4,6,66.7,1,5,6,0,0,2,1,3,-14,35.2
Jordan Clarkson,UTA,UTA vs. MIL,02/12/2021,W,31,25,10,18,55.6,4,11,36.4,1,1,100,0,4,4,5,1,0,2,1,8,38.3
Rudy Gobert,UTA,UTA vs. MIL,02/12/2021,W,35,27,9,12,75.0,0,0,-,9,13,69.2,4,8,12,0,0,4,2,5,5,51.4
Giannis Antetokounmpo,MIL,MIL @ UTA,02/12/2021,L,39,29,12,20,60.0,1,2,50.0,4,6,66.7,2,13,15,6,2,2,3,5,-8,65.0
Torrey Craig,MIL,MIL @ UTA,02/12/2021,L,11,6,2,3,66.7,2,2,100,0,0,-,1,0,1,0,0,0,1,2,0,6.2
Derrick Favors,UTA,UTA vs. MIL,02/12/2021,W,20,10,5,5,100,0,0,-,0,0,-,2,4,6,0,0,0,2,2,4,15.2
Bojan Bogdanovic,UTA,UTA vs. MIL,02/12/2021,W,35,9,3,10,30.0,1,5,20.0,2,2,100,0,3,3,2,1,0,2,2,18,16.6
Khris Middleton,MIL,MIL @ UTA,02/12/2021,L,38,18,6,14,42.9,2,4,50.0,4,6,66.7,0,2,2,4,0,0,3,4,-12,23.4
Kevin Huerter,ATL,ATL vs. SAS,02/12/2021,L,24,5,2,8,25.0,1,3,33.3,0,0,-,1,1,2,4,1,0,2,2,-33,14.4
Taj Gibson,NYK,NYK @ WAS,02/12/2021,W,12,6,2,5,40.0,0,2,0.0,2,2,100,1,2,3,0,0,0,0,0,3,9.6
Mitchell Robinson,NYK,NYK @ WAS,02/12/2021,W,20,10,5,6,83.3,0,0,-,0,4,0.0,5,9,14,1,2,0,1,1,16,33.3
Isaiah Roby,OKC,OKC @ DEN,02/12/2021,L,19,7,3,5,60.0,0,1,0.0,1,2,50.0,2,3,5,3,0,1,1,1,4,19.5
Justin Jackson,OKC,OKC @ DEN,02/12/2021,L,28,20,7,11,63.6,3,5,60.0,3,3,100,2,1,3,3,2,0,2,2,2,32.1
Michael Porter Jr.,DEN,DEN vs. OKC,02/12/2021,W,31,15,7,13,53.8,1,6,16.7,0,0,-,1,3,4,0,1,2,1,1,9,27.8
Al Horford,OKC,OKC @ DEN,02/12/2021,L,28,16,6,15,40.0,3,8,37.5,1,2,50.0,1,4,5,4,0,0,0,1,-6,28.0
Paul Millsap,DEN,DEN vs. OKC,02/12/2021,W,33,12,6,10,60.0,0,2,0.0,0,0,-,1,2,3,4,1,3,1,2,13,32.6
Hamidou Diallo,OKC,OKC @ DEN,02/12/2021,L,37,16,6,15,40.0,1,2,50.0,3,4,75.0,1,4,5,2,3,0,3,6,-6,31.0
Kenrich Williams,OKC,OKC @ DEN,02/12/2021,L,36,7,3,8,37.5,1,1,100,0,0,-,4,7,11,9,1,0,2,3,-14,34.7
Luguentz Dort,OKC,OKC @ DEN,02/12/2021,L,31,15,6,15,40.0,1,5,20.0,2,3,66.7,0,3,3,1,1,0,1,4,-2,22.1
Nikola Jokic,DEN,DEN vs. OKC,02/12/2021,W,37,22,9,16,56.3,2,7,28.6,2,2,100,3,10,13,9,1,1,2,4,5,55.1
Mike Muscala,OKC,OKC @ DEN,02/12/2021,L,22,7,3,8,37.5,0,4,0.0,1,1,100,0,8,8,1,1,0,1,1,8,20.1
Monte Morris,DEN,DEN vs. OKC,02/12/2021,W,18,7,2,5,40.0,1,1,100,2,2,100,0,0,0,0,0,0,1,0,-13,6.0
Darius Bazley,OKC,OKC @ DEN,02/12/2021,L,29,7,2,9,22.2,1,3,33.3,2,2,100,1,6,7,2,0,1,2,0,-7,19.4
Jamal Murray,DEN,DEN vs. OKC,02/12/2021,W,38,22,8,19,42.1,3,11,27.3,3,4,75.0,0,5,5,5,2,0,2,1,16,39.5
Will Barton,DEN,DEN vs. OKC,02/12/2021,W,36,10,4,8,50.0,2,3,66.7,0,0,-,1,4,5,5,1,0,3,1,15,23.5
R.J. Hampton,DEN,DEN vs. OKC,02/12/2021,W,19,7,3,6,50.0,1,4,25.0,0,2,0.0,0,4,4,1,0,0,1,2,-10,12.3
Zeke Nnaji,DEN,DEN vs. OKC,02/12/2021,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-10,0.0
Darius Miller,OKC,OKC @ DEN,02/12/2021,L,11,0,0,4,0.0,0,3,0.0,0,0,-,1,2,3,1,0,1,0,1,11,8.1
Facundo Campazzo,DEN,DEN vs. OKC,02/12/2021,W,6,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-10,0.0
JaMychal Green,DEN,DEN vs. OKC,02/12/2021,W,16,2,1,7,14.3,0,4,0.0,0,0,-,1,6,7,0,0,0,2,3,-5,8.4
Julius Randle,NYK,NYK @ WAS,02/12/2021,W,32,24,8,15,53.3,2,3,66.7,6,7,85.7,3,15,18,4,1,0,4,3,17,50.6
Elfrid Payton,NYK,NYK @ WAS,02/12/2021,W,23,12,6,12,50.0,0,1,0.0,0,0,-,2,1,3,2,1,0,1,0,7,20.6
Bismack Biyombo,CHA,CHA vs. MIN,02/12/2021,W,23,4,2,3,66.7,0,0,-,0,0,-,2,4,6,1,0,1,1,2,-13,14.7
Naz Reid,MIN,MIN @ CHA,02/12/2021,L,16,7,3,7,42.9,0,0,-,1,2,50.0,1,4,5,4,0,0,0,1,-3,19.0
Devonte' Graham,CHA,CHA vs. MIN,02/12/2021,W,28,8,4,10,40.0,0,5,0.0,0,0,-,0,2,2,4,0,0,3,2,1,13.4
Malik Monk,CHA,CHA vs. MIN,02/12/2021,W,21,5,2,7,28.6,1,3,33.3,0,0,-,0,4,4,2,0,0,1,0,-6,11.8
Terry Rozier,CHA,CHA vs. MIN,02/12/2021,W,41,41,13,20,65.0,6,10,60.0,9,9,100,0,7,7,3,0,1,4,2,10,52.9
Anthony Edwards,MIN,MIN @ CHA,02/12/2021,L,34,21,9,21,42.9,2,6,33.3,1,1,100,0,6,6,3,0,0,0,2,-4,32.7
Ricky Rubio,MIN,MIN @ CHA,02/12/2021,L,28,5,2,8,25.0,0,3,0.0,1,1,100,1,3,4,9,0,0,2,5,0,21.3
Jordan McLaughlin,MIN,MIN @ CHA,02/12/2021,L,22,6,3,6,50.0,0,1,0.0,0,0,-,0,0,0,7,4,0,2,1,-5,26.5
Jaylen Nowell,MIN,MIN @ CHA,02/12/2021,L,18,2,1,6,16.7,0,4,0.0,0,2,0.0,0,2,2,1,0,0,0,1,-3,5.9
Jarred Vanderbilt,MIN,MIN @ CHA,02/12/2021,L,7,2,1,1,100,0,0,-,0,2,0.0,1,1,2,0,1,0,1,0,-10,6.4
Gordon Hayward,CHA,CHA vs. MIN,02/12/2021,W,35,14,5,21,23.8,2,6,33.3,2,2,100,3,4,7,5,1,0,3,1,6,29.9
Jaden McDaniels,MIN,MIN @ CHA,02/12/2021,L,24,9,3,7,42.9,2,4,50.0,1,2,50.0,1,3,4,1,1,2,1,3,3,23.3
LaMelo Ball,CHA,CHA vs. MIN,02/12/2021,W,37,20,8,15,53.3,2,8,25.0,2,2,100,2,9,11,4,3,0,4,5,15,44.2
Miles Bridges,CHA,CHA vs. MIN,02/12/2021,W,31,11,3,6,50.0,1,3,33.3,4,4,100,4,6,10,0,0,0,1,2,0,22.0
Malik Beasley,MIN,MIN @ CHA,02/12/2021,L,37,31,12,21,57.1,7,13,53.8,0,0,-,1,4,5,1,1,0,1,3,2,40.5
Cody Zeller,CHA,CHA vs. MIN,02/12/2021,W,25,17,7,8,87.5,1,1,100,2,2,100,1,7,8,1,0,1,3,3,17,28.1
Karl-Anthony Towns,MIN,MIN @ CHA,02/12/2021,L,32,25,9,18,50.0,5,8,62.5,2,2,100,2,6,8,2,2,1,1,2,-3,45.6
Josh Okogie,MIN,MIN @ CHA,02/12/2021,L,22,6,2,4,50.0,0,2,0.0,2,2,100,2,2,4,0,1,1,0,0,-7,16.8
Russell Westbrook,WAS,WAS vs. NYK,02/12/2021,L,35,23,10,22,45.5,0,4,0.0,3,6,50.0,2,7,9,10,1,0,5,1,-19,46.8
Nathan Knight,ATL,ATL vs. SAS,02/12/2021,L,10,6,2,4,50.0,0,2,0.0,2,2,100,1,1,2,0,1,0,0,0,24,11.4
Dejounte Murray,SAS,SAS @ ATL,02/12/2021,W,25,16,7,13,53.8,2,3,66.7,0,0,-,0,6,6,5,1,0,0,2,36,33.7
Solomon Hill,ATL,ATL vs. SAS,02/12/2021,L,21,2,0,4,0.0,0,2,0.0,2,2,100,0,3,3,1,2,0,1,2,-19,12.1
Patty Mills,SAS,SAS @ ATL,02/12/2021,W,21,12,4,6,66.7,3,5,60.0,1,1,100,0,3,3,4,0,0,2,0,8,19.6
Devin Vassell,SAS,SAS @ ATL,02/12/2021,W,12,3,1,5,20.0,1,3,33.3,0,0,-,1,0,1,2,0,1,0,0,11,10.2
Rudy Gay,SAS,SAS @ ATL,02/12/2021,W,18,5,2,10,20.0,1,6,16.7,0,0,-,0,3,3,2,1,0,0,2,1,14.6
Danilo Gallinari,ATL,ATL vs. SAS,02/12/2021,L,17,2,1,4,25.0,0,3,0.0,0,0,-,0,2,2,1,1,0,0,0,3,8.9
Quinndary Weatherspoon,SAS,SAS @ ATL,02/12/2021,W,10,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,0,0,0,1,6,-20,2.2
Trey Lyles,SAS,SAS @ ATL,02/12/2021,W,9,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-23,1.2
Derrick White,SAS,SAS @ ATL,02/12/2021,W,17,11,3,5,60.0,2,3,66.7,3,4,75.0,0,2,2,4,1,1,0,4,23,25.4
Keldon Johnson,SAS,SAS @ ATL,02/12/2021,W,28,20,8,11,72.7,2,3,66.7,2,2,100,0,2,2,1,0,0,1,1,23,22.9
Skylar Mays,ATL,ATL vs. SAS,02/12/2021,L,17,20,7,10,70.0,4,5,80.0,2,2,100,0,1,1,3,1,0,0,0,25,28.7
Bruno Fernando,ATL,ATL vs. SAS,02/12/2021,L,14,6,2,3,66.7,0,0,-,2,4,50.0,0,6,6,1,0,1,0,2,21,17.7
Brandon Goodwin,ATL,ATL vs. SAS,02/12/2021,L,16,13,4,8,50.0,3,5,60.0,2,4,50.0,1,2,3,3,0,0,1,2,22,20.1
Drew Eubanks,SAS,SAS @ ATL,02/12/2021,W,20,5,1,2,50.0,0,0,-,3,4,75.0,3,4,7,0,0,1,2,5,-22,14.4
Trae Young,ATL,ATL vs. SAS,02/12/2021,L,23,25,8,15,53.3,2,6,33.3,7,8,87.5,0,1,1,3,1,0,2,1,-27,31.7
Cam Reddish,ATL,ATL vs. SAS,02/12/2021,L,21,6,2,8,25.0,0,2,0.0,2,5,40.0,0,0,0,1,0,1,0,2,-31,10.5
John Collins,ATL,ATL vs. SAS,02/12/2021,L,23,9,3,11,27.3,1,3,33.3,2,2,100,4,2,6,1,0,0,3,2,-35,14.7
Clint Capela,ATL,ATL vs. SAS,02/12/2021,L,21,14,7,11,63.6,0,0,-,0,0,-,3,8,11,0,1,2,1,2,-28,35.2
DeMar DeRozan,SAS,SAS @ ATL,02/12/2021,W,26,23,7,11,63.6,0,0,-,9,10,90.0,2,4,6,8,0,0,2,1,30,40.2
Onyeka Okongwu,ATL,ATL vs. SAS,02/12/2021,L,16,6,1,1,100,0,0,-,4,4,100,0,3,3,2,2,0,1,2,26,17.6
Lonnie Walker IV,SAS,SAS @ ATL,02/12/2021,W,19,11,4,10,40.0,1,5,20.0,2,2,100,0,1,1,0,0,0,3,4,-26,9.2
Jakob Poeltl,SAS,SAS @ ATL,02/12/2021,W,28,14,7,7,100,0,0,-,0,1,0.0,2,10,12,1,3,3,2,0,33,45.9
Tacko Fall,BOS,BOS vs. TOR,02/11/2021,W,2,4,2,3,66.7,0,0,-,0,2,0.0,2,0,2,0,0,0,0,1,-4,6.4
Danny Green,PHI,PHI @ POR,02/11/2021,L,31,5,2,4,50.0,1,3,33.3,0,0,-,0,4,4,0,2,0,1,3,3,14.8
Dwight Howard,PHI,PHI @ POR,02/11/2021,L,13,3,1,2,50.0,0,0,-,1,2,50.0,3,2,5,0,0,1,1,2,-13,11.0
Seth Curry,PHI,PHI @ POR,02/11/2021,L,35,15,6,13,46.2,3,7,42.9,0,0,-,1,3,4,2,0,0,0,1,9,22.8
Robert Covington,POR,POR vs. PHI,02/11/2021,W,25,5,2,5,40.0,1,4,25.0,0,0,-,0,5,5,2,1,1,0,1,-2,20.0
Furkan Korkmaz,PHI,PHI @ POR,02/11/2021,L,24,7,3,7,42.9,0,4,0.0,1,1,100,0,5,5,0,1,0,1,3,-1,15.0
Harry Giles III,POR,POR vs. PHI,02/11/2021,W,14,2,0,1,0.0,0,0,-,2,2,100,1,6,7,0,1,0,1,5,11,12.4
Anfernee Simons,POR,POR vs. PHI,02/11/2021,W,23,11,4,8,50.0,1,4,25.0,2,2,100,0,2,2,2,0,0,0,1,6,16.4
Damian Lillard,POR,POR vs. PHI,02/11/2021,W,36,30,6,21,28.6,4,11,36.4,14,15,93.3,0,2,2,7,2,0,3,1,-8,45.9
Carmelo Anthony,POR,POR vs. PHI,02/11/2021,W,26,24,9,15,60.0,4,5,80.0,2,2,100,1,1,2,0,0,0,1,2,6,25.4
Enes Freedom,POR,POR vs. PHI,02/11/2021,W,32,10,5,12,41.7,0,0,-,0,0,-,7,7,14,2,0,0,1,4,-7,28.8
Tobias Harris,PHI,PHI @ POR,02/11/2021,L,38,17,4,12,33.3,0,5,0.0,9,9,100,1,5,6,5,0,1,1,2,-14,33.7
Joel Embiid,PHI,PHI @ POR,02/11/2021,L,35,35,13,25,52.0,1,2,50.0,8,11,72.7,3,6,9,3,0,2,3,3,9,53.3
Ben Simmons,PHI,PHI @ POR,02/11/2021,L,37,23,10,12,83.3,0,0,-,3,3,100,3,8,11,9,1,1,1,3,7,54.7
Gary Trent Jr.,POR,POR vs. PHI,02/11/2021,W,37,19,7,12,58.3,5,7,71.4,0,0,-,1,3,4,0,1,0,1,0,11,25.8
Rodney Hood,POR,POR vs. PHI,02/11/2021,W,24,8,4,10,40.0,0,2,0.0,0,0,-,1,3,4,1,0,0,1,3,3,13.3
Derrick Jones Jr.,POR,POR vs. PHI,02/11/2021,W,23,9,3,9,33.3,2,5,40.0,1,2,50.0,4,3,7,1,0,1,0,4,0,21.9
Tyrese Maxey,PHI,PHI @ POR,02/11/2021,L,13,5,2,8,25.0,0,3,0.0,1,1,100,0,1,1,0,0,0,0,1,-13,6.2
Matisse Thybulle,PHI,PHI @ POR,02/11/2021,L,15,4,1,3,33.3,1,3,33.3,1,2,50.0,0,1,1,1,2,0,1,2,-7,11.7
Sekou Doumbouya,DET,DET vs. IND,02/11/2021,L,16,6,3,6,50.0,0,0,-,0,0,-,4,2,6,1,0,0,0,2,-7,14.7
Isaiah Stewart,DET,DET vs. IND,02/11/2021,L,31,17,8,9,88.9,0,0,-,1,2,50.0,4,3,7,1,2,1,0,4,-6,35.9
Josh Jackson,DET,DET vs. IND,02/11/2021,L,24,18,6,10,60.0,0,2,0.0,6,8,75.0,2,6,8,4,1,0,4,1,-10,32.6
Domantas Sabonis,IND,IND @ DET,02/11/2021,W,38,26,9,14,64.3,2,4,50.0,6,7,85.7,4,4,8,8,3,2,1,5,22,61.6
Myles Turner,IND,IND @ DET,02/11/2021,W,24,14,6,9,66.7,2,5,40.0,0,0,-,2,6,8,0,0,2,0,4,6,29.6
Blake Griffin,DET,DET vs. IND,02/11/2021,L,33,16,5,13,38.5,1,6,16.7,5,5,100,1,2,3,6,0,0,1,2,-17,27.6
Jeremy Lamb,IND,IND @ DET,02/11/2021,W,28,17,6,7,85.7,3,3,100,2,2,100,0,5,5,1,2,0,1,3,4,29.5
Wayne Ellington,DET,DET vs. IND,02/11/2021,L,24,7,3,8,37.5,1,6,16.7,0,0,-,0,2,2,1,0,1,0,0,-7,13.9
Edmond Sumner,IND,IND @ DET,02/11/2021,W,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,2.0
Goga Bitadze,IND,IND @ DET,02/11/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-2,1.5
Deividas Sirvydis,DET,DET vs. IND,02/11/2021,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,2,1.5
Svi Mykhailiuk,DET,DET vs. IND,02/11/2021,L,9,2,1,1,100,0,0,-,0,0,-,1,1,2,1,0,0,0,1,-3,5.9
Dennis Smith Jr.,DET,DET vs. IND,02/11/2021,L,16,4,2,5,40.0,0,1,0.0,0,0,-,0,2,2,0,0,0,1,0,3,5.4
Malcolm Brogdon,IND,IND @ DET,02/11/2021,W,37,18,8,19,42.1,2,5,40.0,0,0,-,1,8,9,4,1,0,2,1,16,35.8
Aaron Holiday,IND,IND @ DET,02/11/2021,W,12,7,3,7,42.9,1,3,33.3,0,0,-,0,0,0,0,0,0,0,1,-2,7.0
Jerami Grant,DET,DET vs. IND,02/11/2021,L,36,9,4,17,23.5,1,6,16.7,0,0,-,0,5,5,3,2,1,4,2,-13,24.5
Doug McDermott,IND,IND @ DET,02/11/2021,W,30,9,4,10,40.0,1,3,33.3,0,0,-,0,2,2,1,1,0,2,1,17,13.9
Justin Holiday,IND,IND @ DET,02/11/2021,W,36,11,4,12,33.3,2,6,33.3,1,1,100,1,2,3,4,1,0,0,2,15,23.6
Saddiq Bey,DET,DET vs. IND,02/11/2021,L,18,10,3,6,50.0,2,5,40.0,2,4,50.0,0,3,3,0,0,0,0,0,-3,13.6
Delon Wright,DET,DET vs. IND,02/11/2021,L,32,6,3,10,30.0,0,2,0.0,0,0,-,3,2,5,3,0,2,1,1,-19,21.5
T.J. McConnell,IND,IND @ DET,02/11/2021,W,32,7,3,7,42.9,1,2,50.0,0,0,-,2,4,6,7,2,1,1,1,6,32.7
Semi Ojeleye,BOS,BOS vs. TOR,02/11/2021,W,30,24,8,12,66.7,6,8,75.0,2,2,100,1,5,6,0,0,0,1,2,20,30.2
Daniel Theis,BOS,BOS vs. TOR,02/11/2021,W,27,8,4,7,57.1,0,2,0.0,0,2,0.0,2,3,5,3,2,4,1,4,28,35.5
John Wall,HOU,HOU vs. MIA,02/11/2021,L,36,17,5,13,38.5,4,9,44.4,3,6,50.0,0,6,6,7,1,0,5,2,-6,32.7
Eric Gordon,HOU,HOU vs. MIA,02/11/2021,L,31,17,5,13,38.5,3,10,30.0,4,4,100,0,2,2,4,0,0,1,1,-10,24.4
Victor Oladipo,HOU,HOU vs. MIA,02/11/2021,L,20,6,2,6,33.3,1,3,33.3,1,2,50.0,0,4,4,2,1,0,1,1,3,15.8
Max Strus,MIA,MIA @ HOU,02/11/2021,W,25,21,6,9,66.7,5,8,62.5,4,4,100,0,0,0,0,0,0,0,2,-8,21.0
Bam Adebayo,MIA,MIA @ HOU,02/11/2021,W,34,10,3,8,37.5,0,0,-,4,5,80.0,1,12,13,8,2,0,8,6,3,35.6
DeMarcus Cousins,HOU,HOU vs. MIA,02/11/2021,L,25,16,6,9,66.7,3,4,75.0,1,2,50.0,2,9,11,3,1,0,1,4,-3,35.7
Danuel House Jr.,HOU,HOU vs. MIA,02/11/2021,L,31,9,3,13,23.1,1,9,11.1,2,2,100,0,2,2,1,1,1,1,2,-8,17.9
Jimmy Butler,MIA,MIA @ HOU,02/11/2021,W,39,27,8,18,44.4,1,2,50.0,10,11,90.9,1,9,10,10,0,0,3,1,4,51.0
Jae'Sean Tate,HOU,HOU vs. MIA,02/11/2021,L,35,16,7,11,63.6,0,1,0.0,2,2,100,4,3,7,2,1,0,0,5,-2,30.4
Precious Achiuwa,MIA,MIA @ HOU,02/11/2021,W,5,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-5,3.2
Kent Bazemore,GSW,GSW vs. ORL,02/11/2021,W,13,3,1,4,25.0,1,3,33.3,0,0,-,0,2,2,1,0,0,0,3,4,6.9
Frank Mason III,ORL,ORL @ GSW,02/11/2021,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5,0.0
Brad Wanamaker,GSW,GSW vs. ORL,02/11/2021,W,13,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-13,1.5
Damion Lee,GSW,GSW vs. ORL,02/11/2021,W,21,0,0,3,0.0,0,3,0.0,0,0,-,0,0,0,1,0,0,0,1,1,1.5
Chuma Okeke,ORL,ORL @ GSW,02/11/2021,L,35,9,3,9,33.3,3,5,60.0,0,0,-,2,3,5,5,1,0,2,0,8,23.5
Stephen Curry,GSW,GSW vs. ORL,02/11/2021,W,37,40,14,26,53.8,10,19,52.6,2,2,100,0,8,8,5,4,0,6,1,16,63.1
Draymond Green,GSW,GSW vs. ORL,02/11/2021,W,37,8,3,7,42.9,0,1,0.0,2,3,66.7,1,5,6,11,1,2,3,3,13,37.7
Andrew Wiggins,GSW,GSW vs. ORL,02/11/2021,W,34,21,8,13,61.5,2,5,40.0,3,5,60.0,1,6,7,3,0,3,4,2,1,38.9
Juan Toscano-Anderson,GSW,GSW vs. ORL,02/11/2021,W,21,9,4,10,40.0,1,4,25.0,0,0,-,2,3,5,2,1,1,2,4,11,22.0
Mo Bamba,ORL,ORL @ GSW,02/11/2021,L,7,3,1,2,50.0,0,0,-,1,2,50.0,1,1,2,1,1,0,0,1,18,9.9
Nikola Vucevic,ORL,ORL @ GSW,02/11/2021,L,38,25,8,23,34.8,3,6,50.0,6,6,100,1,12,13,5,0,0,3,3,-19,45.1
Kelly Oubre Jr.,GSW,GSW vs. ORL,02/11/2021,W,34,17,6,12,50.0,3,7,42.9,2,2,100,3,7,10,4,0,0,1,2,5,34.0
James Ennis III,ORL,ORL @ GSW,02/11/2021,L,39,17,7,12,58.3,3,5,60.0,0,0,-,4,6,10,1,2,0,3,4,-2,33.5
Terrence Ross,ORL,ORL @ GSW,02/11/2021,L,41,20,8,27,29.6,2,8,25.0,2,3,66.7,1,5,6,3,0,3,4,4,-7,36.7
Gary Clark,ORL,ORL @ GSW,02/11/2021,L,16,2,1,2,50.0,0,1,0.0,0,0,-,1,1,2,1,0,1,1,1,-14,7.9
Eric Paschall,GSW,GSW vs. ORL,02/11/2021,W,12,2,1,5,20.0,0,2,0.0,0,0,-,1,2,3,0,0,0,1,2,-22,4.6
Mychal Mulder,GSW,GSW vs. ORL,02/11/2021,W,17,11,4,6,66.7,3,5,60.0,0,0,-,1,4,5,1,0,0,0,2,14,18.5
Dwayne Bacon,ORL,ORL @ GSW,02/11/2021,L,37,20,7,18,38.9,4,7,57.1,2,2,100,1,2,3,1,3,0,2,3,-14,32.1
Khem Birch,ORL,ORL @ GSW,02/11/2021,L,24,9,3,4,75.0,0,1,0.0,3,5,60.0,2,6,8,2,0,2,0,0,5,27.6
Gabe Vincent,MIA,MIA @ HOU,02/11/2021,W,13,2,1,5,20.0,0,4,0.0,0,0,-,1,0,1,1,0,0,0,2,4,4.7
Kendrick Nunn,MIA,MIA @ HOU,02/11/2021,W,41,16,7,18,38.9,2,10,20.0,0,0,-,1,4,5,3,4,0,3,2,3,35.5
Duncan Robinson,MIA,MIA @ HOU,02/11/2021,W,27,15,5,11,45.5,5,11,45.5,0,0,-,0,1,1,2,0,0,2,5,14,17.2
Sterling Brown,HOU,HOU vs. MIA,02/11/2021,L,25,3,1,6,16.7,1,5,20.0,0,0,-,2,5,7,3,0,0,1,2,-3,14.9
Kemba Walker,BOS,BOS vs. TOR,02/11/2021,W,30,21,5,12,41.7,5,8,62.5,6,6,100,0,5,5,3,1,0,5,2,21,29.5
Tristan Thompson,BOS,BOS vs. TOR,02/11/2021,W,19,4,2,6,33.3,0,0,-,0,2,0.0,5,6,11,1,0,0,0,1,-10,18.7
Payton Pritchard,BOS,BOS vs. TOR,02/11/2021,W,29,20,6,10,60.0,6,8,75.0,2,2,100,2,3,5,1,0,0,2,2,-11,25.5
DeAndre' Bembry,TOR,TOR @ BOS,02/11/2021,L,23,4,2,2,100,0,0,-,0,0,-,0,1,1,2,0,1,0,3,1,11.2
Stanley Johnson,TOR,TOR @ BOS,02/11/2021,L,16,9,3,5,60.0,1,3,33.3,2,2,100,0,3,3,0,2,0,2,1,-4,16.6
Fred VanVleet,TOR,TOR @ BOS,02/11/2021,L,37,5,2,9,22.2,1,4,25.0,0,0,-,0,3,3,11,2,2,3,1,-17,34.1
Chris Boucher,TOR,TOR @ BOS,02/11/2021,L,25,12,4,8,50.0,2,4,50.0,2,4,50.0,0,6,6,1,1,5,1,5,-7,37.7
Jaylen Brown,BOS,BOS vs. TOR,02/11/2021,W,32,12,3,14,21.4,0,4,0.0,6,6,100,1,4,5,10,2,1,5,4,18,37.0
Jayson Tatum,BOS,BOS vs. TOR,02/11/2021,W,36,17,5,13,38.5,1,3,33.3,6,6,100,0,6,6,9,2,0,2,3,23,41.7
Kyle Lowry,TOR,TOR @ BOS,02/11/2021,L,33,24,10,15,66.7,1,4,25.0,3,3,100,0,1,1,6,1,0,3,5,-16,34.2
Javonte Green,BOS,BOS vs. TOR,02/11/2021,W,8,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,0,1,0,0,0,-4,7.2
Carsen Edwards,BOS,BOS vs. TOR,02/11/2021,W,6,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,1,-3,3.0
Tremont Waters,BOS,BOS vs. TOR,02/11/2021,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,1,0,0,1.7
Pascal Siakam,TOR,TOR @ BOS,02/11/2021,L,35,23,8,14,57.1,2,4,50.0,5,7,71.4,0,4,4,2,1,0,1,2,-11,32.8
David Nwaba,HOU,HOU vs. MIA,02/11/2021,L,9,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,2,1,-7,0.0
Kelly Olynyk,MIA,MIA @ HOU,02/11/2021,W,31,6,2,7,28.6,2,6,33.3,0,0,-,1,12,13,0,0,2,2,2,11,25.6
Ben McLemore,HOU,HOU vs. MIA,02/11/2021,L,6,0,0,5,0.0,0,5,0.0,0,0,-,0,0,0,2,1,0,0,0,-3,6.0
P.J. Tucker,HOU,HOU vs. MIA,02/11/2021,L,22,8,2,6,33.3,2,4,50.0,2,2,100,0,3,3,0,1,0,1,2,4,13.6
Andre Iguodala,MIA,MIA @ HOU,02/11/2021,W,25,2,1,2,50.0,0,1,0.0,0,0,-,2,3,5,0,0,1,2,1,9,9.0
Aron Baynes,TOR,TOR @ BOS,02/11/2021,L,21,8,4,9,44.4,0,1,0.0,0,0,-,3,5,8,2,0,0,2,3,-11,18.6
Norman Powell,TOR,TOR @ BOS,02/11/2021,L,32,15,6,15,40.0,0,4,0.0,3,3,100,0,4,4,0,0,0,1,5,-6,18.8
Matt Thomas,TOR,TOR @ BOS,02/11/2021,L,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,4,0.0
Aaron Nesmith,BOS,BOS vs. TOR,02/11/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-4,1.5
Paul Watson,TOR,TOR @ BOS,02/11/2021,L,3,6,2,2,100,2,2,100,0,0,-,0,1,1,1,0,0,0,1,0,8.7
