PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Jerome Robinson,LAC,LAC vs. UTA,04/10/2019,W,16,7,3,6,50.0,0,1,0.0,1,2,50.0,0,5,5,3,0,0,1,4,2,16.5
Sindarius Thornwell,LAC,LAC vs. UTA,04/10/2019,W,8,2,0,0,-,0,0,-,2,2,100,0,1,1,0,0,0,0,1,-1,3.2
Naz Mitrou-Long,UTA,UTA @ LAC,04/10/2019,L,34,9,3,9,33.3,1,4,25.0,2,2,100,1,3,4,9,1,1,4,5,-3,29.3
Lou Williams,LAC,LAC vs. UTA,04/10/2019,W,23,15,5,17,29.4,1,2,50.0,4,5,80.0,2,3,5,5,0,0,3,0,4,25.5
Garrett Temple,LAC,LAC vs. UTA,04/10/2019,W,22,5,1,4,25.0,1,3,33.3,2,2,100,1,1,2,0,3,0,0,2,3,16.4
Patrick Beverley,LAC,LAC vs. UTA,04/10/2019,W,21,14,5,9,55.6,4,7,57.1,0,0,-,0,6,6,6,1,0,1,4,-4,32.2
Landry Shamet,LAC,LAC vs. UTA,04/10/2019,W,29,14,5,12,41.7,3,8,37.5,1,2,50.0,0,4,4,3,0,0,0,2,5,23.3
JaMychal Green,LAC,LAC vs. UTA,04/10/2019,W,25,13,4,9,44.4,3,5,60.0,2,3,66.7,0,2,2,1,0,1,1,5,5,18.9
Shai Gilgeous-Alexander,LAC,LAC vs. UTA,04/10/2019,W,24,8,3,6,50.0,0,0,-,2,2,100,0,2,2,3,2,0,1,4,5,19.9
Danilo Gallinari,LAC,LAC vs. UTA,04/10/2019,W,25,13,5,11,45.5,0,1,0.0,3,4,75.0,1,3,4,5,1,0,0,1,-4,28.3
Montrezl Harrell,LAC,LAC vs. UTA,04/10/2019,W,21,24,10,13,76.9,0,0,-,4,6,66.7,3,4,7,5,0,1,2,1,11,40.9
Jae Crowder,UTA,UTA @ LAC,04/10/2019,L,16,17,5,8,62.5,4,6,66.7,3,3,100,0,3,3,2,0,2,1,1,2,28.6
Wilson Chandler,LAC,LAC vs. UTA,04/10/2019,W,11,2,1,3,33.3,0,1,0.0,0,0,-,1,0,1,0,0,0,0,1,1,3.2
Ivica Zubac,LAC,LAC vs. UTA,04/10/2019,W,30,22,10,13,76.9,0,0,-,2,2,100,4,7,11,2,0,3,3,2,0,44.2
Thabo Sefolosha,UTA,UTA @ LAC,04/10/2019,L,27,7,3,8,37.5,1,1,100,0,0,-,1,5,6,3,2,0,1,0,-6,23.7
Tony Bradley,UTA,UTA @ LAC,04/10/2019,L,24,15,7,12,58.3,0,0,-,1,2,50.0,7,3,10,1,2,2,2,4,-9,38.5
Ekpe Udoh,UTA,UTA @ LAC,04/10/2019,L,29,14,5,7,71.4,0,0,-,4,6,66.7,3,10,13,5,0,4,0,2,3,49.1
Georges Niang,UTA,UTA @ LAC,04/10/2019,L,40,24,9,21,42.9,2,6,33.3,4,4,100,1,5,6,3,0,1,3,3,0,35.7
Grayson Allen,UTA,UTA @ LAC,04/10/2019,L,41,40,11,30,36.7,5,13,38.5,13,14,92.9,2,5,7,4,1,1,3,1,-3,57.4
Mike Scott,PHI,PHI vs. CHI,04/10/2019,W,22,7,3,6,50.0,1,1,100,0,0,-,0,7,7,1,0,1,0,1,21,19.9
Shaquille Harrison,CHI,CHI @ PHI,04/10/2019,L,20,11,4,10,40.0,1,3,33.3,2,2,100,0,3,3,0,0,2,0,0,-35,20.6
Bruce Brown,DET,DET @ NYK,04/10/2019,W,25,6,1,3,33.3,0,0,-,4,4,100,2,2,4,0,1,1,0,3,29,16.8
Khyri Thomas,DET,DET @ NYK,04/10/2019,W,5,0,0,3,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-12,0.0
Jared Terrell,MIN,MIN @ DEN,04/10/2019,L,6,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,1,2,1.0
Josh Okogie,MIN,MIN @ DEN,04/10/2019,L,17,0,0,3,0.0,0,0,-,0,0,-,0,1,1,1,1,0,0,1,-3,5.7
Torrey Craig,DEN,DEN vs. MIN,04/10/2019,W,13,4,1,1,100,1,1,100,1,2,50.0,1,0,1,1,0,0,0,2,-10,6.7
Mason Plumlee,DEN,DEN vs. MIN,04/10/2019,W,14,2,1,2,50.0,0,0,-,0,0,-,2,4,6,2,0,1,0,0,-15,15.2
Will Barton,DEN,DEN vs. MIN,04/10/2019,W,33,10,4,10,40.0,1,4,25.0,1,2,50.0,1,8,9,4,1,1,1,1,9,31.8
Jacob Evans,GSW,GSW @ MEM,04/10/2019,L,25,8,3,7,42.9,2,3,66.7,0,0,-,1,2,3,4,0,0,1,2,5,16.6
Yuta Watanabe,MEM,MEM vs. GSW,04/10/2019,W,19,4,2,8,25.0,0,3,0.0,0,0,-,2,2,4,0,0,0,0,2,2,8.8
Jevon Carter,MEM,MEM vs. GSW,04/10/2019,W,26,32,10,18,55.6,8,12,66.7,4,4,100,1,3,4,2,1,0,1,1,18,41.8
Julian Washburn,MEM,MEM vs. GSW,04/10/2019,W,23,8,4,7,57.1,0,2,0.0,0,0,-,1,5,6,0,3,0,1,2,-10,23.2
Tyler Dorsey,MEM,MEM vs. GSW,04/10/2019,W,28,18,7,12,58.3,2,6,33.3,2,2,100,3,1,4,3,1,0,0,2,17,30.3
Jordan Bell,GSW,GSW @ MEM,04/10/2019,L,28,15,6,9,66.7,0,0,-,3,4,75.0,2,6,8,1,0,1,2,2,-9,27.1
Justin Holiday,MEM,MEM vs. GSW,04/10/2019,W,28,22,8,16,50.0,5,10,50.0,1,2,50.0,0,4,4,1,0,0,2,2,5,26.3
Tyler Zeller,MEM,MEM vs. GSW,04/10/2019,W,19,8,3,6,50.0,0,0,-,2,4,50.0,3,1,4,0,0,0,1,2,3,11.8
Klay Thompson,GSW,GSW @ MEM,04/10/2019,L,17,19,8,12,66.7,3,5,60.0,0,0,-,0,1,1,3,1,1,0,0,-12,30.7
Marcus Derrickson,GSW,GSW @ MEM,04/10/2019,L,8,13,4,5,80.0,4,4,100,1,1,100,1,1,2,0,0,0,0,0,12,15.4
Alfonzo McKinnie,GSW,GSW @ MEM,04/10/2019,L,18,4,2,3,66.7,0,1,0.0,0,1,0.0,0,3,3,1,0,0,1,3,-8,8.1
Damion Lee,GSW,GSW @ MEM,04/10/2019,L,23,10,4,10,40.0,1,4,25.0,1,1,100,1,4,5,2,0,0,0,0,-9,19.0
Ivan Rabb,MEM,MEM vs. GSW,04/10/2019,W,29,6,3,10,30.0,0,2,0.0,0,0,-,2,6,8,6,0,0,1,3,12,23.6
Bruno Caboclo,MEM,MEM vs. GSW,04/10/2019,W,30,21,8,14,57.1,3,6,50.0,2,2,100,0,4,4,2,1,0,2,3,13,29.8
Kevin Durant,GSW,GSW @ MEM,04/10/2019,L,18,21,7,10,70.0,0,2,0.0,7,7,100,0,0,0,6,1,0,0,1,-9,33.0
Quinn Cook,GSW,GSW @ MEM,04/10/2019,L,28,10,4,12,33.3,2,4,50.0,0,0,-,0,4,4,3,0,0,3,5,-4,16.3
Kevon Looney,GSW,GSW @ MEM,04/10/2019,L,16,6,3,8,37.5,0,0,-,0,0,-,2,1,3,3,0,0,0,1,-7,14.1
Delon Wright,MEM,MEM vs. GSW,04/10/2019,W,37,13,3,7,42.9,3,5,60.0,4,4,100,3,8,11,11,3,0,3,1,15,48.7
Andrew Bogut,GSW,GSW @ MEM,04/10/2019,L,18,0,0,1,0.0,0,0,-,0,0,-,1,5,6,1,1,2,5,1,-15,12.7
Jonas Jerebko,GSW,GSW @ MEM,04/10/2019,L,18,6,3,5,60.0,0,1,0.0,0,0,-,0,3,3,3,0,1,1,2,-3,16.1
Andre Iguodala,GSW,GSW @ MEM,04/10/2019,L,22,5,2,10,20.0,1,6,16.7,0,0,-,1,0,1,5,0,0,1,0,-16,12.7
Kadeem Allen,NYK,NYK vs. DET,04/10/2019,L,29,13,3,10,30.0,2,3,66.7,5,8,62.5,0,5,5,8,2,1,0,1,-11,40.0
Mitchell Robinson,NYK,NYK vs. DET,04/10/2019,L,23,11,5,6,83.3,0,0,-,1,2,50.0,1,1,2,0,1,0,0,4,-21,16.4
Kevin Knox II,NYK,NYK vs. DET,04/10/2019,L,28,9,3,12,25.0,0,6,0.0,3,4,75.0,1,6,7,1,0,0,3,1,-26,15.9
Reggie Jackson,DET,DET @ NYK,04/10/2019,W,25,21,6,12,50.0,3,6,50.0,6,6,100,1,3,4,7,0,0,2,3,25,34.3
Zaza Pachulia,DET,DET @ NYK,04/10/2019,W,16,6,2,4,50.0,0,0,-,2,2,100,2,3,5,3,0,0,2,3,-5,14.5
Andre Drummond,DET,DET @ NYK,04/10/2019,W,28,20,10,15,66.7,0,0,-,0,1,0.0,5,13,18,3,2,0,5,4,26,47.1
Henry Ellenson,NYK,NYK vs. DET,04/10/2019,L,21,12,4,8,50.0,2,3,66.7,2,3,66.7,0,4,4,0,0,2,0,4,1,22.8
Luke Kornet,NYK,NYK vs. DET,04/10/2019,L,28,6,2,9,22.2,2,8,25.0,0,0,-,0,2,2,2,0,0,0,0,-21,11.4
Isaiah Hicks,NYK,NYK vs. DET,04/10/2019,L,21,11,4,7,57.1,0,0,-,3,3,100,2,3,5,1,1,2,0,3,-3,27.5
John Jenkins,NYK,NYK vs. DET,04/10/2019,L,27,16,6,9,66.7,2,3,66.7,2,3,66.7,0,3,3,3,0,0,0,1,-1,24.1
Damyean Dotson,NYK,NYK vs. DET,04/10/2019,L,29,5,2,8,25.0,1,4,25.0,0,0,-,0,2,2,3,0,0,1,0,-32,10.9
Furkan Korkmaz,PHI,PHI vs. CHI,04/10/2019,W,18,8,3,8,37.5,1,4,25.0,1,2,50.0,0,2,2,1,0,0,0,1,19,11.9
Jonathon Simmons,PHI,PHI vs. CHI,04/10/2019,W,30,20,8,14,57.1,3,6,50.0,1,2,50.0,1,6,7,5,0,1,2,0,11,36.9
Nicolas Batum,CHA,CHA vs. ORL,04/10/2019,L,13,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,3,0,0,0,0,4,6.9
Jeremy Lamb,CHA,CHA vs. ORL,04/10/2019,L,32,22,6,12,50.0,4,7,57.1,6,6,100,0,8,8,2,0,0,1,2,-7,33.6
Frank Kaminsky,CHA,CHA vs. ORL,04/10/2019,L,19,9,2,6,33.3,0,2,0.0,5,6,83.3,0,1,1,0,0,0,0,2,-20,10.2
Wes Iwundu,ORL,ORL @ CHA,04/10/2019,W,24,7,3,6,50.0,1,2,50.0,0,0,-,0,0,0,4,2,2,0,1,-2,25.0
Michael Kidd-Gilchrist,CHA,CHA vs. ORL,04/10/2019,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4,0.0
Malik Monk,CHA,CHA vs. ORL,04/10/2019,L,18,2,1,4,25.0,0,2,0.0,0,0,-,0,2,2,3,0,0,1,2,-9,7.9
Jarell Martin,ORL,ORL @ CHA,04/10/2019,W,20,2,1,4,25.0,0,3,0.0,0,0,-,0,3,3,1,0,0,0,2,11,7.1
Khem Birch,ORL,ORL @ CHA,04/10/2019,W,23,5,2,4,50.0,0,0,-,1,2,50.0,2,4,6,2,0,0,0,5,2,15.2
Devonte' Graham,CHA,CHA vs. ORL,04/10/2019,L,16,2,0,3,0.0,0,3,0.0,2,2,100,0,4,4,2,0,0,2,2,-9,7.8
Kemba Walker,CHA,CHA vs. ORL,04/10/2019,L,40,43,16,25,64.0,4,9,44.4,7,7,100,0,2,2,5,0,2,2,1,0,56.9
Bismack Biyombo,CHA,CHA vs. ORL,04/10/2019,L,26,6,2,3,66.7,0,0,-,2,4,50.0,3,3,6,1,0,0,0,3,8,14.7
Aaron Gordon,ORL,ORL @ CHA,04/10/2019,W,33,27,11,18,61.1,1,3,33.3,4,4,100,2,5,7,3,0,0,2,1,1,37.9
Evan Fournier,ORL,ORL @ CHA,04/10/2019,W,32,14,6,15,40.0,0,5,0.0,2,3,66.7,0,2,2,3,0,0,0,1,-7,20.9
Terrence Ross,ORL,ORL @ CHA,04/10/2019,W,30,35,12,19,63.2,6,10,60.0,5,5,100,2,4,6,2,1,0,1,1,15,47.2
Michael Carter-Williams,ORL,ORL @ CHA,04/10/2019,W,22,8,3,5,60.0,0,1,0.0,2,4,50.0,1,3,4,7,1,0,0,3,18,26.3
Miles Bridges,CHA,CHA vs. ORL,04/10/2019,L,41,18,8,13,61.5,0,4,0.0,2,2,100,1,4,5,3,2,2,1,0,2,39.5
Amile Jefferson,ORL,ORL @ CHA,04/10/2019,W,25,6,3,4,75.0,0,0,-,0,0,-,2,5,7,1,1,0,1,3,6,17.9
Dwayne Bacon,CHA,CHA vs. ORL,04/10/2019,L,35,12,6,11,54.5,0,1,0.0,0,0,-,0,2,2,2,1,0,1,2,-5,19.4
Corey Brewer,SAC,SAC @ POR,04/10/2019,L,23,0,0,0,-,0,0,-,0,0,-,1,0,1,3,2,0,3,2,-14,8.7
Harrison Barnes,SAC,SAC @ POR,04/10/2019,L,16,10,2,4,50.0,2,3,66.7,4,6,66.7,0,3,3,3,0,0,0,0,16,18.1
Nemanja Bjelica,SAC,SAC @ POR,04/10/2019,L,12,10,3,4,75.0,2,3,66.7,2,2,100,0,0,0,1,0,0,0,1,10,11.5
Bogdan Bogdanovic,SAC,SAC @ POR,04/10/2019,L,27,15,5,16,31.3,3,11,27.3,2,2,100,0,1,1,1,0,0,1,0,-18,16.7
Buddy Hield,SAC,SAC @ POR,04/10/2019,L,16,9,3,6,50.0,3,5,60.0,0,0,-,1,2,3,2,0,0,1,0,16,14.6
Gary Trent Jr.,POR,POR vs. SAC,04/10/2019,W,48,19,8,19,42.1,1,5,20.0,2,3,66.7,0,2,2,3,1,1,1,1,5,30.9
Caleb Swanigan,SAC,SAC @ POR,04/10/2019,L,18,4,2,5,40.0,0,1,0.0,0,0,-,3,4,7,3,2,1,0,2,-8,25.9
BJ Johnson,SAC,SAC @ POR,04/10/2019,L,6,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-2,2.0
Jake Layman,POR,POR vs. SAC,04/10/2019,W,48,19,7,15,46.7,2,3,66.7,3,5,60.0,0,4,4,2,1,0,4,2,5,25.8
Willie Cauley-Stein,SAC,SAC @ POR,04/10/2019,L,17,8,3,3,100,0,0,-,2,2,100,2,3,5,0,0,0,0,2,16,14.0
Troy Williams,SAC,SAC @ POR,04/10/2019,L,11,4,2,5,40.0,0,1,0.0,0,0,-,2,0,2,0,0,0,0,3,-19,6.4
Frank Mason III,SAC,SAC @ POR,04/10/2019,L,18,15,6,13,46.2,2,6,33.3,1,2,50.0,2,0,2,1,0,0,2,1,-26,16.9
Zach Collins,POR,POR vs. SAC,04/10/2019,W,13,13,5,6,83.3,1,1,100,2,2,100,3,3,6,1,0,0,0,3,8,21.7
Marvin Bagley III,SAC,SAC @ POR,04/10/2019,L,30,20,8,15,53.3,2,5,40.0,2,2,100,0,9,9,0,1,0,1,2,-3,32.8
Yogi Ferrell,SAC,SAC @ POR,04/10/2019,L,29,17,7,13,53.8,3,6,50.0,0,0,-,1,0,1,2,0,0,1,2,-12,20.2
De'Aaron Fox,SAC,SAC @ POR,04/10/2019,L,17,17,8,10,80.0,1,1,100,0,0,-,0,1,1,9,0,0,1,1,19,30.7
Skal Labissiere,POR,POR vs. SAC,04/10/2019,W,41,29,12,17,70.6,2,2,100,3,4,75.0,4,11,15,1,2,1,2,5,-9,55.5
Anfernee Simons,POR,POR vs. SAC,04/10/2019,W,48,37,13,21,61.9,7,11,63.6,4,6,66.7,3,3,6,9,1,0,2,2,5,58.7
D.J. Augustin,ORL,ORL @ CHA,04/10/2019,W,31,18,7,13,53.8,3,6,50.0,1,2,50.0,0,4,4,1,0,0,2,2,-4,22.3
Timothe Luwawu-Cabarrot,CHI,CHI @ PHI,04/10/2019,L,30,14,5,13,38.5,1,4,25.0,3,4,75.0,0,4,4,2,0,0,0,3,-25,21.8
Haywood Highsmith,PHI,PHI vs. CHI,04/10/2019,W,15,2,1,2,50.0,0,1,0.0,0,2,0.0,0,1,1,0,1,0,1,0,-14,5.2
Cristiano Felicio,CHI,CHI @ PHI,04/10/2019,L,22,2,1,3,33.3,0,0,-,0,1,0.0,2,4,6,1,1,0,0,2,15,13.7
Davon Reed,IND,IND @ ATL,04/10/2019,W,23,7,3,8,37.5,1,3,33.3,0,0,-,1,3,4,1,1,0,0,2,-2,16.3
Alize Johnson,IND,IND @ ATL,04/10/2019,W,25,7,2,5,40.0,0,0,-,3,4,75.0,3,8,11,1,1,2,0,2,14,30.7
T.J. Leaf,IND,IND @ ATL,04/10/2019,W,34,28,12,19,63.2,0,2,0.0,4,5,80.0,5,5,10,2,2,2,0,2,-1,55.0
Taurean Prince,ATL,ATL vs. IND,04/10/2019,L,34,23,8,17,47.1,5,8,62.5,2,3,66.7,0,5,5,2,0,1,1,2,9,34.0
DeAndre' Bembry,ATL,ATL vs. IND,04/10/2019,L,20,11,4,8,50.0,0,1,0.0,3,3,100,1,1,2,1,1,0,0,5,-11,17.9
Deyonta Davis,ATL,ATL vs. IND,04/10/2019,L,3,2,0,0,-,0,0,-,2,2,100,1,0,1,0,0,0,0,0,-4,3.2
Isaac Humphries,ATL,ATL vs. IND,04/10/2019,L,1,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-2,3.2
Trae Young,ATL,ATL vs. IND,04/10/2019,L,34,23,6,18,33.3,1,7,14.3,10,11,90.9,2,3,5,11,2,0,6,0,18,45.5
Kevin Huerter,ATL,ATL vs. IND,04/10/2019,L,30,17,6,8,75.0,5,6,83.3,0,0,-,1,4,5,3,1,1,3,4,6,30.5
Doug McDermott,IND,IND @ ATL,04/10/2019,W,32,13,4,12,33.3,2,3,66.7,3,3,100,1,4,5,2,1,0,0,2,-4,25.0
John Collins,ATL,ATL vs. IND,04/10/2019,L,36,20,8,15,53.3,1,2,50.0,3,4,75.0,9,16,25,6,0,1,3,2,9,59.0
Alex Len,ATL,ATL vs. IND,04/10/2019,L,31,20,6,17,35.3,2,6,33.3,6,8,75.0,6,4,10,3,0,3,0,3,13,45.5
Vince Carter,ATL,ATL vs. IND,04/10/2019,L,12,1,0,4,0.0,0,3,0.0,1,2,50.0,0,0,0,0,0,1,0,2,-13,4.0
Edmond Sumner,IND,IND @ ATL,04/10/2019,W,30,22,5,14,35.7,3,7,42.9,9,11,81.8,2,2,4,1,2,0,2,5,-4,32.3
Aaron Holiday,IND,IND @ ATL,04/10/2019,W,22,13,5,11,45.5,1,5,20.0,2,3,66.7,0,1,1,2,2,0,1,5,3,22.2
Tyreke Evans,IND,IND @ ATL,04/10/2019,W,26,27,9,14,64.3,5,8,62.5,4,5,80.0,0,2,2,5,0,0,3,4,-3,33.9
Cory Joseph,IND,IND @ ATL,04/10/2019,W,21,6,2,7,28.6,0,1,0.0,2,2,100,1,2,3,2,2,1,0,1,4,21.6
Jaylen Adams,ATL,ATL vs. IND,04/10/2019,L,9,1,0,2,0.0,0,1,0.0,1,1,100,0,2,2,1,0,0,1,2,-6,3.9
Justin Anderson,ATL,ATL vs. IND,04/10/2019,L,13,7,2,3,66.7,1,1,100,2,2,100,1,2,3,0,1,0,2,2,-8,11.6
Darren Collison,IND,IND @ ATL,04/10/2019,W,16,6,1,3,33.3,0,1,0.0,4,4,100,0,1,1,4,1,0,1,3,1,15.2
Kyle O'Quinn,IND,IND @ ATL,04/10/2019,W,10,6,2,5,40.0,0,0,-,2,2,100,0,2,2,2,0,2,1,2,-3,16.4
Kent Bazemore,ATL,ATL vs. IND,04/10/2019,L,17,7,2,10,20.0,2,6,33.3,1,2,50.0,0,2,2,2,0,0,1,2,-16,11.4
Wayne Selden,CHI,CHI @ PHI,04/10/2019,L,28,12,5,10,50.0,2,5,40.0,0,0,-,1,7,8,2,0,0,2,1,-18,22.6
T.J. McConnell,PHI,PHI vs. CHI,04/10/2019,W,23,18,9,10,90.0,0,0,-,0,0,-,0,2,2,6,0,1,1,1,24,31.4
Antonio Blakeney,CHI,CHI @ PHI,04/10/2019,L,14,7,3,6,50.0,0,1,0.0,1,2,50.0,0,1,1,3,1,0,0,1,12,15.7
Shake Milton,PHI,PHI vs. CHI,04/10/2019,W,28,9,4,10,40.0,1,3,33.3,0,0,-,0,1,1,2,2,3,0,4,-6,28.2
Rawle Alkins,CHI,CHI @ PHI,04/10/2019,L,19,5,2,4,50.0,0,1,0.0,1,3,33.3,0,0,0,1,0,0,1,0,10,5.5
Robin Lopez,CHI,CHI @ PHI,04/10/2019,L,26,12,6,13,46.2,0,2,0.0,0,0,-,2,2,4,1,0,0,0,0,-31,18.3
Greg Monroe,PHI,PHI vs. CHI,04/10/2019,W,23,14,5,10,50.0,1,1,100,3,4,75.0,1,5,6,3,0,0,0,1,-4,25.7
Amir Johnson,PHI,PHI vs. CHI,04/10/2019,W,24,12,4,8,50.0,1,2,50.0,3,3,100,5,4,9,1,1,2,0,3,-6,33.3
Boban Marjanovic,PHI,PHI vs. CHI,04/10/2019,W,25,18,8,12,66.7,2,3,66.7,0,0,-,0,8,8,6,0,2,1,0,20,41.6
Brandon Sampson,CHI,CHI @ PHI,04/10/2019,L,23,12,5,8,62.5,2,4,50.0,0,0,-,0,1,1,1,1,1,1,3,16,19.7
Ryan Arcidiacono,CHI,CHI @ PHI,04/10/2019,L,30,14,5,9,55.6,1,2,50.0,3,3,100,2,4,6,6,1,0,1,1,-17,32.2
Walt Lemon Jr.,CHI,CHI @ PHI,04/10/2019,L,28,20,9,19,47.4,2,2,100,0,0,-,2,4,6,4,0,0,2,2,-7,31.2
Zhaire Smith,PHI,PHI vs. CHI,04/10/2019,W,32,17,7,13,53.8,2,5,40.0,1,2,50.0,2,2,4,5,0,0,1,0,15,28.3
Monte Morris,DEN,DEN vs. MIN,04/10/2019,W,21,7,3,8,37.5,1,1,100,0,0,-,0,2,2,3,1,0,0,1,-10,16.9
Dario Saric,MIN,MIN @ DEN,04/10/2019,L,29,11,4,13,30.8,0,5,0.0,3,3,100,1,6,7,3,0,0,1,3,-1,22.9
Patty Mills,SAS,SAS vs. DAL,04/10/2019,W,19,4,1,5,20.0,0,2,0.0,2,2,100,0,3,3,5,0,0,1,2,5,14.1
Marco Belinelli,SAS,SAS vs. DAL,04/10/2019,W,18,2,1,6,16.7,0,2,0.0,0,0,-,0,2,2,1,0,0,1,1,5,4.9
Quincy Pondexter,SAS,SAS vs. DAL,04/10/2019,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Trey Burke,DAL,DAL @ SAS,04/10/2019,L,13,6,2,7,28.6,2,5,40.0,0,0,-,0,1,1,3,1,0,0,0,1,14.7
Davis Bertans,SAS,SAS vs. DAL,04/10/2019,W,20,9,3,9,33.3,3,8,37.5,0,0,-,0,3,3,1,0,0,0,0,7,14.1
Rudy Gay,SAS,SAS vs. DAL,04/10/2019,W,28,7,2,10,20.0,0,2,0.0,3,4,75.0,0,10,10,3,0,0,2,0,1,21.5
Jakob Poeltl,SAS,SAS vs. DAL,04/10/2019,W,20,4,2,3,66.7,0,0,-,0,0,-,1,1,2,2,0,1,0,2,-4,12.4
Ryan Broekhoff,DAL,DAL @ SAS,04/10/2019,L,14,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,0,1,0,0,3,-2,6.0
Jalen Brunson,DAL,DAL @ SAS,04/10/2019,L,30,11,5,13,38.5,1,4,25.0,0,2,0.0,0,3,3,10,0,0,4,0,-11,25.6
Drew Eubanks,SAS,SAS vs. DAL,04/10/2019,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-6,0.0
Dorian Finney-Smith,DAL,DAL @ SAS,04/10/2019,L,24,5,2,10,20.0,1,4,25.0,0,0,-,1,2,3,2,0,0,0,3,-5,11.6
Donatas Motiejunas,SAS,SAS vs. DAL,04/10/2019,W,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,2,1,-6,1.2
Lonnie Walker IV,SAS,SAS vs. DAL,04/10/2019,W,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-5,1.2
DeMar DeRozan,SAS,SAS vs. DAL,04/10/2019,W,34,19,7,15,46.7,0,1,0.0,5,6,83.3,1,4,5,4,3,0,2,2,21,38.0
Courtney Lee,DAL,DAL @ SAS,04/10/2019,L,20,14,6,9,66.7,2,4,50.0,0,0,-,0,3,3,2,1,0,1,1,-2,22.6
Dirk Nowitzki,DAL,DAL @ SAS,04/10/2019,L,32,20,8,21,38.1,2,6,33.3,2,2,100,0,10,10,1,1,0,0,2,-11,36.5
Derrick White,SAS,SAS vs. DAL,04/10/2019,W,28,14,6,8,75.0,2,2,100,0,0,-,0,6,6,3,1,0,0,3,12,28.7
Salah Mejri,DAL,DAL @ SAS,04/10/2019,L,15,2,1,5,20.0,0,4,0.0,0,0,-,0,7,7,1,1,2,0,0,-2,20.9
