PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Trey Burke,DAL,DAL vs. POR,02/10/2019,W,17,8,3,7,42.9,2,3,66.7,0,0,-,1,0,1,1,1,0,1,4,-7,12.7
Al-Farouq Aminu,POR,POR @ DAL,02/10/2019,L,22,2,1,3,33.3,0,1,0.0,0,0,-,0,5,5,3,0,0,2,0,-5,10.5
DeAndre' Bembry,ATL,ATL vs. CHA,02/09/2019,L,15,2,1,5,20.0,0,1,0.0,0,0,-,0,4,4,1,1,0,0,1,0,11.3
Dewayne Dedmon,ATL,ATL vs. CHA,02/09/2019,L,28,14,5,7,71.4,4,6,66.7,0,2,0.0,0,7,7,3,1,0,0,1,-6,29.9
Kemba Walker,CHA,CHA @ ATL,02/09/2019,W,37,37,13,27,48.1,9,17,52.9,2,2,100,1,0,1,7,1,0,3,2,15,48.7
Alex Len,ATL,ATL vs. CHA,02/09/2019,L,11,7,2,4,50.0,0,1,0.0,3,4,75.0,5,2,7,3,0,1,0,1,7,22.9
Miles Bridges,CHA,CHA @ ATL,02/09/2019,W,16,6,3,7,42.9,0,2,0.0,0,0,-,2,3,5,0,2,1,0,1,14,21.0
John Collins,ATL,ATL vs. CHA,02/09/2019,L,35,21,8,12,66.7,0,2,0.0,5,7,71.4,4,1,5,0,1,1,4,5,-12,29.0
Vince Carter,ATL,ATL vs. CHA,02/09/2019,L,10,4,2,3,66.7,0,0,-,0,0,-,0,1,1,0,1,0,0,2,-3,8.2
Dennis Schroder,OKC,OKC @ HOU,02/09/2019,W,22,17,6,13,46.2,1,3,33.3,4,5,80.0,0,0,0,0,0,0,1,2,-12,16.0
Eric Gordon,HOU,HOU vs. OKC,02/09/2019,L,32,13,5,14,35.7,3,10,30.0,0,0,-,0,0,0,2,1,3,1,4,-7,27.0
Kenneth Faried,HOU,HOU vs. OKC,02/09/2019,L,31,17,8,11,72.7,0,0,-,1,5,20.0,3,9,12,2,1,0,3,3,-11,34.4
Jerami Grant,OKC,OKC @ HOU,02/09/2019,W,35,8,3,9,33.3,1,3,33.3,1,2,50.0,2,6,8,1,2,2,3,2,6,28.1
Paul George,OKC,OKC @ HOU,02/09/2019,W,41,45,12,22,54.5,6,14,42.9,15,18,83.3,2,9,11,3,1,0,2,5,16,63.7
James Harden,HOU,HOU vs. OKC,02/09/2019,L,37,42,11,28,39.3,6,16,37.5,14,15,93.3,0,2,2,1,1,0,5,2,-9,43.9
Terrance Ferguson,OKC,OKC @ HOU,02/09/2019,W,35,15,6,9,66.7,3,5,60.0,0,0,-,0,4,4,3,0,0,0,5,16,24.3
Austin Rivers,HOU,HOU vs. OKC,02/09/2019,L,16,10,3,6,50.0,3,5,60.0,1,2,50.0,0,1,1,1,0,0,0,1,-9,12.7
Chris Paul,HOU,HOU vs. OKC,02/09/2019,L,35,18,5,12,41.7,2,5,40.0,6,7,85.7,1,9,10,9,2,0,2,4,10,47.5
Nerlens Noel,OKC,OKC @ HOU,02/09/2019,W,10,2,1,3,33.3,0,0,-,0,0,-,2,2,4,0,0,0,0,1,-9,6.8
Gerald Green,HOU,HOU vs. OKC,02/09/2019,L,12,7,3,5,60.0,1,3,33.3,0,1,0.0,0,0,0,0,0,0,0,1,2,7.0
Deonte Burton,OKC,OKC @ HOU,02/09/2019,W,10,0,0,1,0.0,0,1,0.0,0,0,-,2,1,3,1,0,0,0,3,18,5.1
Steven Adams,OKC,OKC @ HOU,02/09/2019,W,38,6,3,6,50.0,0,0,-,0,0,-,3,6,9,0,2,2,2,1,12,26.8
Nene,HOU,HOU vs. OKC,02/09/2019,L,17,2,1,2,50.0,0,0,-,0,0,-,0,3,3,1,3,1,0,3,8,19.1
Abdel Nader,OKC,OKC @ HOU,02/09/2019,W,4,0,0,2,0.0,0,1,0.0,0,0,-,1,1,2,0,0,0,1,2,-11,1.4
Russell Westbrook,OKC,OKC @ HOU,02/09/2019,W,38,21,8,21,38.1,1,5,20.0,4,5,80.0,0,12,12,11,2,1,10,3,2,50.9
Iman Shumpert,HOU,HOU vs. OKC,02/09/2019,L,24,3,1,5,20.0,1,5,20.0,0,0,-,0,4,4,0,1,1,1,4,-2,12.8
P.J. Tucker,HOU,HOU vs. OKC,02/09/2019,L,36,0,0,3,0.0,0,1,0.0,0,0,-,3,4,7,2,1,2,0,4,-7,20.4
Patrick Patterson,OKC,OKC @ HOU,02/09/2019,W,7,3,1,3,33.3,1,2,50.0,0,0,-,0,0,0,1,0,0,0,0,-13,4.5
Malik Monk,CHA,CHA @ ATL,02/09/2019,W,10,4,1,4,25.0,0,2,0.0,2,2,100,0,2,2,2,1,0,3,0,-6,9.4
Nicolas Batum,CHA,CHA @ ATL,02/09/2019,W,35,6,2,5,40.0,2,2,100,0,0,-,1,3,4,8,2,0,2,2,-10,26.8
Trae Young,ATL,ATL vs. CHA,02/09/2019,L,28,20,8,15,53.3,4,6,66.7,0,0,-,0,1,1,11,2,0,4,1,-10,39.7
Devonte' Graham,CHA,CHA @ ATL,02/09/2019,W,11,4,1,4,25.0,1,4,25.0,1,2,50.0,0,3,3,1,0,0,0,2,-6,9.1
Justin Anderson,ATL,ATL vs. CHA,02/09/2019,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2,0.0
Omari Spellman,ATL,ATL vs. CHA,02/09/2019,L,12,2,0,3,0.0,0,3,0.0,2,2,100,0,1,1,0,0,0,0,0,-6,3.2
Kent Bazemore,ATL,ATL vs. CHA,02/09/2019,L,20,13,5,12,41.7,1,4,25.0,2,2,100,0,1,1,1,1,1,3,1,4,18.7
Jeremy Lin,ATL,ATL vs. CHA,02/09/2019,L,20,13,5,9,55.6,1,3,33.3,2,2,100,0,2,2,4,2,0,1,2,1,26.4
Marvin Williams,CHA,CHA @ ATL,02/09/2019,W,35,27,12,16,75.0,3,7,42.9,0,0,-,0,3,3,0,1,1,0,3,8,36.6
Jeremy Lamb,CHA,CHA @ ATL,02/09/2019,W,36,24,8,14,57.1,4,7,57.1,4,4,100,2,4,6,7,3,2,1,1,15,55.7
Kevin Huerter,ATL,ATL vs. CHA,02/09/2019,L,34,17,7,9,77.8,3,3,100,0,0,-,0,4,4,1,1,0,2,3,-13,24.3
Michael Kidd-Gilchrist,CHA,CHA @ ATL,02/09/2019,W,29,11,5,5,100,0,0,-,1,2,50.0,1,2,3,1,1,1,2,3,16,20.1
Taurean Prince,ATL,ATL vs. CHA,02/09/2019,L,27,7,3,7,42.9,1,4,25.0,0,0,-,1,2,3,2,0,0,4,1,-9,9.6
Cody Zeller,CHA,CHA @ ATL,02/09/2019,W,26,10,3,5,60.0,0,1,0.0,4,6,66.7,3,5,8,4,1,1,2,2,0,29.6
Bismack Biyombo,CHA,CHA @ ATL,02/09/2019,W,4,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,0,1,0,1,-1,5.4
Jordan Clarkson,CLE,CLE @ IND,02/09/2019,L,31,18,8,16,50.0,2,7,28.6,0,0,-,0,2,2,6,1,0,2,0,-3,30.4
Lou Williams,LAC,LAC @ BOS,02/09/2019,W,28,15,4,15,26.7,1,4,25.0,6,10,60.0,1,2,3,6,0,1,3,1,4,27.6
Joe Ingles,UTA,UTA vs. SAS,02/09/2019,W,27,11,4,6,66.7,3,5,60.0,0,0,-,1,0,1,3,0,0,3,4,17,13.7
Brad Wanamaker,BOS,BOS vs. LAC,02/09/2019,L,6,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5,2.0
Sindarius Thornwell,LAC,LAC @ BOS,02/09/2019,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Jerome Robinson,LAC,LAC @ BOS,02/09/2019,W,8,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,4,5,0.2
Robert Williams III,BOS,BOS vs. LAC,02/09/2019,L,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5,0.0
Landry Shamet,LAC,LAC @ BOS,02/09/2019,W,27,17,5,9,55.6,4,7,57.1,3,4,75.0,1,1,2,3,1,0,0,2,2,26.9
Marcus Smart,BOS,BOS vs. LAC,02/09/2019,L,27,2,1,5,20.0,0,2,0.0,0,0,-,1,2,3,5,1,1,2,3,-21,17.1
JaMychal Green,LAC,LAC @ BOS,02/09/2019,W,15,2,1,2,50.0,0,1,0.0,0,0,-,0,4,4,0,0,0,1,4,-18,5.8
Marcus Morris Sr.,BOS,BOS vs. LAC,02/09/2019,L,31,15,6,14,42.9,1,2,50.0,2,2,100,1,5,6,1,1,1,0,3,-11,29.7
Tyrone Wallace,LAC,LAC @ BOS,02/09/2019,W,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-12,0.0
Patrick Beverley,LAC,LAC @ BOS,02/09/2019,W,31,12,3,7,42.9,2,4,50.0,4,4,100,1,8,9,7,2,0,2,4,17,37.3
Brandon Knight,CLE,CLE @ IND,02/09/2019,L,12,9,3,3,100,3,3,100,0,0,-,0,0,0,2,0,0,0,0,-6,12.0
Domantas Sabonis,IND,IND vs. CLE,02/09/2019,W,30,13,5,6,83.3,1,1,100,2,2,100,2,8,10,3,1,0,5,4,6,27.5
Edmond Sumner,IND,IND vs. CLE,02/09/2019,W,14,1,0,1,0.0,0,0,-,1,2,50.0,0,0,0,1,1,0,1,0,3,4.5
Bojan Bogdanovic,IND,IND vs. CLE,02/09/2019,W,34,23,9,17,52.9,3,7,42.9,2,2,100,0,1,1,2,0,0,1,1,12,26.2
Myles Turner,IND,IND vs. CLE,02/09/2019,W,22,14,6,10,60.0,2,4,50.0,0,0,-,1,7,8,0,0,3,0,0,9,32.6
Larry Nance Jr.,CLE,CLE @ IND,02/09/2019,L,39,16,6,11,54.5,3,5,60.0,1,2,50.0,1,9,10,2,1,2,0,2,-11,40.0
Thaddeus Young,IND,IND vs. CLE,02/09/2019,W,34,8,3,10,30.0,2,4,50.0,0,0,-,0,4,4,2,2,1,2,0,22,22.8
Tyreke Evans,IND,IND vs. CLE,02/09/2019,W,17,6,3,7,42.9,0,1,0.0,0,0,-,1,6,7,3,1,1,0,2,10,24.9
Darren Collison,IND,IND vs. CLE,02/09/2019,W,34,18,8,14,57.1,1,4,25.0,1,2,50.0,0,1,1,9,1,0,0,3,9,35.7
Deng Adel,CLE,CLE @ IND,02/09/2019,L,25,3,1,7,14.3,1,5,20.0,0,0,-,0,1,1,0,0,0,1,1,-11,3.2
Ante Zizic,CLE,CLE @ IND,02/09/2019,L,17,3,1,4,25.0,0,0,-,1,2,50.0,1,2,3,1,0,0,1,2,-6,7.1
Aaron Holiday,IND,IND vs. CLE,02/09/2019,W,14,4,2,8,25.0,0,3,0.0,0,0,-,0,1,1,1,1,0,0,1,6,9.7
Kyle O'Quinn,IND,IND vs. CLE,02/09/2019,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0.0
Collin Sexton,CLE,CLE @ IND,02/09/2019,L,30,16,6,14,42.9,3,3,100,1,1,100,2,3,5,4,0,0,4,2,-9,24.0
Channing Frye,CLE,CLE @ IND,02/09/2019,L,2,6,2,2,100,2,2,100,0,0,-,0,1,1,0,0,0,0,0,2,7.2
Cory Joseph,IND,IND vs. CLE,02/09/2019,W,31,10,5,7,71.4,0,2,0.0,0,2,0.0,1,8,9,10,1,0,0,0,5,38.8
Marquese Chriss,CLE,CLE @ IND,02/09/2019,L,24,7,3,7,42.9,1,2,50.0,0,0,-,1,2,3,2,1,0,0,2,-19,16.6
T.J. Leaf,IND,IND vs. CLE,02/09/2019,W,8,8,4,4,100,0,0,-,0,0,-,1,1,2,0,0,0,0,2,-5,10.4
Jaron Blossomgame,CLE,CLE @ IND,02/09/2019,L,15,2,1,6,16.7,0,5,0.0,0,0,-,0,2,2,0,0,0,0,0,2,4.4
David Nwaba,CLE,CLE @ IND,02/09/2019,L,23,5,2,5,40.0,0,1,0.0,1,2,50.0,0,0,0,1,0,0,1,2,-8,5.5
Garrett Temple,LAC,LAC @ BOS,02/09/2019,W,20,11,4,8,50.0,2,5,40.0,1,2,50.0,0,1,1,1,0,0,0,1,11,13.7
Al Horford,BOS,BOS vs. LAC,02/09/2019,L,32,6,3,11,27.3,0,3,0.0,0,0,-,0,7,7,5,1,1,1,1,-18,26.9
Shaquille Harrison,CHI,CHI vs. WAS,02/09/2019,L,14,0,0,5,0.0,0,1,0.0,0,0,-,0,3,3,2,0,0,0,0,-4,6.6
Wesley Johnson,WAS,WAS @ CHI,02/09/2019,W,20,14,5,6,83.3,3,4,75.0,1,2,50.0,0,1,1,1,0,1,0,2,11,19.7
Jeff Green,WAS,WAS @ CHI,02/09/2019,W,9,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,3,0,0,0,0,9,5.7
Brandon Sampson,CHI,CHI vs. WAS,02/09/2019,L,2,7,3,3,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,6,8.2
John Jenkins,WAS,WAS @ CHI,02/09/2019,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Jordan McRae,WAS,WAS @ CHI,02/09/2019,W,9,0,0,3,0.0,0,0,-,0,0,-,0,2,2,1,0,1,1,2,-5,5.9
Timothe Luwawu-Cabarrot,CHI,CHI vs. WAS,02/09/2019,L,17,5,2,4,50.0,1,2,50.0,0,0,-,1,5,6,1,0,1,2,2,0,14.7
Ryan Arcidiacono,CHI,CHI vs. WAS,02/09/2019,L,18,4,1,5,20.0,0,2,0.0,2,2,100,0,2,2,3,0,0,0,2,1,10.9
Matthew Dellavedova,CLE,CLE @ IND,02/09/2019,L,23,5,2,4,50.0,1,3,33.3,0,2,0.0,0,3,3,5,0,0,3,2,-6,13.1
Jabari Parker,WAS,WAS @ CHI,02/09/2019,W,35,20,9,15,60.0,0,3,0.0,2,2,100,0,5,5,6,1,2,4,0,5,40.0
Chasson Randle,WAS,WAS @ CHI,02/09/2019,W,25,20,8,10,80.0,4,5,80.0,0,0,-,0,3,3,1,0,0,1,4,10,24.1
Robin Lopez,CHI,CHI vs. WAS,02/09/2019,L,19,18,7,10,70.0,0,0,-,4,5,80.0,1,2,3,0,0,2,0,4,3,27.6
Trevor Ariza,WAS,WAS @ CHI,02/09/2019,W,30,19,8,12,66.7,3,7,42.9,0,0,-,1,3,4,4,1,0,0,1,7,32.8
Thomas Bryant,WAS,WAS @ CHI,02/09/2019,W,17,13,5,8,62.5,1,2,50.0,2,2,100,1,1,2,3,0,1,1,3,-5,21.9
Zach LaVine,CHI,CHI vs. WAS,02/09/2019,L,36,26,11,17,64.7,0,3,0.0,4,5,80.0,1,3,4,6,1,0,3,1,-12,39.8
Bobby Portis,WAS,WAS @ CHI,02/09/2019,W,29,10,4,11,36.4,0,2,0.0,2,3,66.7,1,11,12,4,0,1,2,4,8,31.4
Bradley Beal,WAS,WAS @ CHI,02/09/2019,W,34,31,13,21,61.9,1,3,33.3,4,4,100,0,2,2,4,4,0,2,2,4,49.4
Tomas Satoransky,WAS,WAS @ CHI,02/09/2019,W,29,7,3,8,37.5,0,0,-,1,1,100,3,4,7,11,0,0,2,5,7,29.9
Otto Porter Jr.,CHI,CHI vs. WAS,02/09/2019,L,34,17,6,15,40.0,2,5,40.0,3,5,60.0,1,1,2,2,2,1,1,1,-9,30.4
Lauri Markkanen,CHI,CHI vs. WAS,02/09/2019,L,32,20,9,17,52.9,1,6,16.7,1,2,50.0,3,8,11,4,0,0,1,2,-9,38.2
Cristiano Felicio,CHI,CHI vs. WAS,02/09/2019,L,12,5,2,2,100,0,0,-,1,3,33.3,4,1,5,1,0,1,0,1,-1,15.5
Wayne Selden,CHI,CHI vs. WAS,02/09/2019,L,25,17,5,13,38.5,1,2,50.0,6,6,100,2,2,4,1,1,0,0,1,-10,26.3
Shai Gilgeous-Alexander,LAC,LAC @ BOS,02/09/2019,W,26,14,5,8,62.5,1,2,50.0,3,4,75.0,1,3,4,5,2,1,5,3,11,30.3
Daniel Theis,BOS,BOS vs. LAC,02/09/2019,L,16,10,4,4,100,2,2,100,0,0,-,2,3,5,0,1,0,1,2,9,18.0
Montrezl Harrell,LAC,LAC @ BOS,02/09/2019,W,29,21,8,13,61.5,0,0,-,5,6,83.3,1,5,6,2,1,1,1,3,4,36.2
Jayson Tatum,BOS,BOS vs. LAC,02/09/2019,L,29,16,4,12,33.3,1,2,50.0,7,10,70.0,2,6,8,0,1,0,4,6,-12,24.6
Danilo Gallinari,LAC,LAC @ BOS,02/09/2019,W,29,19,5,10,50.0,2,6,33.3,7,7,100,0,10,10,4,0,0,2,1,25,35.0
Jaylen Brown,BOS,BOS vs. LAC,02/09/2019,L,24,12,4,14,28.6,0,5,0.0,4,6,66.7,2,3,5,2,1,0,0,3,5,24.0
Ivica Zubac,LAC,LAC @ BOS,02/09/2019,W,23,12,5,10,50.0,0,0,-,2,3,66.7,1,8,9,0,0,3,2,3,11,29.8
Gordon Hayward,BOS,BOS vs. LAC,02/09/2019,L,27,19,6,11,54.5,2,3,66.7,5,6,83.3,0,5,5,3,1,0,3,5,3,29.5
Terry Rozier,BOS,BOS vs. LAC,02/09/2019,L,31,16,6,12,50.0,2,6,33.3,2,2,100,0,5,5,3,2,0,1,3,-15,31.5
Kyrie Irving,BOS,BOS vs. LAC,02/09/2019,L,14,14,4,7,57.1,1,1,100,5,5,100,0,1,1,2,0,0,0,1,15,18.2
Kris Dunn,CHI,CHI vs. WAS,02/09/2019,L,33,6,3,6,50.0,0,1,0.0,0,0,-,1,3,4,8,3,0,4,1,-10,27.8
Terrence Ross,ORL,ORL @ MIL,02/09/2019,W,25,15,6,12,50.0,3,5,60.0,0,0,-,0,4,4,1,0,1,0,1,10,24.3
Aaron Gordon,ORL,ORL @ MIL,02/09/2019,W,29,14,6,15,40.0,0,1,0.0,2,3,66.7,1,5,6,0,1,0,2,4,6,22.2
CJ Miles,MEM,MEM vs. NOP,02/09/2019,W,21,13,6,9,66.7,1,3,33.3,0,0,-,0,2,2,2,0,0,0,1,11,18.4
Frank Jackson,NOP,NOP @ MEM,02/09/2019,L,26,6,3,12,25.0,0,3,0.0,0,0,-,1,2,3,0,1,0,0,2,11,12.6
Mario Hezonja,NYK,NYK vs. TOR,02/09/2019,L,25,7,3,6,50.0,1,3,33.3,0,0,-,1,8,9,2,1,0,3,5,-7,20.8
Dennis Smith Jr.,NYK,NYK vs. TOR,02/09/2019,L,30,13,4,17,23.5,1,4,25.0,4,6,66.7,1,3,4,6,3,0,1,3,-6,34.8
Kevin Knox II,NYK,NYK vs. TOR,02/09/2019,L,40,20,7,21,33.3,4,9,44.4,2,2,100,2,2,4,2,2,0,3,3,-10,30.8
DeAndre Jordan,NYK,NYK vs. TOR,02/09/2019,L,26,10,4,8,50.0,0,0,-,2,6,33.3,7,11,18,3,0,1,4,1,-10,35.1
Norman Powell,TOR,TOR @ NYK,02/09/2019,W,16,14,5,14,35.7,3,9,33.3,1,1,100,0,1,1,3,0,0,0,1,1,19.7
Kadeem Allen,NYK,NYK vs. TOR,02/09/2019,L,28,14,5,11,45.5,2,3,66.7,2,4,50.0,0,4,4,6,2,0,0,4,5,33.8
Mitchell Robinson,NYK,NYK vs. TOR,02/09/2019,L,22,15,7,9,77.8,0,0,-,1,1,100,4,3,7,0,0,3,0,3,5,32.4
Kenrich Williams,NOP,NOP @ MEM,02/09/2019,L,37,10,4,10,40.0,1,6,16.7,1,2,50.0,6,7,13,7,0,1,0,3,-1,39.1
Joakim Noah,MEM,MEM vs. NOP,02/09/2019,W,30,19,8,14,57.1,0,0,-,3,3,100,5,9,14,3,0,0,1,4,10,39.3
Julius Randle,NOP,NOP @ MEM,02/09/2019,L,31,21,7,13,53.8,0,3,0.0,7,11,63.6,3,3,6,2,1,1,4,4,-18,33.2
E'Twaun Moore,NOP,NOP @ MEM,02/09/2019,L,16,5,2,8,25.0,1,3,33.3,0,0,-,1,1,2,0,0,0,3,0,-17,4.4
Ivan Rabb,MEM,MEM vs. NOP,02/09/2019,W,28,10,4,7,57.1,0,0,-,2,3,66.7,1,8,9,3,0,0,0,3,4,25.3
Cheick Diallo,NOP,NOP @ MEM,02/09/2019,L,13,4,2,2,100,0,0,-,0,1,0.0,1,2,3,0,0,1,1,2,-11,9.6
Bruno Caboclo,MEM,MEM vs. NOP,02/09/2019,W,7,2,1,3,33.3,0,2,0.0,0,0,-,1,1,2,0,0,1,1,5,-1,6.4
Stanley Johnson,NOP,NOP @ MEM,02/09/2019,L,8,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,1,0,0,1,-10,4.2
Mike Conley,MEM,MEM vs. NOP,02/09/2019,W,32,11,3,11,27.3,0,6,0.0,5,5,100,2,4,6,9,0,0,1,2,1,30.7
Avery Bradley,MEM,MEM vs. NOP,02/09/2019,W,25,8,3,10,30.0,2,4,50.0,0,0,-,0,1,1,2,1,0,3,3,-6,12.2
Justin Holiday,MEM,MEM vs. NOP,02/09/2019,W,31,15,6,10,60.0,3,5,60.0,0,0,-,1,4,5,3,0,0,2,1,-2,23.5
Tim Frazier,NOP,NOP @ MEM,02/09/2019,L,21,5,1,3,33.3,1,3,33.3,2,2,100,0,1,1,3,0,0,2,4,-14,8.7
Jaren Jackson Jr.,MEM,MEM vs. NOP,02/09/2019,W,27,14,4,13,30.8,2,4,50.0,4,5,80.0,0,3,3,1,2,1,0,2,5,28.1
Quincy Pondexter,SAS,SAS @ UTA,02/09/2019,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-2,1.5
Pau Gasol,SAS,SAS @ UTA,02/09/2019,L,7,5,2,3,66.7,0,0,-,1,2,50.0,0,2,2,2,1,0,0,0,1,13.4
Bryn Forbes,SAS,SAS @ UTA,02/09/2019,L,31,12,5,12,41.7,2,6,33.3,0,0,-,0,2,2,2,0,0,1,2,-9,16.4
Grayson Allen,UTA,UTA vs. SAS,02/09/2019,W,3,5,1,2,50.0,1,2,50.0,2,2,100,0,0,0,0,0,0,0,0,0,5.0
Raul Neto,UTA,UTA vs. SAS,02/09/2019,W,14,4,2,4,50.0,0,2,0.0,0,0,-,0,2,2,5,0,0,1,1,9,12.9
Thabo Sefolosha,UTA,UTA vs. SAS,02/09/2019,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,1,0,0,0,3.0
Jrue Holiday,NOP,NOP @ MEM,02/09/2019,L,30,15,7,14,50.0,1,2,50.0,0,2,0.0,3,4,7,5,1,0,2,1,7,31.9
Anthony Davis,NOP,NOP @ MEM,02/09/2019,L,34,14,4,8,50.0,0,1,0.0,6,9,66.7,2,14,16,6,2,2,2,4,2,52.2
Delon Wright,MEM,MEM vs. NOP,02/09/2019,W,23,7,3,7,42.9,0,3,0.0,1,2,50.0,0,1,1,2,1,0,1,2,15,13.2
Donovan Mitchell,UTA,UTA vs. SAS,02/09/2019,W,39,23,9,22,40.9,2,9,22.2,3,4,75.0,1,4,5,5,3,0,2,2,21,43.5
Chimezie Metu,SAS,SAS @ UTA,02/09/2019,L,3,0,0,3,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0.0
Kyle Korver,UTA,UTA vs. SAS,02/09/2019,W,22,5,2,4,50.0,1,3,33.3,0,0,-,0,3,3,0,1,0,0,1,5,11.6
Jakob Poeltl,SAS,SAS @ UTA,02/09/2019,L,24,8,4,5,80.0,0,0,-,0,0,-,0,7,7,1,1,1,0,3,-14,23.9
Derrick Favors,UTA,UTA vs. SAS,02/09/2019,W,19,11,4,10,40.0,0,1,0.0,3,5,60.0,2,8,10,1,2,0,2,1,0,28.5
LaMarcus Aldridge,SAS,SAS @ UTA,02/09/2019,L,32,15,5,16,31.3,1,2,50.0,4,4,100,3,7,10,4,0,1,0,1,-11,36.0
Royce O'Neale,UTA,UTA vs. SAS,02/09/2019,W,25,17,6,7,85.7,4,4,100,1,1,100,0,5,5,1,0,0,0,1,14,24.5
Rudy Gobert,UTA,UTA vs. SAS,02/09/2019,W,31,21,8,10,80.0,0,0,-,5,6,83.3,5,8,13,4,0,2,3,1,15,45.6
Ricky Rubio,UTA,UTA vs. SAS,02/09/2019,W,27,16,7,13,53.8,1,4,25.0,1,2,50.0,0,6,6,6,0,0,0,5,2,32.2
Dante Cunningham,SAS,SAS @ UTA,02/09/2019,L,17,6,3,4,75.0,0,1,0.0,0,0,-,1,2,3,0,2,0,1,2,-10,14.6
Ekpe Udoh,UTA,UTA vs. SAS,02/09/2019,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,0,0,4.2
Davis Bertans,SAS,SAS @ UTA,02/09/2019,L,33,11,3,7,42.9,2,5,40.0,3,3,100,0,1,1,1,1,1,0,3,-3,19.7
Malcolm Brogdon,MIL,MIL vs. ORL,02/09/2019,L,24,14,4,18,22.2,0,4,0.0,6,6,100,2,2,4,2,0,1,3,2,3,21.8
Nikola Vucevic,ORL,ORL @ MIL,02/09/2019,W,26,15,7,16,43.8,1,4,25.0,0,0,-,3,14,17,5,0,1,1,0,11,44.9
Brook Lopez,MIL,MIL vs. ORL,02/09/2019,L,26,9,4,12,33.3,0,6,0.0,1,1,100,0,5,5,0,2,3,1,3,-18,29.0
Amile Jefferson,ORL,ORL @ MIL,02/09/2019,W,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,1,0,0,1,1,4.2
Khris Middleton,MIL,MIL vs. ORL,02/09/2019,L,32,11,4,17,23.5,0,4,0.0,3,3,100,2,10,12,4,1,0,1,2,-16,33.4
D.J. Augustin,ORL,ORL @ MIL,02/09/2019,W,20,9,4,7,57.1,0,1,0.0,1,1,100,0,2,2,5,0,0,1,3,3,17.9
Sterling Brown,MIL,MIL vs. ORL,02/09/2019,L,14,0,0,3,0.0,0,2,0.0,0,0,-,0,3,3,2,0,0,2,0,-9,4.6
Ersan Ilyasova,MIL,MIL vs. ORL,02/09/2019,L,25,2,1,5,20.0,0,2,0.0,0,0,-,4,3,7,1,0,1,1,4,-9,13.9
Isaiah Briscoe,ORL,ORL @ MIL,02/09/2019,W,25,9,4,5,80.0,1,1,100,0,0,-,0,3,3,7,0,0,2,2,16,21.1
Pat Connaughton,MIL,MIL vs. ORL,02/09/2019,L,17,7,3,7,42.9,1,5,20.0,0,0,-,0,1,1,0,0,0,0,1,-11,8.2
Jerian Grant,ORL,ORL @ MIL,02/09/2019,W,3,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,0,1,0,1,3.7
Wes Iwundu,ORL,ORL @ MIL,02/09/2019,W,21,3,1,5,20.0,1,3,33.3,0,0,-,0,5,5,2,2,0,0,4,5,18.0
Trevon Duval,MIL,MIL vs. ORL,02/09/2019,L,4,3,1,2,50.0,1,1,100,0,0,-,0,1,1,1,0,0,0,0,0,5.7
Drew Eubanks,SAS,SAS @ UTA,02/09/2019,L,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-2,2.7
Georges Niang,UTA,UTA vs. SAS,02/09/2019,W,3,3,1,1,100,1,1,100,0,0,-,0,0,0,1,0,0,0,0,0,4.5
DeMar DeRozan,SAS,SAS @ UTA,02/09/2019,L,35,23,10,19,52.6,0,0,-,3,3,100,0,2,2,5,1,0,4,5,-15,31.9
Ian Clark,NOP,NOP @ MEM,02/09/2019,L,5,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,1,0,0,1.0
Fred VanVleet,TOR,TOR @ NYK,02/09/2019,W,20,5,1,5,20.0,1,3,33.3,2,2,100,0,1,1,6,0,0,3,1,-7,12.2
