PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Mac McClung,LAL,LAL @ DEN,04/10/2022,W,22,6,2,5,40.0,1,3,33.3,1,1,100,0,3,3,1,1,1,2,5,9,15.1
Josh Richardson,SAS,SAS @ DAL,04/10/2022,L,28,18,6,12,50.0,4,7,57.1,2,2,100,0,3,3,1,1,0,2,1,5,24.1
Spencer Dinwiddie,DAL,DAL vs. SAS,04/10/2022,W,18,8,3,7,42.9,2,4,50.0,0,0,-,0,3,3,5,1,0,1,1,2,21.1
Davis Bertans,DAL,DAL vs. SAS,04/10/2022,W,13,8,3,4,75.0,2,3,66.7,0,0,-,0,1,1,0,1,0,0,1,-9,12.2
Moses Wright,DAL,DAL vs. SAS,04/10/2022,W,8,2,0,0,-,0,0,-,2,2,100,0,2,2,1,0,1,0,0,-2,8.9
Joe Wieskamp,SAS,SAS @ DAL,04/10/2022,L,9,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,4,1.2
Joshua Primo,SAS,SAS @ DAL,04/10/2022,L,19,4,2,2,100,0,0,-,0,0,-,0,2,2,1,0,1,0,2,-12,10.9
Tre Jones,SAS,SAS @ DAL,04/10/2022,L,21,12,5,9,55.6,2,4,50.0,0,0,-,0,1,1,6,2,0,0,2,2,28.2
Devontae Cacok,SAS,SAS @ DAL,04/10/2022,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-2,1.2
Jock Landale,SAS,SAS @ DAL,04/10/2022,L,5,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,2.0
Luka Doncic,DAL,DAL vs. SAS,04/10/2022,W,29,26,8,18,44.4,2,5,40.0,8,8,100,1,7,8,9,2,1,4,1,19,54.1
Jalen Brunson,DAL,DAL vs. SAS,04/10/2022,W,25,18,7,13,53.8,3,7,42.9,1,2,50.0,0,6,6,5,0,0,1,0,12,31.7
Keita Bates-Diop,SAS,SAS @ DAL,04/10/2022,L,14,8,3,6,50.0,0,0,-,2,2,100,2,2,4,1,0,0,0,0,-1,14.3
Zach Collins,SAS,SAS @ DAL,04/10/2022,L,15,8,3,3,100,0,0,-,2,2,100,0,2,2,4,3,1,1,3,2,27.4
Dorian Finney-Smith,DAL,DAL vs. SAS,04/10/2022,W,27,16,6,7,85.7,4,5,80.0,0,0,-,0,3,3,1,1,0,0,0,14,24.1
Boban Marjanovic,DAL,DAL vs. SAS,04/10/2022,W,8,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,1,0,0,2,1,-2,5.9
Dwight Powell,DAL,DAL vs. SAS,04/10/2022,W,25,12,5,6,83.3,0,0,-,2,6,33.3,3,4,7,2,0,1,3,2,11,23.4
Trey Burke,DAL,DAL vs. SAS,04/10/2022,W,9,3,1,3,33.3,1,1,100,0,0,-,0,1,1,4,0,0,0,0,-1,10.2
Reggie Bullock Jr.,DAL,DAL vs. SAS,04/10/2022,W,27,4,1,6,16.7,1,3,33.3,1,1,100,1,2,3,2,0,0,1,3,16,9.6
Terry Taylor,IND,IND @ BKN,04/10/2022,L,24,10,4,7,57.1,0,1,0.0,2,2,100,6,1,7,1,1,0,0,2,-12,22.9
Duane Washington Jr.,IND,IND @ BKN,04/10/2022,L,19,18,7,11,63.6,4,6,66.7,0,0,-,0,0,0,0,1,0,0,0,-4,21.0
Kessler Edwards,BKN,BKN vs. IND,04/10/2022,W,39,10,4,7,57.1,0,1,0.0,2,2,100,1,4,5,0,0,2,2,3,8,20.0
Isaiah Jackson,IND,IND @ BKN,04/10/2022,L,32,7,3,4,75.0,0,0,-,1,2,50.0,0,3,3,0,2,1,2,5,3,17.6
Nic Claxton,BKN,BKN vs. IND,04/10/2022,W,23,14,6,6,100,0,0,-,2,2,100,2,4,6,4,0,0,1,4,7,26.2
Bruce Brown,BKN,BKN vs. IND,04/10/2022,W,38,21,8,13,61.5,1,2,50.0,4,5,80.0,0,7,7,3,3,2,3,3,0,45.9
Kyrie Irving,BKN,BKN vs. IND,04/10/2022,W,40,35,15,20,75.0,4,6,66.7,1,2,50.0,1,6,7,5,1,0,3,2,3,50.9
Lance Stephenson,IND,IND @ BKN,04/10/2022,L,17,10,3,8,37.5,0,1,0.0,4,6,66.7,0,1,1,5,1,0,1,4,-15,20.7
Patty Mills,BKN,BKN vs. IND,04/10/2022,W,30,8,3,6,50.0,2,5,40.0,0,0,-,0,2,2,2,0,0,3,1,16,10.4
Cam Thomas,BKN,BKN vs. IND,04/10/2022,W,9,6,2,3,66.7,1,2,50.0,1,2,50.0,0,0,0,0,0,0,1,0,-2,5.0
Tyrese Haliburton,IND,IND @ BKN,04/10/2022,L,39,17,7,14,50.0,2,5,40.0,1,1,100,2,2,4,10,2,0,1,0,-9,41.8
Oshae Brissett,IND,IND @ BKN,04/10/2022,L,36,28,10,20,50.0,5,10,50.0,3,4,75.0,3,5,8,3,1,0,0,5,-9,45.1
Gabe York,IND,IND @ BKN,04/10/2022,L,6,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,2,2,0,1,1,-1,10.2
Andre Drummond,BKN,BKN vs. IND,04/10/2022,W,20,20,9,9,100,0,0,-,2,2,100,4,9,13,0,0,2,1,3,-2,40.6
Kevin Durant,BKN,BKN vs. IND,04/10/2022,W,41,20,5,17,29.4,0,6,0.0,10,10,100,0,10,10,16,1,0,6,0,10,53.0
Buddy Hield,IND,IND @ BKN,04/10/2022,L,36,21,8,23,34.8,5,14,35.7,0,0,-,0,3,3,6,3,0,2,3,0,40.6
T.J. McConnell,IND,IND @ BKN,04/10/2022,L,31,14,5,15,33.3,3,7,42.9,1,2,50.0,0,3,3,5,3,0,0,3,7,34.1
Patrick Beverley,MIN,MIN vs. CHI,04/10/2022,L,15,5,1,3,33.3,0,1,0.0,3,4,75.0,0,1,1,4,0,0,0,1,-11,12.2
Tristan Thompson,CHI,CHI @ MIN,04/10/2022,W,15,10,4,6,66.7,0,0,-,2,4,50.0,2,3,5,0,0,0,0,2,11,16.0
Malik Beasley,MIN,MIN vs. CHI,04/10/2022,L,16,8,3,9,33.3,2,6,33.3,0,0,-,0,1,1,1,0,0,0,1,-13,10.7
Derrick Jones Jr.,CHI,CHI @ MIN,04/10/2022,W,29,12,3,5,60.0,2,2,100,4,4,100,3,1,4,2,2,1,3,4,-2,25.8
Troy Brown Jr.,CHI,CHI @ MIN,04/10/2022,W,40,17,7,13,53.8,2,6,33.3,1,1,100,2,9,11,4,2,0,2,1,9,40.2
Josh Okogie,MIN,MIN vs. CHI,04/10/2022,L,21,13,5,7,71.4,0,1,0.0,3,4,75.0,3,0,3,2,2,1,0,4,-3,28.6
Jarred Vanderbilt,MIN,MIN vs. CHI,04/10/2022,L,14,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,1,0,0,2,1,-14,3.1
Tyler Cook,CHI,CHI @ MIN,04/10/2022,W,4,3,1,2,50.0,0,0,-,1,1,100,0,1,1,0,0,0,0,2,4,4.2
Marquese Chriss,DAL,DAL vs. SAS,04/10/2022,W,21,6,2,7,28.6,0,0,-,2,2,100,3,0,3,0,0,0,0,3,-3,9.6
Dejounte Murray,SAS,SAS @ DAL,04/10/2022,L,32,17,5,15,33.3,1,6,16.7,6,6,100,0,1,1,7,3,0,2,2,-6,35.7
CJ McCollum,NOP,NOP vs. GSW,04/10/2022,L,6,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,1,0,0,0,0,5,2.7
Kevon Looney,GSW,GSW @ NOP,04/10/2022,W,15,4,2,3,66.7,0,0,-,0,0,-,0,6,6,3,0,0,0,2,2,15.7
Willy Hernangomez,NOP,NOP vs. GSW,04/10/2022,L,20,8,3,11,27.3,0,0,-,2,2,100,3,6,9,2,1,0,1,3,-11,23.8
Jaxson Hayes,NOP,NOP vs. GSW,04/10/2022,L,16,5,1,6,16.7,1,2,50.0,2,2,100,2,0,2,0,1,0,1,0,2,9.4
Jordan Poole,GSW,GSW @ NOP,04/10/2022,W,28,22,7,16,43.8,4,9,44.4,4,4,100,1,3,4,5,0,2,5,1,9,35.3
Quinndary Weatherspoon,GSW,GSW @ NOP,04/10/2022,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0,1.5
Naji Marshall,NOP,NOP vs. GSW,04/10/2022,L,32,19,8,15,53.3,0,4,0.0,3,3,100,3,2,5,6,0,0,3,2,-13,31.0
Trey Murphy III,NOP,NOP vs. GSW,04/10/2022,L,27,15,6,13,46.2,2,6,33.3,1,1,100,1,5,6,1,2,0,1,0,4,28.7
Moses Moody,GSW,GSW @ NOP,04/10/2022,W,19,5,2,3,66.7,1,1,100,0,0,-,0,1,1,2,0,0,0,2,4,9.2
Jose Alvarado,NOP,NOP vs. GSW,04/10/2022,L,22,12,6,12,50.0,0,2,0.0,0,2,0.0,2,4,6,0,1,0,1,1,-15,21.2
Garrett Temple,NOP,NOP vs. GSW,04/10/2022,L,24,6,2,8,25.0,2,5,40.0,0,0,-,0,2,2,0,0,0,2,1,-16,6.4
Nemanja Bjelica,GSW,GSW @ NOP,04/10/2022,W,23,4,2,3,66.7,0,1,0.0,0,0,-,3,4,7,7,2,0,3,3,11,25.9
Klay Thompson,GSW,GSW @ NOP,04/10/2022,W,31,41,16,29,55.2,7,14,50.0,2,3,66.7,0,3,3,2,0,0,3,2,25,44.6
Tony Snell,NOP,NOP vs. GSW,04/10/2022,L,25,8,3,7,42.9,2,6,33.3,0,0,-,0,1,1,2,2,0,0,3,-23,18.2
Larry Nance Jr.,NOP,NOP vs. GSW,04/10/2022,L,20,7,3,7,42.9,1,2,50.0,0,0,-,1,2,3,0,1,0,1,3,-5,12.6
Gary Payton II,GSW,GSW @ NOP,04/10/2022,W,18,8,4,4,100,0,0,-,0,0,-,2,1,3,0,0,0,0,0,-3,11.6
Gary Clark,NOP,NOP vs. GSW,04/10/2022,L,28,17,6,9,66.7,4,5,80.0,1,2,50.0,5,1,6,3,1,0,1,1,-22,30.7
Juan Toscano-Anderson,GSW,GSW @ NOP,04/10/2022,W,24,8,3,4,75.0,2,2,100,0,0,-,0,4,4,4,0,0,3,2,17,15.8
Jared Harper,NOP,NOP vs. GSW,04/10/2022,L,20,10,4,9,44.4,2,6,33.3,0,0,-,1,0,1,9,1,0,0,3,-11,27.7
Jonathan Kuminga,GSW,GSW @ NOP,04/10/2022,W,29,18,7,10,70.0,3,4,75.0,1,2,50.0,0,5,5,2,1,0,1,2,21,29.0
Damion Lee,GSW,GSW @ NOP,04/10/2022,W,24,11,4,7,57.1,1,1,100,2,2,100,1,4,5,1,1,0,0,0,9,21.5
Javonte Smart,MIA,MIA @ ORL,04/10/2022,L,34,20,8,14,57.1,4,8,50.0,0,0,-,1,4,5,1,1,1,2,1,-14,31.5
Devin Cannady,ORL,ORL vs. MIA,04/10/2022,W,33,15,4,10,40.0,4,9,44.4,3,3,100,0,0,0,2,0,0,0,1,18,18.0
Admiral Schofield,ORL,ORL vs. MIA,04/10/2022,W,22,8,3,6,50.0,2,5,40.0,0,0,-,0,5,5,0,0,0,0,2,10,14.0
Ignas Brazdeikis,ORL,ORL vs. MIA,04/10/2022,W,25,15,6,10,60.0,1,5,20.0,2,3,66.7,1,4,5,3,0,0,0,1,7,25.5
Haywood Highsmith,MIA,MIA @ ORL,04/10/2022,L,40,16,7,17,41.2,2,8,25.0,0,1,0.0,3,2,5,2,0,1,1,1,-10,27.0
Gabe Vincent,MIA,MIA @ ORL,04/10/2022,L,12,6,2,4,50.0,2,3,66.7,0,0,-,0,2,2,2,0,0,0,2,-10,11.4
Mychal Mulder,MIA,MIA @ ORL,04/10/2022,L,42,11,3,9,33.3,3,7,42.9,2,2,100,0,2,2,2,0,1,0,1,-5,19.4
Udonis Haslem,MIA,MIA @ ORL,04/10/2022,L,20,2,1,5,20.0,0,1,0.0,0,0,-,0,6,6,1,0,0,1,4,-23,9.7
Omer Yurtseven,MIA,MIA @ ORL,04/10/2022,L,35,7,3,14,21.4,0,3,0.0,1,2,50.0,4,6,10,1,1,1,2,1,5,24.5
R.J. Hampton,ORL,ORL vs. MIA,04/10/2022,W,33,21,8,16,50.0,4,7,57.1,1,1,100,2,4,6,5,0,0,1,2,6,34.7
Chuma Okeke,ORL,ORL vs. MIA,04/10/2022,W,29,17,6,13,46.2,5,12,41.7,0,0,-,0,6,6,0,1,1,1,2,-4,29.2
Duncan Robinson,MIA,MIA @ ORL,04/10/2022,L,20,9,3,9,33.3,3,9,33.3,0,0,-,1,6,7,4,1,0,0,1,-9,26.4
Moritz Wagner,ORL,ORL vs. MIA,04/10/2022,W,30,14,5,11,45.5,2,7,28.6,2,2,100,0,11,11,5,2,0,2,2,5,38.7
Mo Bamba,ORL,ORL vs. MIA,04/10/2022,W,28,21,7,11,63.6,5,9,55.6,2,3,66.7,2,8,10,1,0,2,0,2,7,40.5
Markelle Fultz,ORL,ORL vs. MIA,04/10/2022,W,29,10,5,12,41.7,0,3,0.0,0,0,-,0,2,2,15,1,0,4,3,4,33.9
Victor Oladipo,MIA,MIA @ ORL,04/10/2022,L,36,40,13,22,59.1,5,11,45.5,9,11,81.8,1,9,10,7,2,0,4,2,-4,64.5
Robin Lopez,ORL,ORL vs. MIA,04/10/2022,W,10,4,1,2,50.0,0,1,0.0,2,2,100,1,2,3,2,0,0,0,1,17,10.6
Josh Green,DAL,DAL vs. SAS,04/10/2022,W,17,7,3,5,60.0,1,3,33.3,0,0,-,1,2,3,2,0,0,2,3,0,11.6
Devin Vassell,SAS,SAS @ DAL,04/10/2022,L,32,15,4,11,36.4,3,8,37.5,4,4,100,1,3,4,3,1,0,2,1,-21,25.3
Keldon Johnson,SAS,SAS @ DAL,04/10/2022,L,34,24,8,19,42.1,1,6,16.7,7,7,100,0,6,6,3,4,0,0,2,-9,47.7
Theo Pinson,DAL,DAL vs. SAS,04/10/2022,W,13,16,5,5,100,4,4,100,2,2,100,0,1,1,2,0,0,2,1,-7,18.2
Jakob Poeltl,SAS,SAS @ DAL,04/10/2022,L,29,12,6,11,54.5,0,0,-,0,0,-,4,6,10,0,1,1,1,3,-10,29.0
Jordan McLaughlin,MIN,MIN vs. CHI,04/10/2022,L,19,2,1,1,100,0,0,-,0,0,-,0,2,2,4,0,1,2,1,0,11.4
Naz Reid,MIN,MIN vs. CHI,04/10/2022,L,21,14,6,10,60.0,2,4,50.0,0,0,-,2,3,5,0,0,2,2,4,-16,24.0
Josh Jackson,SAC,SAC @ PHX,04/10/2022,W,18,12,3,8,37.5,0,3,0.0,6,6,100,0,3,3,0,0,0,2,2,8,13.6
Torrey Craig,PHX,PHX vs. SAC,04/10/2022,L,26,8,3,10,30.0,2,8,25.0,0,0,-,3,0,3,4,0,2,1,2,-11,22.6
Donte DiVincenzo,SAC,SAC @ PHX,04/10/2022,W,27,19,5,11,45.5,4,7,57.1,5,7,71.4,0,4,4,3,1,0,2,4,7,29.3
Aaron Holiday,PHX,PHX vs. SAC,04/10/2022,L,33,10,3,17,17.6,1,8,12.5,3,3,100,2,3,5,5,1,0,1,6,0,25.5
Chimezie Metu,SAC,SAC @ PHX,04/10/2022,W,30,7,2,5,40.0,1,2,50.0,2,2,100,0,7,7,2,4,1,1,0,0,32.4
Neemias Queta,SAC,SAC @ PHX,04/10/2022,W,18,6,3,4,75.0,0,0,-,0,0,-,0,6,6,0,0,2,0,3,8,19.2
Ish Wainright,PHX,PHX vs. SAC,04/10/2022,L,32,15,6,14,42.9,3,8,37.5,0,0,-,2,1,3,0,4,0,0,6,-2,30.6
Gabriel Lundberg,PHX,PHX vs. SAC,04/10/2022,L,27,10,4,13,30.8,2,5,40.0,0,0,-,1,4,5,5,2,0,0,4,2,29.5
Robert Covington,LAC,LAC vs. OKC,04/10/2022,W,13,9,3,7,42.9,3,5,60.0,0,0,-,1,5,6,0,1,0,1,2,24,18.2
Ivica Zubac,LAC,LAC vs. OKC,04/10/2022,W,23,12,6,10,60.0,0,0,-,0,0,-,4,7,11,2,0,2,1,2,18,33.2
Luke Kennard,LAC,LAC vs. OKC,04/10/2022,W,28,20,7,17,41.2,4,10,40.0,2,2,100,1,2,3,4,0,0,1,1,20,28.6
Terance Mann,LAC,LAC vs. OKC,04/10/2022,W,24,10,4,7,57.1,1,2,50.0,1,1,100,0,5,5,3,0,2,1,0,27,25.5
Isaiah Roby,OKC,OKC @ LAC,04/10/2022,L,18,16,7,15,46.7,2,5,40.0,0,2,0.0,1,2,3,1,2,0,1,0,-11,26.1
Rodney Hood,LAC,LAC vs. OKC,04/10/2022,W,20,5,1,1,100,1,1,100,2,2,100,0,3,3,2,0,0,0,2,28,11.6
Isaiah Hartenstein,LAC,LAC vs. OKC,04/10/2022,W,25,12,4,7,57.1,1,2,50.0,3,3,100,3,3,6,6,1,1,0,1,32,34.2
Melvin Frazier Jr.,OKC,OKC @ LAC,04/10/2022,L,43,8,4,16,25.0,0,6,0.0,0,0,-,1,3,4,1,0,0,0,4,-40,14.3
Amir Coffey,LAC,LAC vs. OKC,04/10/2022,W,43,35,13,22,59.1,7,10,70.0,2,2,100,2,11,13,5,0,1,2,1,40,59.1
Jaylen Hoard,OKC,OKC @ LAC,04/10/2022,L,45,14,6,20,30.0,1,6,16.7,1,1,100,6,9,15,3,1,1,1,2,-48,41.5
Xavier Moon,LAC,LAC vs. OKC,04/10/2022,W,26,17,8,11,72.7,1,3,33.3,0,0,-,0,3,3,7,1,1,2,1,27,35.1
Vit Krejci,OKC,OKC @ LAC,04/10/2022,L,40,16,7,17,41.2,2,8,25.0,0,0,-,2,1,3,2,0,0,1,3,-50,21.6
Brandon Boston Jr.,LAC,LAC vs. OKC,04/10/2022,W,38,18,8,15,53.3,0,2,0.0,2,4,50.0,1,6,7,5,1,1,1,1,34,38.9
Georgios Kalaitzakis,OKC,OKC @ LAC,04/10/2022,L,48,17,6,15,40.0,3,6,50.0,2,4,50.0,1,5,6,3,2,0,3,4,-50,31.7
Zavier Simpson,OKC,OKC @ LAC,04/10/2022,L,45,17,7,15,46.7,1,3,33.3,2,2,100,1,8,9,7,1,1,2,3,-51,42.3
Danny Green,PHI,PHI vs. DET,04/10/2022,W,20,0,0,2,0.0,0,2,0.0,0,0,-,0,4,4,2,3,0,2,2,-9,14.8
Tobias Harris,PHI,PHI vs. DET,04/10/2022,W,24,6,3,10,30.0,0,0,-,0,0,-,2,3,5,6,1,0,2,4,0,22.0
Frank Jackson,DET,DET @ PHI,04/10/2022,L,22,10,4,9,44.4,0,4,0.0,2,2,100,0,1,1,0,0,0,1,1,3,10.2
Killian Hayes,DET,DET @ PHI,04/10/2022,L,10,8,3,7,42.9,1,3,33.3,1,2,50.0,0,1,1,1,1,0,0,2,14,13.7
Tyrese Maxey,PHI,PHI vs. DET,04/10/2022,W,23,25,9,15,60.0,0,4,0.0,7,7,100,0,2,2,3,0,0,2,2,-12,29.9
Saddiq Bey,DET,DET @ PHI,04/10/2022,L,13,5,2,7,28.6,0,1,0.0,1,2,50.0,1,2,3,2,0,0,0,0,10,11.6
Isaiah Stewart,DET,DET @ PHI,04/10/2022,L,13,10,4,4,100,2,2,100,0,0,-,1,5,6,2,0,0,0,1,10,20.2
Braxton Key,DET,DET @ PHI,04/10/2022,L,22,12,5,7,71.4,1,2,50.0,1,1,100,2,3,5,3,1,1,2,0,-15,26.5
Isaiah Livers,DET,DET @ PHI,04/10/2022,L,23,14,5,5,100,2,2,100,2,2,100,1,2,3,1,1,0,2,2,8,20.1
Paul Reed,PHI,PHI vs. DET,04/10/2022,W,21,25,12,14,85.7,0,0,-,1,1,100,2,4,6,2,4,1,0,5,30,50.2
DeAndre Jordan,PHI,PHI vs. DET,04/10/2022,W,23,8,4,6,66.7,0,0,-,0,2,0.0,3,8,11,1,0,1,0,3,-14,25.7
Rodney McGruder,DET,DET @ PHI,04/10/2022,L,25,5,2,7,28.6,0,3,0.0,1,2,50.0,0,5,5,1,0,1,1,3,-20,14.5
Furkan Korkmaz,PHI,PHI vs. DET,04/10/2022,W,32,9,2,10,20.0,1,7,14.3,4,4,100,1,2,3,4,0,1,1,0,24,20.6
Carsen Edwards,DET,DET @ PHI,04/10/2022,L,26,5,2,9,22.2,1,5,20.0,0,0,-,1,0,1,4,0,0,3,0,-15,9.2
Matisse Thybulle,PHI,PHI vs. DET,04/10/2022,W,36,7,3,4,75.0,1,2,50.0,0,0,-,0,3,3,1,1,2,0,4,-4,21.1
Saben Lee,DET,DET @ PHI,04/10/2022,L,32,11,1,4,25.0,0,0,-,9,12,75.0,2,0,2,8,1,0,7,4,-29,21.4
Luka Garza,DET,DET @ PHI,04/10/2022,L,31,20,8,18,44.4,2,7,28.6,2,6,33.3,7,3,10,4,0,1,1,3,-22,40.0
Jamorko Pickett,DET,DET @ PHI,04/10/2022,L,23,6,2,6,33.3,2,5,40.0,0,0,-,0,5,5,0,0,1,2,0,-4,13.0
Shake Milton,PHI,PHI vs. DET,04/10/2022,W,33,30,11,18,61.1,1,3,33.3,7,7,100,2,2,4,4,2,1,0,1,24,49.8
Isaiah Joe,PHI,PHI vs. DET,04/10/2022,W,28,8,2,9,22.2,2,7,28.6,2,2,100,0,4,4,2,2,0,3,2,21,18.8
Jeremy Lamb,SAC,SAC @ PHX,04/10/2022,W,15,5,2,3,66.7,1,1,100,0,0,-,0,1,1,0,1,0,3,1,2,6.2
Rajon Rondo,CLE,CLE vs. MIL,04/10/2022,W,25,6,2,5,40.0,2,4,50.0,0,0,-,0,4,4,13,1,0,1,4,17,32.3
Anthony Edwards,MIN,MIN vs. CHI,04/10/2022,L,18,8,3,8,37.5,0,4,0.0,2,2,100,0,0,0,1,1,0,1,1,-12,11.5
Jaden McDaniels,MIN,MIN vs. CHI,04/10/2022,L,18,8,3,7,42.9,1,4,25.0,1,1,100,0,0,0,1,1,2,1,3,-6,17.5
McKinley Wright IV,MIN,MIN vs. CHI,04/10/2022,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,0,3,3.0
Greg Monroe,MIN,MIN vs. CHI,04/10/2022,L,18,9,4,8,50.0,0,0,-,1,2,50.0,1,2,3,5,2,2,3,2,7,29.1
Jake Layman,MIN,MIN vs. CHI,04/10/2022,L,17,10,3,3,100,1,1,100,3,4,75.0,0,3,3,0,1,0,0,0,16,16.6
Tony Bradley,CHI,CHI @ MIN,04/10/2022,W,15,11,5,8,62.5,0,0,-,1,2,50.0,6,2,8,1,0,1,3,4,3,22.1
Jaylen Nowell,MIN,MIN vs. CHI,04/10/2022,L,21,15,6,12,50.0,3,5,60.0,0,0,-,0,0,0,2,0,1,1,0,-2,20.0
Javonte Green,CHI,CHI @ MIN,04/10/2022,W,40,8,4,8,50.0,0,2,0.0,0,0,-,1,6,7,2,2,0,0,3,2,25.4
Patrick Williams,CHI,CHI @ MIN,04/10/2022,W,41,35,10,21,47.6,3,4,75.0,12,14,85.7,0,4,4,4,0,1,5,2,-8,43.8
Leandro Bolmaro,MIN,MIN vs. CHI,04/10/2022,L,18,11,4,9,44.4,1,1,100,2,2,100,1,2,3,4,0,0,0,1,15,20.6
Nathan Knight,MIN,MIN vs. CHI,04/10/2022,L,16,17,7,12,58.3,1,3,33.3,2,3,66.7,2,6,8,3,0,0,1,4,16,30.1
Ayo Dosunmu,CHI,CHI @ MIN,04/10/2022,W,45,26,9,18,50.0,3,6,50.0,5,7,71.4,2,3,5,6,2,0,7,2,10,40.0
Malcolm Hill,CHI,CHI @ MIN,04/10/2022,W,13,2,1,2,50.0,0,1,0.0,0,0,-,0,3,3,3,1,0,1,2,-9,12.1
JaVale McGee,PHX,PHX vs. SAC,04/10/2022,L,22,11,5,9,55.6,0,0,-,1,4,25.0,7,6,13,1,0,1,2,3,-6,29.1
Harrison Barnes,SAC,SAC @ PHX,04/10/2022,W,13,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,11,4.7
Justin Holiday,SAC,SAC @ PHX,04/10/2022,W,31,19,7,10,70.0,5,6,83.3,0,0,-,1,1,2,1,2,0,1,4,-5,27.9
Elfrid Payton,PHX,PHX vs. SAC,04/10/2022,L,12,2,1,2,50.0,0,0,-,0,0,-,0,1,1,2,1,0,2,0,-8,7.2
Trey Lyles,SAC,SAC @ PHX,04/10/2022,W,18,9,4,10,40.0,0,1,0.0,1,2,50.0,0,7,7,1,1,0,3,1,7,18.9
Damian Jones,SAC,SAC @ PHX,04/10/2022,W,30,19,8,9,88.9,1,2,50.0,2,5,40.0,1,5,6,3,0,2,1,2,-1,35.7
Mikal Bridges,PHX,PHX vs. SAC,04/10/2022,L,6,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,1,0,-8,3.2
Landry Shamet,PHX,PHX vs. SAC,04/10/2022,L,33,27,11,20,55.0,5,12,41.7,0,0,-,0,3,3,5,1,1,1,1,2,43.1
Cameron Johnson,PHX,PHX vs. SAC,04/10/2022,L,23,12,4,9,44.4,1,5,20.0,3,3,100,1,6,7,2,0,1,2,0,-3,24.4
Davion Mitchell,SAC,SAC @ PHX,04/10/2022,W,40,18,5,14,35.7,2,4,50.0,6,8,75.0,0,3,3,15,0,2,1,1,-2,49.1
Bismack Biyombo,PHX,PHX vs. SAC,04/10/2022,L,26,14,5,7,71.4,0,0,-,4,5,80.0,2,7,9,1,0,2,0,3,-1,32.3
Sandro Mamukelashvili,MIL,MIL @ CLE,04/10/2022,L,43,28,10,18,55.6,2,5,40.0,6,6,100,3,10,13,4,1,0,2,2,-18,50.6
Lamar Stevens,CLE,CLE vs. MIL,04/10/2022,W,20,8,4,10,40.0,0,0,-,0,0,-,2,1,3,2,0,1,3,1,-22,14.6
Rayjon Tucker,MIL,MIL @ CLE,04/10/2022,L,39,15,5,7,71.4,3,3,100,2,3,66.7,2,2,4,4,2,0,1,2,-10,30.8
Dylan Windler,CLE,CLE vs. MIL,04/10/2022,W,19,2,1,3,33.3,0,2,0.0,0,0,-,1,2,3,2,0,0,0,4,-27,8.6
Jordan Nwora,MIL,MIL @ CLE,04/10/2022,L,44,24,7,23,30.4,3,8,37.5,7,7,100,1,9,10,4,0,1,2,1,-26,43.0
Moses Brown,CLE,CLE vs. MIL,04/10/2022,W,9,8,4,5,80.0,0,0,-,0,0,-,1,1,2,0,0,0,0,3,-20,10.4
Brandon Goodwin,CLE,CLE vs. MIL,04/10/2022,W,8,0,0,2,0.0,0,0,-,0,0,-,0,0,0,1,0,0,2,2,-21,-0.5
Jevon Carter,MIL,MIL @ CLE,04/10/2022,L,33,3,1,11,9.1,1,5,20.0,0,0,-,1,5,6,5,3,0,0,1,-15,26.7
Cedi Osman,CLE,CLE vs. MIL,04/10/2022,W,27,15,6,10,60.0,2,4,50.0,1,2,50.0,0,4,4,2,1,0,1,4,0,24.8
Thanasis Antetokounmpo,MIL,MIL @ CLE,04/10/2022,L,41,27,9,14,64.3,1,3,33.3,8,10,80.0,0,5,5,2,0,1,5,3,-7,34.0
RJ Nembhard Jr.,CLE,CLE vs. MIL,04/10/2022,W,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-12,0.2
Evan Mobley,CLE,CLE vs. MIL,04/10/2022,W,23,18,8,13,61.5,0,0,-,2,4,50.0,3,7,10,1,0,4,1,0,33,42.5
Isaac Okoro,CLE,CLE vs. MIL,04/10/2022,W,18,4,2,4,50.0,0,0,-,0,0,-,1,1,2,2,0,0,0,3,18,9.4
Darius Garland,CLE,CLE vs. MIL,04/10/2022,W,23,11,4,7,57.1,3,5,60.0,0,0,-,0,2,2,8,0,0,0,0,38,25.4
