PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Cam Reddish,NYK,NYK @ SAC,03/07/2022,W,16,2,1,3,33.3,0,0,-,0,0,-,2,1,3,1,1,1,0,1,-6,13.1
RJ Barrett,NYK,NYK @ SAC,03/07/2022,W,37,29,11,21,52.4,3,6,50.0,4,4,100,0,8,8,6,0,0,3,5,23,44.6
Donte DiVincenzo,SAC,SAC vs. NYK,03/07/2022,L,27,13,3,6,50.0,3,6,50.0,4,4,100,0,3,3,4,1,0,1,0,-13,24.6
Domantas Sabonis,SAC,SAC vs. NYK,03/07/2022,L,37,19,6,13,46.2,0,2,0.0,7,9,77.8,2,11,13,5,0,0,3,5,-18,39.1
Justin Holiday,SAC,SAC vs. NYK,03/07/2022,L,28,7,3,13,23.1,1,8,12.5,0,0,-,0,2,2,2,0,1,0,1,-4,15.4
Mitchell Robinson,NYK,NYK @ SAC,03/07/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-8,0.0
Josh Jackson,SAC,SAC vs. NYK,03/07/2022,L,4,4,1,3,33.3,0,1,0.0,2,2,100,0,2,2,1,1,0,1,1,1,9.9
Ryan Arcidiacono,NYK,NYK @ SAC,03/07/2022,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Trey Lyles,SAC,SAC vs. NYK,03/07/2022,L,17,6,2,3,66.7,2,2,100,0,0,-,0,4,4,0,0,0,0,2,2,10.8
Taj Gibson,NYK,NYK @ SAC,03/07/2022,W,26,5,2,2,100,0,0,-,1,2,50.0,4,4,8,0,1,3,0,2,16,26.6
Evan Fournier,NYK,NYK @ SAC,03/07/2022,W,27,15,5,14,35.7,3,10,30.0,2,2,100,0,1,1,0,1,0,0,2,6,19.2
James Johnson,BKN,BKN @ BOS,03/06/2022,L,7,2,1,3,33.3,0,1,0.0,0,0,-,0,3,3,0,0,0,1,1,-2,4.6
Kevin Durant,BKN,BKN @ BOS,03/06/2022,L,39,37,12,21,57.1,4,9,44.4,9,10,90.0,1,5,6,8,1,2,7,2,-3,58.2
Payton Pritchard,BOS,BOS vs. BKN,03/06/2022,W,13,3,1,3,33.3,1,1,100,0,0,-,2,1,3,1,2,0,0,0,7,14.1
Nic Claxton,BKN,BKN @ BOS,03/06/2022,L,18,5,1,4,25.0,0,0,-,3,4,75.0,1,4,5,1,0,0,0,4,-4,12.5
Daniel Theis,BOS,BOS vs. BKN,03/06/2022,W,11,3,0,0,-,0,0,-,3,8,37.5,0,1,1,1,0,1,1,0,11,7.7
Derrick White,BOS,BOS vs. BKN,03/06/2022,W,20,6,1,3,33.3,0,0,-,4,4,100,1,2,3,0,0,0,0,1,3,9.6
Jayson Tatum,BOS,BOS vs. BKN,03/06/2022,W,41,54,16,30,53.3,8,15,53.3,14,17,82.4,2,3,5,3,0,0,2,4,12,62.5
Kyrie Irving,BKN,BKN @ BOS,03/06/2022,L,37,19,8,18,44.4,2,6,33.3,1,1,100,1,3,4,6,3,0,3,3,-5,38.8
Patty Mills,BKN,BKN @ BOS,03/06/2022,L,14,3,1,2,50.0,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-6,3.0
Corey Kispert,WAS,WAS vs. IND,03/06/2022,W,23,9,3,6,50.0,3,6,50.0,0,0,-,0,0,0,0,0,0,0,2,1,9.0
Andre Drummond,BKN,BKN @ BOS,03/06/2022,L,17,6,3,5,60.0,0,0,-,0,0,-,3,4,7,1,0,0,0,2,-8,15.9
Seth Curry,BKN,BKN @ BOS,03/06/2022,L,29,8,3,6,50.0,2,3,66.7,0,0,-,0,2,2,1,1,0,0,2,1,14.9
Jalen Smith,IND,IND @ WAS,03/06/2022,L,29,15,7,9,77.8,1,3,33.3,0,0,-,1,5,6,3,0,1,0,1,-3,29.7
Deni Avdija,WAS,WAS vs. IND,03/06/2022,W,31,10,3,8,37.5,0,3,0.0,4,4,100,2,5,7,3,0,0,1,2,8,21.9
Rui Hachimura,WAS,WAS vs. IND,03/06/2022,W,16,3,1,5,20.0,1,4,25.0,0,0,-,0,3,3,0,1,0,0,0,-10,9.6
Goga Bitadze,IND,IND @ WAS,03/06/2022,L,24,20,7,7,100,3,3,100,3,3,100,0,6,6,0,0,0,1,3,13,26.2
Malcolm Brogdon,IND,IND @ WAS,03/06/2022,L,35,27,8,17,47.1,0,4,0.0,11,13,84.6,1,3,4,4,0,0,1,1,-17,36.8
Buddy Hield,IND,IND @ WAS,03/06/2022,L,40,19,8,17,47.1,2,7,28.6,1,1,100,0,8,8,7,0,0,1,4,-12,38.1
Kristaps Porzingis,WAS,WAS vs. IND,03/06/2022,W,21,25,7,12,58.3,3,4,75.0,8,10,80.0,1,4,5,0,0,2,0,3,1,37.0
Tomas Satoransky,WAS,WAS vs. IND,03/06/2022,W,14,10,3,4,75.0,1,2,50.0,3,3,100,0,1,1,5,0,0,1,1,-9,17.7
Terry Taylor,IND,IND @ WAS,03/06/2022,L,8,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,1,0,-3,2.2
Steven Adams,MEM,MEM @ HOU,03/06/2022,L,37,23,9,11,81.8,0,0,-,5,9,55.6,7,5,12,5,1,3,0,2,-13,56.9
Kyle Anderson,MEM,MEM @ HOU,03/06/2022,L,18,3,1,6,16.7,0,2,0.0,1,4,25.0,1,4,5,2,2,1,0,2,1,21.0
Christian Wood,HOU,HOU vs. MEM,03/06/2022,W,37,28,8,12,66.7,4,7,57.1,8,11,72.7,2,11,13,1,1,2,1,4,13,53.1
Duane Washington Jr.,IND,IND @ WAS,03/06/2022,L,24,11,3,6,50.0,3,4,75.0,2,2,100,0,2,2,1,0,0,2,3,0,12.9
Isaiah Jackson,IND,IND @ WAS,03/06/2022,L,8,6,3,7,42.9,0,0,-,0,2,0.0,4,1,5,0,0,2,0,4,-13,18.0
Anthony Gill,WAS,WAS vs. IND,03/06/2022,W,10,6,2,2,100,2,2,100,0,0,-,0,2,2,1,0,0,0,2,9,9.9
Tyrese Haliburton,IND,IND @ WAS,03/06/2022,L,37,15,5,11,45.5,1,5,20.0,4,4,100,0,7,7,11,3,0,4,2,-18,44.9
Daniel Gafford,WAS,WAS vs. IND,03/06/2022,W,17,10,5,7,71.4,0,0,-,0,0,-,1,2,3,0,0,0,1,2,0,12.6
Oshae Brissett,IND,IND @ WAS,03/06/2022,L,27,8,2,9,22.2,0,4,0.0,4,4,100,0,2,2,0,0,2,0,4,-10,16.4
Kyle Kuzma,WAS,WAS vs. IND,03/06/2022,W,36,23,8,17,47.1,2,7,28.6,5,7,71.4,0,5,5,8,1,2,1,1,21,49.0
Raul Neto,WAS,WAS vs. IND,03/06/2022,W,11,5,2,4,50.0,1,2,50.0,0,1,0.0,0,1,1,2,1,0,0,1,4,12.2
Kentavious Caldwell-Pope,WAS,WAS vs. IND,03/06/2022,W,33,19,5,13,38.5,3,9,33.3,6,7,85.7,0,2,2,5,1,0,0,1,16,31.9
Ish Smith,WAS,WAS vs. IND,03/06/2022,W,28,13,6,8,75.0,1,3,33.3,0,0,-,1,6,7,9,2,0,1,1,9,39.9
Gary Trent Jr.,TOR,TOR @ CLE,03/06/2022,L,38,19,7,19,36.8,2,8,25.0,3,4,75.0,1,2,3,1,2,0,4,3,4,26.1
Chris Boucher,TOR,TOR @ CLE,03/06/2022,L,36,21,8,13,61.5,3,5,60.0,2,2,100,3,4,7,1,3,1,0,3,6,42.9
Scottie Barnes,TOR,TOR @ CLE,03/06/2022,L,42,19,8,14,57.1,0,2,0.0,3,6,50.0,4,8,12,6,3,0,0,3,-2,51.4
Precious Achiuwa,TOR,TOR @ CLE,03/06/2022,L,21,8,4,10,40.0,0,1,0.0,0,0,-,1,5,6,0,2,0,1,2,-28,20.2
Bruce Brown,BKN,BKN @ BOS,03/06/2022,L,30,16,6,10,60.0,1,3,33.3,3,3,100,1,5,6,5,1,1,0,4,0,36.7
Jaylen Brown,BOS,BOS vs. BKN,03/06/2022,W,35,21,8,17,47.1,3,6,50.0,2,2,100,1,3,4,5,3,0,1,1,-3,41.3
Marcus Smart,BOS,BOS vs. BKN,03/06/2022,W,35,14,4,10,40.0,2,5,40.0,4,5,80.0,0,3,3,9,1,0,5,4,-1,29.1
Keifer Sykes,IND,IND @ WAS,03/06/2022,L,9,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,0,0,13,4.2
Goran Dragic,BKN,BKN @ BOS,03/06/2022,L,22,7,2,7,28.6,1,2,50.0,2,2,100,3,3,6,1,0,0,1,5,-7,14.7
Monte Morris,DEN,DEN vs. NOP,03/06/2022,W,36,18,7,14,50.0,2,6,33.3,2,2,100,0,3,3,8,0,1,2,2,15,34.6
Herbert Jones,NOP,NOP @ DEN,03/06/2022,L,40,7,3,9,33.3,1,3,33.3,0,0,-,0,4,4,2,3,0,3,5,-16,20.8
Immanuel Quickley,NYK,NYK @ LAC,03/06/2022,W,28,21,8,15,53.3,3,5,60.0,2,2,100,0,10,10,6,1,0,1,1,15,44.0
Jericho Sims,NYK,NYK @ LAC,03/06/2022,W,20,4,2,3,66.7,0,0,-,0,2,0.0,5,6,11,0,0,0,1,4,15,16.2
Miles McBride,NYK,NYK @ LAC,03/06/2022,W,18,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,0,0,0,0,4,27,4.2
Cam Reddish,NYK,NYK @ LAC,03/06/2022,W,25,17,4,7,57.1,2,4,50.0,7,8,87.5,1,1,2,0,1,0,2,2,22,20.4
RJ Barrett,NYK,NYK @ LAC,03/06/2022,W,33,24,8,18,44.4,1,2,50.0,7,7,100,0,9,9,4,0,0,2,3,36,38.8
Terance Mann,LAC,LAC vs. NYK,03/06/2022,L,32,11,4,9,44.4,1,2,50.0,2,2,100,2,6,8,4,0,0,0,2,-5,26.6
Amir Coffey,LAC,LAC vs. NYK,03/06/2022,L,31,16,5,14,35.7,2,6,33.3,4,5,80.0,0,1,1,3,0,0,0,1,-6,21.7
Isaiah Hartenstein,LAC,LAC vs. NYK,03/06/2022,L,21,14,5,6,83.3,1,1,100,3,5,60.0,0,2,2,4,0,1,1,4,-15,24.4
Luke Kennard,LAC,LAC vs. NYK,03/06/2022,L,24,10,3,7,42.9,3,5,60.0,1,1,100,1,3,4,0,0,0,2,2,-10,12.8
Robert Covington,LAC,LAC vs. NYK,03/06/2022,L,18,6,2,5,40.0,2,4,50.0,0,0,-,0,4,4,0,2,2,0,2,-10,22.8
Rodney Hood,LAC,LAC vs. NYK,03/06/2022,L,9,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,1,0,0,-1,6.0
Brandon Boston Jr.,LAC,LAC vs. NYK,03/06/2022,L,9,4,1,2,50.0,0,0,-,2,4,50.0,0,0,0,1,0,0,1,0,-1,4.5
Mitchell Robinson,NYK,NYK @ LAC,03/06/2022,W,26,12,6,8,75.0,0,0,-,0,6,0.0,8,3,11,0,1,2,1,0,0,33.2
Semi Ojeleye,LAC,LAC vs. NYK,03/06/2022,L,9,4,2,2,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1,4.0
Ryan Arcidiacono,NYK,NYK @ LAC,03/06/2022,W,6,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-3,3.0
Ivica Zubac,LAC,LAC vs. NYK,03/06/2022,L,19,4,2,5,40.0,0,0,-,0,0,-,2,7,9,0,0,0,3,4,-2,11.8
Julius Randle,NYK,NYK @ LAC,03/06/2022,W,29,10,4,16,25.0,0,1,0.0,2,3,66.7,0,8,8,4,0,0,3,1,-2,22.6
Evan Fournier,NYK,NYK @ LAC,03/06/2022,W,29,7,3,8,37.5,1,5,20.0,0,0,-,0,1,1,1,0,1,0,1,1,12.7
Reggie Jackson,LAC,LAC vs. NYK,03/06/2022,L,27,10,4,18,22.2,0,8,0.0,2,2,100,1,6,7,4,0,0,1,2,-33,23.4
Marcus Morris Sr.,LAC,LAC vs. NYK,03/06/2022,L,23,4,2,9,22.2,0,2,0.0,0,0,-,0,3,3,0,0,0,2,3,-18,5.6
Alec Burks,NYK,NYK @ LAC,03/06/2022,W,26,15,5,10,50.0,4,8,50.0,1,2,50.0,1,3,4,4,1,2,0,2,4,34.8
Nicolas Batum,LAC,LAC vs. NYK,03/06/2022,L,19,7,2,10,20.0,1,5,20.0,2,3,66.7,3,2,5,1,0,1,0,3,-13,17.5
De'Anthony Melton,MEM,MEM @ HOU,03/06/2022,L,26,5,2,8,25.0,0,3,0.0,1,2,50.0,0,2,2,3,1,1,2,3,-12,15.9
Ja Morant,MEM,MEM @ HOU,03/06/2022,L,35,22,7,20,35.0,0,3,0.0,8,8,100,1,3,4,6,2,0,5,3,-12,36.8
Jalen Green,HOU,HOU vs. MEM,03/06/2022,W,35,24,8,17,47.1,2,7,28.6,6,9,66.7,3,5,8,4,0,0,2,2,7,37.6
Jae'Sean Tate,HOU,HOU vs. MEM,03/06/2022,W,27,4,2,6,33.3,0,1,0.0,0,0,-,1,6,7,3,1,0,1,4,4,18.9
Ziaire Williams,MEM,MEM @ HOU,03/06/2022,L,18,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,1,0,1,3,-2,6.7
Kevin Porter Jr.,HOU,HOU vs. MEM,03/06/2022,W,37,29,11,21,52.4,4,10,40.0,3,5,60.0,0,2,2,5,0,1,4,2,13,37.9
Eric Gordon,HOU,HOU vs. MEM,03/06/2022,W,31,12,4,10,40.0,1,5,20.0,3,4,75.0,0,6,6,2,0,0,3,1,5,19.2
Tyus Jones,MEM,MEM @ HOU,03/06/2022,L,20,9,4,11,36.4,1,4,25.0,0,0,-,0,3,3,6,2,0,0,1,-5,27.6
Jaren Jackson Jr.,MEM,MEM @ HOU,03/06/2022,L,13,8,4,8,50.0,0,1,0.0,0,0,-,1,2,3,0,1,1,2,5,1,15.6
Brandon Clarke,MEM,MEM @ HOU,03/06/2022,L,27,8,3,5,60.0,0,1,0.0,2,2,100,1,4,5,1,0,1,0,2,-11,18.5
John Konchar,MEM,MEM @ HOU,03/06/2022,L,10,4,2,3,66.7,0,1,0.0,0,0,-,1,2,3,0,0,0,0,1,-3,7.6
Darius Bazley,OKC,OKC vs. UTA,03/06/2022,L,36,11,5,11,45.5,1,7,14.3,0,0,-,0,5,5,2,1,3,1,1,-20,31.0
Theo Maledon,OKC,OKC vs. UTA,03/06/2022,L,19,7,2,7,28.6,2,6,33.3,1,2,50.0,0,3,3,1,1,0,0,2,-4,15.1
Trent Forrest,UTA,UTA @ OKC,03/06/2022,W,28,6,2,6,33.3,1,3,33.3,1,1,100,0,3,3,6,0,0,2,1,21,16.6
Olivier Sarr,OKC,OKC vs. UTA,03/06/2022,L,20,11,4,9,44.4,1,4,25.0,2,2,100,5,4,9,0,1,2,3,2,-6,27.8
Garrison Mathews,HOU,HOU vs. MEM,03/06/2022,W,25,10,3,3,100,2,2,100,2,3,66.7,0,3,3,1,2,0,2,2,4,19.1
KJ Martin,HOU,HOU vs. MEM,03/06/2022,W,10,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,3,4.7
Josh Christopher,HOU,HOU vs. MEM,03/06/2022,W,17,8,4,6,66.7,0,0,-,0,0,-,1,3,4,2,0,0,4,4,4,11.8
Alperen Sengun,HOU,HOU vs. MEM,03/06/2022,W,22,6,2,4,50.0,0,1,0.0,2,4,50.0,1,0,1,4,0,2,0,2,2,19.2
Desmond Bane,MEM,MEM @ HOU,03/06/2022,L,36,28,11,22,50.0,4,9,44.4,2,2,100,0,2,2,3,2,1,1,5,1,42.9
Robert Williams III,BOS,BOS vs. BKN,03/06/2022,W,37,10,5,7,71.4,0,0,-,0,0,-,2,6,8,2,2,5,0,2,-5,43.6
Grant Williams,BOS,BOS vs. BKN,03/06/2022,W,18,2,1,6,16.7,0,3,0.0,0,0,-,1,2,3,0,0,0,1,3,-2,4.6
Dean Wade,CLE,CLE vs. TOR,03/06/2022,W,17,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,0,5,22,4.4
Armoni Brooks,TOR,TOR @ CLE,03/06/2022,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-3,0.0
Darius Garland,CLE,CLE vs. TOR,03/06/2022,W,34,17,5,12,41.7,1,5,20.0,6,6,100,1,2,3,10,2,0,7,2,-4,34.6
Brandon Goodwin,CLE,CLE vs. TOR,03/06/2022,W,14,0,0,2,0.0,0,1,0.0,0,0,-,1,2,3,5,1,0,1,1,16,13.1
Pascal Siakam,TOR,TOR @ CLE,03/06/2022,L,41,24,8,22,36.4,1,4,25.0,7,13,53.8,0,4,4,4,1,1,0,4,-1,40.8
Cedi Osman,CLE,CLE vs. TOR,03/06/2022,W,32,17,7,16,43.8,3,9,33.3,0,0,-,0,1,1,3,2,0,2,4,5,26.7
Dalano Banton,TOR,TOR @ CLE,03/06/2022,L,9,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,0,0,-7,4.2
Evan Mobley,CLE,CLE vs. TOR,03/06/2022,W,36,20,9,15,60.0,1,1,100,1,5,20.0,7,10,17,4,0,3,4,5,0,51.4
Al Horford,BOS,BOS vs. BKN,03/06/2022,W,30,13,4,7,57.1,3,6,50.0,2,2,100,1,6,7,4,1,1,0,4,8,33.4
LaMarcus Aldridge,BKN,BKN @ BOS,03/06/2022,L,23,14,7,10,70.0,0,0,-,0,0,-,2,3,5,1,0,1,1,2,2,23.5
Cam Thomas,BKN,BKN @ BOS,03/06/2022,L,4,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,0,0,0,2,1,2,2.2
Will Barton,DEN,DEN vs. NOP,03/06/2022,W,24,9,3,7,42.9,2,5,40.0,1,2,50.0,0,4,4,3,2,0,1,1,-1,23.3
Danuel House Jr.,UTA,UTA @ OKC,03/06/2022,W,14,3,1,2,50.0,1,1,100,0,0,-,1,2,3,1,0,0,0,1,-2,8.1
Jordan Clarkson,UTA,UTA @ OKC,03/06/2022,W,27,20,8,21,38.1,3,9,33.3,1,1,100,0,2,2,2,0,0,2,5,-11,23.4
Rudy Gobert,UTA,UTA @ OKC,03/06/2022,W,34,12,5,8,62.5,0,0,-,2,3,66.7,5,12,17,1,0,1,1,0,26,35.9
Rudy Gay,UTA,UTA @ OKC,03/06/2022,W,15,5,1,5,20.0,0,3,0.0,3,4,75.0,1,3,4,0,0,0,0,3,-2,9.8
JaMychal Green,DEN,DEN vs. NOP,03/06/2022,W,19,10,4,4,100,0,0,-,2,2,100,3,5,8,1,0,0,1,3,-4,20.1
Jaxson Hayes,NOP,NOP @ DEN,03/06/2022,L,26,6,3,6,50.0,0,1,0.0,0,0,-,1,5,6,0,1,1,0,3,8,19.2
Jonas Valanciunas,NOP,NOP @ DEN,03/06/2022,L,30,19,9,16,56.3,1,3,33.3,0,0,-,4,10,14,2,0,0,3,6,-5,35.8
Brandon Ingram,NOP,NOP @ DEN,03/06/2022,L,40,38,12,24,50.0,3,7,42.9,11,13,84.6,0,5,5,9,0,1,5,4,-8,55.5
DeMarcus Cousins,DEN,DEN vs. NOP,03/06/2022,W,10,1,0,4,0.0,0,2,0.0,1,2,50.0,1,3,4,0,0,0,2,3,-13,3.8
Aaron Wiggins,OKC,OKC vs. UTA,03/06/2022,L,35,11,5,8,62.5,0,2,0.0,1,1,100,3,1,4,2,2,0,1,3,-9,23.8
Tre Mann,OKC,OKC vs. UTA,03/06/2022,L,25,6,2,13,15.4,0,7,0.0,2,2,100,0,4,4,3,0,0,0,1,-30,15.3
Lindy Waters III,OKC,OKC vs. UTA,03/06/2022,L,13,6,2,2,100,2,2,100,0,0,-,0,2,2,0,0,2,0,3,7,14.4
Vit Krejci,OKC,OKC vs. UTA,03/06/2022,L,20,6,2,4,50.0,2,3,66.7,0,0,-,0,2,2,0,1,0,0,3,1,11.4
Aleksej Pokusevski,OKC,OKC vs. UTA,03/06/2022,L,34,12,6,15,40.0,0,5,0.0,0,0,-,3,8,11,4,1,1,2,0,-2,35.2
Nickeil Alexander-Walker,UTA,UTA @ OKC,03/06/2022,W,5,2,0,0,-,0,0,-,2,2,100,0,1,1,1,0,0,0,0,7,4.7
Shai Gilgeous-Alexander,OKC,OKC vs. UTA,03/06/2022,L,38,33,11,23,47.8,0,4,0.0,11,12,91.7,0,7,7,8,4,1,0,4,-2,68.4
Donovan Mitchell,UTA,UTA @ OKC,03/06/2022,W,35,24,9,19,47.4,4,11,36.4,2,4,50.0,1,3,4,10,1,0,2,5,9,44.8
Royce O'Neale,UTA,UTA @ OKC,03/06/2022,W,34,9,3,8,37.5,3,7,42.9,0,0,-,0,6,6,3,2,1,1,2,15,28.7
Bojan Bogdanovic,UTA,UTA @ OKC,03/06/2022,W,34,35,11,19,57.9,11,18,61.1,2,2,100,2,3,5,3,0,0,2,2,15,43.5
Hassan Whiteside,UTA,UTA @ OKC,03/06/2022,W,14,0,0,1,0.0,0,0,-,0,0,-,1,2,3,0,1,2,1,2,-13,11.6
Bryn Forbes,DEN,DEN vs. NOP,03/06/2022,W,15,7,2,5,40.0,1,3,33.3,2,2,100,0,1,1,0,0,0,0,3,-2,8.2
Devonte' Graham,NOP,NOP @ DEN,03/06/2022,L,21,12,4,10,40.0,3,7,42.9,1,3,33.3,0,1,1,3,1,0,1,3,2,19.7
Willy Hernangomez,NOP,NOP @ DEN,03/06/2022,L,22,8,3,9,33.3,0,0,-,2,3,66.7,4,4,8,2,1,2,1,3,-8,28.6
Nikola Jokic,DEN,DEN vs. NOP,03/06/2022,W,43,46,16,22,72.7,3,5,60.0,11,12,91.7,3,9,12,11,3,4,5,3,22,92.9
Aaron Gordon,DEN,DEN vs. NOP,03/06/2022,W,43,28,9,17,52.9,0,5,0.0,10,15,66.7,3,5,8,2,1,2,3,5,10,46.6
Tony Snell,NOP,NOP @ DEN,03/06/2022,L,22,6,2,2,100,2,2,100,0,0,-,0,1,1,1,0,0,0,1,-6,8.7
CJ McCollum,NOP,NOP @ DEN,03/06/2022,L,43,24,9,19,47.4,2,6,33.3,4,6,66.7,3,2,5,9,1,0,1,3,-20,45.5
Austin Rivers,DEN,DEN vs. NOP,03/06/2022,W,24,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,1,0,1,0,3,9,5.7
Jeff Green,DEN,DEN vs. NOP,03/06/2022,W,34,8,3,7,42.9,0,1,0.0,2,2,100,0,3,3,3,1,0,0,1,11,19.1
Jose Alvarado,NOP,NOP @ DEN,03/06/2022,L,11,6,2,4,50.0,2,3,66.7,0,0,-,0,1,1,2,1,0,0,1,17,13.2
Bones Hyland,DEN,DEN vs. NOP,03/06/2022,W,17,11,3,5,60.0,2,4,50.0,3,4,75.0,0,3,3,3,0,0,1,2,-7,18.1
Naji Marshall,NOP,NOP @ DEN,03/06/2022,L,9,4,1,2,50.0,0,1,0.0,2,4,50.0,2,2,4,0,1,0,0,1,-4,11.8
Lindell Wigginton,MIL,MIL vs. PHX,03/06/2022,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Deandre Ayton,PHX,PHX @ MIL,03/06/2022,L,33,30,14,19,73.7,1,1,100,1,2,50.0,1,7,8,2,1,0,2,2,-11,43.6
Kevin Love,CLE,CLE vs. TOR,03/06/2022,W,30,15,4,8,50.0,3,5,60.0,4,4,100,0,9,9,1,0,0,0,2,22,27.3
Ed Davis,CLE,CLE vs. TOR,03/06/2022,W,7,3,1,1,100,0,0,-,1,4,25.0,3,2,5,0,0,0,0,0,10,9.0
Khem Birch,TOR,TOR @ CLE,03/06/2022,L,26,5,2,6,33.3,0,0,-,1,1,100,3,5,8,3,2,1,1,3,20,27.1
Lauri Markkanen,CLE,CLE vs. TOR,03/06/2022,W,38,22,8,18,44.4,3,12,25.0,3,4,75.0,0,12,12,0,0,1,1,0,-2,38.4
Jarrett Allen,CLE,CLE vs. TOR,03/06/2022,W,10,6,3,4,75.0,0,0,-,0,0,-,0,2,2,0,0,2,0,0,0,14.4
Svi Mykhailiuk,TOR,TOR @ CLE,03/06/2022,L,3,0,0,3,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,1,-6,0.0
Yuta Watanabe,TOR,TOR @ CLE,03/06/2022,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Isaac Okoro,CLE,CLE vs. TOR,03/06/2022,W,22,2,1,7,14.3,0,3,0.0,0,0,-,2,2,4,1,0,1,2,3,-14,9.3
Thaddeus Young,TOR,TOR @ CLE,03/06/2022,L,14,0,0,4,0.0,0,0,-,0,0,-,2,2,4,0,0,0,1,0,-17,3.8
JaVale McGee,PHX,PHX @ MIL,03/06/2022,L,9,6,3,5,60.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,5,7.2
Jrue Holiday,MIL,MIL vs. PHX,03/06/2022,W,38,24,7,13,53.8,4,5,80.0,6,6,100,0,2,2,9,4,1,4,4,14,50.9
Jae Crowder,PHX,PHX @ MIL,03/06/2022,L,35,19,7,12,58.3,4,8,50.0,1,1,100,1,4,5,7,0,0,1,3,-7,34.5
Giannis Antetokounmpo,MIL,MIL vs. PHX,03/06/2022,W,31,19,8,13,61.5,0,1,0.0,3,6,50.0,3,10,13,6,1,3,3,6,-8,52.6
Cameron Payne,PHX,PHX @ MIL,03/06/2022,L,36,23,9,19,47.4,3,7,42.9,2,2,100,1,1,2,8,0,1,3,2,-17,37.4
Bobby Portis,MIL,MIL vs. PHX,03/06/2022,W,32,9,2,8,25.0,2,5,40.0,3,4,75.0,4,2,6,0,0,0,2,2,11,14.2
Torrey Craig,PHX,PHX @ MIL,03/06/2022,L,21,5,2,5,40.0,1,4,25.0,0,0,-,0,4,4,1,1,1,2,3,1,15.3
Grayson Allen,MIL,MIL vs. PHX,03/06/2022,W,32,10,3,5,60.0,2,3,66.7,2,2,100,0,1,1,6,2,0,1,3,17,25.2
Landry Shamet,PHX,PHX @ MIL,03/06/2022,L,34,17,5,12,41.7,3,6,50.0,4,6,66.7,0,1,1,5,1,1,0,4,-4,31.7
Jordan Nwora,MIL,MIL vs. PHX,03/06/2022,W,26,12,5,10,50.0,1,6,16.7,1,1,100,0,5,5,0,1,0,0,1,6,21.0
Serge Ibaka,MIL,MIL vs. PHX,03/06/2022,W,22,14,6,10,60.0,1,2,50.0,1,3,33.3,6,4,10,1,0,2,0,0,8,33.5
Bismack Biyombo,PHX,PHX @ MIL,03/06/2022,L,13,0,0,0,-,0,0,-,0,0,-,1,2,3,0,2,1,1,2,-3,11.6
Khris Middleton,MIL,MIL vs. PHX,03/06/2022,W,36,44,16,27,59.3,5,9,55.6,7,7,100,0,8,8,5,1,0,3,2,21,61.1
DeAndre' Bembry,MIL,MIL vs. PHX,03/06/2022,W,9,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-11,1.2
Mikal Bridges,PHX,PHX @ MIL,03/06/2022,L,42,14,6,14,42.9,2,5,40.0,0,0,-,0,0,0,6,1,0,1,3,-11,25.0
Jevon Carter,MIL,MIL vs. PHX,03/06/2022,W,14,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,4,0,0,1,0,-8,7.4
Aaron Holiday,PHX,PHX @ MIL,03/06/2022,L,18,8,4,7,57.1,0,0,-,0,0,-,1,2,3,4,2,0,1,1,-3,22.6
Mason Plumlee,CHA,CHA vs. SAS,03/05/2022,W,24,4,2,3,66.7,0,0,-,0,0,-,2,11,13,3,1,1,0,3,-4,30.1
Doug McDermott,SAS,SAS @ CHA,03/05/2022,L,23,8,2,7,28.6,1,5,20.0,3,3,100,1,3,4,1,1,0,0,2,5,17.3
