PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
MarJon Beauchamp,MIL,MIL @ IND,03/29/2023,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,2,0,-6,2.2
Giannis Antetokounmpo,MIL,MIL @ IND,03/29/2023,W,32,38,14,18,77.8,0,0,-,10,14,71.4,3,14,17,12,1,0,5,1,20,74.4
Bobby Portis,MIL,MIL @ IND,03/29/2023,W,23,12,5,7,71.4,1,1,100,1,2,50.0,1,7,8,0,0,0,2,4,0,19.6
Grayson Allen,MIL,MIL @ IND,03/29/2023,W,26,3,1,3,33.3,0,1,0.0,1,1,100,0,2,2,3,2,0,0,0,8,15.9
Andrew Nembhard,IND,IND vs. MIL,03/29/2023,L,28,15,6,15,40.0,1,4,25.0,2,2,100,0,2,2,15,0,0,1,2,-10,38.9
Pat Connaughton,MIL,MIL @ IND,03/29/2023,W,20,0,0,3,0.0,0,2,0.0,0,0,-,2,2,4,0,0,0,0,3,-1,4.8
T.J. McConnell,IND,IND vs. MIL,03/29/2023,L,20,12,6,8,75.0,0,0,-,0,0,-,1,1,2,6,0,0,2,2,-8,21.4
Thanasis Antetokounmpo,MIL,MIL @ IND,03/29/2023,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Wesley Matthews,MIL,MIL @ IND,03/29/2023,W,20,7,3,4,75.0,1,2,50.0,0,0,-,0,1,1,1,0,0,0,1,14,9.7
Jrue Holiday,MIL,MIL @ IND,03/29/2023,W,32,51,20,30,66.7,3,6,50.0,8,10,80.0,5,3,8,8,1,1,6,3,26,72.6
Caleb Martin,MIA,MIA @ NYK,03/29/2023,L,25,6,2,5,40.0,1,4,25.0,1,2,50.0,1,4,5,0,0,0,0,4,-8,12.0
Gabe Vincent,MIA,MIA @ NYK,03/29/2023,L,31,21,8,11,72.7,4,5,80.0,1,2,50.0,0,3,3,3,2,0,1,0,-12,34.1
Immanuel Quickley,NYK,NYK vs. MIA,03/29/2023,W,32,24,8,14,57.1,2,5,40.0,6,11,54.5,0,1,1,4,3,0,1,0,14,39.2
Quentin Grimes,NYK,NYK vs. MIA,03/29/2023,W,36,23,8,14,57.1,5,10,50.0,2,3,66.7,0,8,8,4,1,0,2,4,3,39.6
Tyler Herro,MIA,MIA @ NYK,03/29/2023,L,36,16,6,16,37.5,2,10,20.0,2,2,100,0,2,2,1,0,0,0,1,6,19.9
RJ Barrett,NYK,NYK vs. MIA,03/29/2023,W,34,12,4,13,30.8,2,6,33.3,2,4,50.0,1,4,5,0,0,1,2,1,-1,19.0
Jaren Jackson Jr.,MEM,MEM vs. ORL,03/28/2023,W,26,16,7,11,63.6,2,2,100,0,1,0.0,2,8,10,0,0,3,3,6,3,34.0
Caleb Houstan,ORL,ORL @ MEM,03/28/2023,L,9,0,0,3,0.0,0,3,0.0,0,0,-,0,0,0,0,0,0,0,0,-10,0.0
Wendell Carter Jr.,ORL,ORL @ MEM,03/28/2023,L,29,14,5,10,50.0,2,6,33.3,2,2,100,3,4,7,2,1,2,1,1,0,33.4
Moritz Wagner,ORL,ORL @ MEM,03/28/2023,L,6,0,0,0,-,0,0,-,0,0,-,1,3,4,0,0,1,3,1,-15,4.8
Admiral Schofield,ORL,ORL @ MEM,03/28/2023,L,16,6,2,6,33.3,2,5,40.0,0,0,-,1,3,4,0,0,0,0,1,12,10.8
John Konchar,MEM,MEM vs. ORL,03/28/2023,W,15,1,0,2,0.0,0,1,0.0,1,2,50.0,0,3,3,2,1,2,0,2,9,16.6
Goga Bitadze,ORL,ORL @ MEM,03/28/2023,L,13,13,5,7,71.4,1,2,50.0,2,2,100,2,4,6,1,1,3,0,1,10,33.7
Cole Anthony,ORL,ORL @ MEM,03/28/2023,L,28,10,5,11,45.5,0,3,0.0,0,0,-,0,5,5,5,2,0,4,3,2,25.5
Desmond Bane,MEM,MEM vs. ORL,03/28/2023,W,36,31,8,19,42.1,3,8,37.5,12,14,85.7,0,4,4,5,3,0,6,3,14,46.3
Jalen Suggs,ORL,ORL @ MEM,03/28/2023,L,24,2,1,10,10.0,0,5,0.0,0,0,-,0,3,3,1,1,0,3,1,-1,7.1
Paolo Banchero,ORL,ORL @ MEM,03/28/2023,L,29,24,9,18,50.0,3,7,42.9,3,6,50.0,1,10,11,5,0,1,4,2,-4,43.7
Santi Aldama,MEM,MEM vs. ORL,03/28/2023,W,24,9,3,5,60.0,1,1,100,2,2,100,1,4,5,1,2,1,2,2,4,23.5
Franz Wagner,ORL,ORL @ MEM,03/28/2023,L,32,25,8,21,38.1,5,12,41.7,4,4,100,0,3,3,3,2,1,0,2,-13,42.1
Xavier Tillman,MEM,MEM vs. ORL,03/28/2023,W,35,20,10,12,83.3,0,0,-,0,0,-,2,7,9,1,1,0,0,1,8,35.3
Kevon Looney,GSW,GSW vs. NOP,03/28/2023,W,22,3,0,4,0.0,0,0,-,3,4,75.0,6,2,8,2,0,1,2,2,-3,16.6
Larry Nance Jr.,NOP,NOP @ GSW,03/28/2023,L,25,8,4,8,50.0,0,2,0.0,0,0,-,2,4,6,2,1,0,1,2,9,20.2
Gary Payton II,GSW,GSW vs. NOP,03/28/2023,W,9,0,0,0,-,0,0,-,0,0,-,1,0,1,0,1,0,1,1,-14,3.2
Donte DiVincenzo,GSW,GSW vs. NOP,03/28/2023,W,23,13,4,8,50.0,1,4,25.0,4,5,80.0,2,5,7,2,1,0,3,1,-5,24.4
Herbert Jones,NOP,NOP @ GSW,03/28/2023,L,35,13,5,11,45.5,3,5,60.0,0,0,-,4,2,6,4,2,0,0,3,-11,32.2
Grant Williams,BOS,BOS @ WAS,03/28/2023,L,26,8,2,6,33.3,0,4,0.0,4,5,80.0,2,4,6,2,0,1,1,1,-1,20.2
Deni Avdija,WAS,WAS vs. BOS,03/28/2023,W,37,25,10,16,62.5,2,5,40.0,3,5,60.0,0,10,10,5,1,0,4,1,12,43.5
Corey Kispert,WAS,WAS vs. BOS,03/28/2023,W,33,15,5,11,45.5,3,6,50.0,2,2,100,1,1,2,2,0,0,0,2,14,20.4
Jordan Goodwin,WAS,WAS vs. BOS,03/28/2023,W,11,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,3,1,0,0,0,-6,9.5
Moses Moody,GSW,GSW vs. NOP,03/28/2023,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-7,2.0
Dyson Daniels,NOP,NOP @ GSW,03/28/2023,L,10,2,1,2,50.0,0,1,0.0,0,0,-,1,2,3,1,2,0,0,2,9,13.1
Patrick Baldwin Jr.,GSW,GSW vs. NOP,03/28/2023,W,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-4,1.5
Stephen Curry,GSW,GSW vs. NOP,03/28/2023,W,37,39,14,25,56.0,8,15,53.3,3,4,75.0,2,6,8,8,3,0,4,0,12,65.6
Jonas Valanciunas,NOP,NOP @ GSW,03/28/2023,L,22,11,5,8,62.5,0,1,0.0,1,2,50.0,1,8,9,5,0,0,4,2,-20,25.3
CJ McCollum,NOP,NOP @ GSW,03/28/2023,L,38,15,6,17,35.3,3,7,42.9,0,0,-,0,1,1,3,0,0,3,2,-20,17.7
Josh Richardson,NOP,NOP @ GSW,03/28/2023,L,21,7,3,6,50.0,1,3,33.3,0,0,-,0,2,2,2,0,1,0,1,7,15.4
Jordan Poole,GSW,GSW vs. NOP,03/28/2023,W,29,21,8,15,53.3,2,6,33.3,3,4,75.0,0,5,5,2,1,1,1,1,16,35.0
Jonathan Kuminga,GSW,GSW vs. NOP,03/28/2023,W,31,13,5,5,100,1,1,100,2,3,66.7,0,4,4,1,0,1,0,3,17,22.3
Brandon Ingram,NOP,NOP @ GSW,03/28/2023,L,38,26,9,22,40.9,1,1,100,7,7,100,2,6,8,7,0,1,6,2,-9,43.1
Draymond Green,GSW,GSW vs. NOP,03/28/2023,W,33,8,4,5,80.0,0,0,-,0,0,-,0,6,6,13,2,0,4,5,26,36.7
Trey Murphy III,NOP,NOP @ GSW,03/28/2023,L,38,21,6,9,66.7,4,6,66.7,5,5,100,0,3,3,3,1,2,1,3,-18,37.1
Anthony Lamb,GSW,GSW vs. NOP,03/28/2023,W,17,4,1,2,50.0,1,2,50.0,1,2,50.0,0,0,0,2,1,0,2,2,8,8.0
Naji Marshall,NOP,NOP @ GSW,03/28/2023,L,13,6,3,7,42.9,0,1,0.0,0,0,-,1,2,3,3,0,0,2,1,-2,12.1
David Roddy,MEM,MEM vs. ORL,03/28/2023,W,11,0,0,5,0.0,0,2,0.0,0,0,-,2,2,4,1,0,0,0,0,-6,6.3
Klay Thompson,GSW,GSW vs. NOP,03/28/2023,W,34,17,6,16,37.5,5,11,45.5,0,0,-,0,2,2,1,2,1,1,3,9,28.9
Jeremiah Robinson-Earl,OKC,OKC vs. CHA,03/28/2023,L,27,7,3,8,37.5,1,3,33.3,0,0,-,2,3,5,2,2,0,1,4,-1,21.0
Jared Butler,OKC,OKC vs. CHA,03/28/2023,L,7,4,2,4,50.0,0,1,0.0,0,0,-,0,0,0,0,1,0,0,1,-13,7.0
Aleksej Pokusevski,OKC,OKC vs. CHA,03/28/2023,L,10,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,2,1,0,-5,6.5
Theo Maledon,CHA,CHA @ OKC,03/28/2023,W,39,19,7,15,46.7,2,5,40.0,3,4,75.0,1,3,4,9,0,4,5,4,13,44.3
P.J. Washington,CHA,CHA @ OKC,03/28/2023,W,37,43,16,24,66.7,5,9,55.6,6,7,85.7,2,4,6,5,1,0,2,5,7,58.7
Svi Mykhailiuk,CHA,CHA @ OKC,03/28/2023,W,37,18,6,13,46.2,2,5,40.0,4,6,66.7,2,3,5,8,3,2,0,2,7,51.0
Ousmane Dieng,OKC,OKC vs. CHA,03/28/2023,L,13,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,1,1,2.4
Bryce McGowens,CHA,CHA @ OKC,03/28/2023,W,24,11,4,9,44.4,3,6,50.0,0,2,0.0,0,2,2,2,2,0,2,3,-10,20.4
Jaylin Williams,OKC,OKC vs. CHA,03/28/2023,L,18,3,1,4,25.0,0,2,0.0,1,1,100,1,5,6,4,0,0,0,2,0,16.2
Aaron Wiggins,OKC,OKC vs. CHA,03/28/2023,L,12,2,1,3,33.3,0,1,0.0,0,0,-,1,1,2,0,1,0,1,0,5,6.4
Josh Giddey,OKC,OKC vs. CHA,03/28/2023,L,34,31,14,22,63.6,1,3,33.3,2,4,50.0,0,10,10,9,0,1,5,0,0,54.5
James Bouknight,CHA,CHA @ OKC,03/28/2023,W,19,6,2,8,25.0,1,5,20.0,1,2,50.0,1,3,4,5,0,0,2,4,-8,16.3
Nick Richards,CHA,CHA @ OKC,03/28/2023,W,26,14,6,9,66.7,0,0,-,2,4,50.0,4,7,11,0,0,0,1,4,-14,26.2
Isaiah Joe,OKC,OKC vs. CHA,03/28/2023,L,32,33,11,18,61.1,6,11,54.5,5,7,71.4,1,1,2,1,0,0,1,0,6,35.9
Luguentz Dort,OKC,OKC vs. CHA,03/28/2023,L,33,16,4,10,40.0,1,4,25.0,7,8,87.5,1,6,7,2,1,0,1,5,5,29.4
Dario Saric,OKC,OKC vs. CHA,03/28/2023,L,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-10,0.0
Markelle Fultz,ORL,ORL @ MEM,03/28/2023,L,29,11,5,9,55.6,0,2,0.0,1,1,100,0,1,1,5,2,0,0,2,4,25.7
Tyus Jones,MEM,MEM vs. ORL,03/28/2023,W,34,7,3,12,25.0,0,7,0.0,1,2,50.0,0,6,6,8,2,0,2,0,-5,30.2
Gary Harris,ORL,ORL @ MEM,03/28/2023,L,26,3,1,5,20.0,1,4,25.0,0,0,-,0,3,3,2,0,0,1,1,-10,8.6
Scottie Barnes,TOR,TOR vs. MIA,03/28/2023,W,41,22,10,16,62.5,0,3,0.0,2,2,100,3,4,7,12,3,0,0,2,14,57.4
Precious Achiuwa,TOR,TOR vs. MIA,03/28/2023,W,25,12,5,10,50.0,2,5,40.0,0,0,-,2,7,9,2,1,1,2,1,1,29.8
Max Strus,MIA,MIA @ TOR,03/28/2023,L,27,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,2,1,-12,4.9
Duncan Robinson,MIA,MIA @ TOR,03/28/2023,L,12,4,1,4,25.0,1,4,25.0,1,1,100,0,0,0,1,0,0,0,0,3,5.5
Caleb Martin,MIA,MIA @ TOR,03/28/2023,L,30,7,3,8,37.5,0,3,0.0,1,1,100,3,2,5,0,1,1,4,1,-5,15.0
Chris Boucher,TOR,TOR vs. MIA,03/28/2023,W,28,8,4,12,33.3,0,3,0.0,0,1,0.0,2,3,5,0,0,2,1,2,3,19.0
Cody Zeller,MIA,MIA @ TOR,03/28/2023,L,11,6,2,3,66.7,0,0,-,2,2,100,1,6,7,0,0,0,2,2,-8,12.4
Kyle Lowry,MIA,MIA @ TOR,03/28/2023,L,24,6,1,6,16.7,0,4,0.0,4,4,100,2,3,5,2,2,0,1,0,-3,20.0
Jakob Poeltl,TOR,TOR vs. MIA,03/28/2023,W,23,2,1,5,20.0,0,0,-,0,0,-,3,7,10,1,0,1,0,4,15,18.5
Jeff Dowtin Jr.,TOR,TOR vs. MIA,03/28/2023,W,13,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,1,1,0,0,0,10.7
Tyler Herro,MIA,MIA @ TOR,03/28/2023,L,37,33,13,21,61.9,6,10,60.0,1,1,100,0,3,3,6,0,0,4,0,-7,41.6
Haywood Highsmith,MIA,MIA @ TOR,03/28/2023,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0.0
Gabe Vincent,MIA,MIA @ TOR,03/28/2023,L,18,2,1,5,20.0,0,2,0.0,0,0,-,1,1,2,1,1,1,0,1,-9,11.9
Bam Adebayo,MIA,MIA @ TOR,03/28/2023,L,37,21,7,18,38.9,0,0,-,7,8,87.5,5,7,12,4,1,0,0,2,-6,44.4
OG Anunoby,TOR,TOR vs. MIA,03/28/2023,W,39,22,9,14,64.3,4,9,44.4,0,0,-,2,1,3,5,1,0,2,2,17,34.1
Fred VanVleet,TOR,TOR vs. MIA,03/28/2023,W,35,12,5,13,38.5,2,9,22.2,0,0,-,0,3,3,6,2,1,1,0,14,32.6
Pascal Siakam,TOR,TOR vs. MIA,03/28/2023,W,37,26,10,20,50.0,0,5,0.0,6,6,100,3,6,9,5,0,1,3,2,6,44.3
Victor Oladipo,MIA,MIA @ TOR,03/28/2023,L,23,7,2,7,28.6,1,3,33.3,2,2,100,0,2,2,2,0,0,2,2,-9,10.4
Kevin Love,MIA,MIA @ TOR,03/28/2023,L,20,3,1,5,20.0,1,4,25.0,0,0,-,0,5,5,1,1,1,0,1,-12,16.5
Kai Jones,CHA,CHA @ OKC,03/28/2023,W,22,12,5,5,100,0,0,-,2,3,66.7,3,11,14,1,0,0,3,0,17,27.3
Tre Mann,OKC,OKC vs. CHA,03/28/2023,L,18,7,3,7,42.9,1,1,100,0,0,-,0,2,2,2,2,0,0,4,-12,18.4
Taj Gibson,WAS,WAS vs. BOS,03/28/2023,W,12,4,1,2,50.0,0,0,-,2,2,100,1,0,1,1,1,0,2,4,-9,7.7
Kristaps Porzingis,WAS,WAS vs. BOS,03/28/2023,W,34,32,14,21,66.7,3,5,60.0,1,1,100,2,11,13,6,1,1,0,1,26,62.6
Delon Wright,WAS,WAS vs. BOS,03/28/2023,W,31,8,3,5,60.0,1,2,50.0,1,3,33.3,0,5,5,2,2,0,1,2,21,22.0
Xavier Cooks,WAS,WAS vs. BOS,03/28/2023,W,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,1,0,2,1.0
Johnny Davis,WAS,WAS vs. BOS,03/28/2023,W,23,7,3,9,33.3,1,5,20.0,0,0,-,2,6,8,1,0,0,0,2,7,18.1
Sam Hauser,BOS,BOS @ WAS,03/28/2023,L,9,5,2,4,50.0,1,3,33.3,0,0,-,0,1,1,2,1,0,0,0,3,12.2
Anthony Gill,WAS,WAS vs. BOS,03/28/2023,W,12,4,2,3,66.7,0,0,-,0,0,-,0,0,0,2,0,0,1,0,7,6.0
Payton Pritchard,BOS,BOS @ WAS,03/28/2023,L,9,5,2,5,40.0,1,3,33.3,0,0,-,0,2,2,1,0,0,1,0,3,7.9
Luke Kornet,BOS,BOS @ WAS,03/28/2023,L,9,8,4,5,80.0,0,1,0.0,0,0,-,2,1,3,2,0,0,0,0,3,14.6
Monte Morris,WAS,WAS vs. BOS,03/28/2023,W,29,19,9,15,60.0,1,6,16.7,0,0,-,0,3,3,9,1,2,0,0,25,45.1
Jayson Tatum,BOS,BOS @ WAS,03/28/2023,L,32,28,11,19,57.9,2,7,28.6,4,4,100,0,9,9,5,0,1,3,4,-10,46.3
Clint Capela,ATL,ATL vs. CLE,03/28/2023,W,27,12,6,10,60.0,0,0,-,0,1,0.0,3,7,10,2,0,0,2,3,-14,25.0
Cedi Osman,CLE,CLE @ ATL,03/28/2023,L,12,3,1,3,33.3,1,2,50.0,0,0,-,0,2,2,0,1,0,1,2,-19,7.4
Caris LeVert,CLE,CLE @ ATL,03/28/2023,L,34,9,4,6,66.7,1,2,50.0,0,3,0.0,1,3,4,3,1,0,0,4,2,21.3
Dejounte Murray,ATL,ATL vs. CLE,03/28/2023,W,35,29,11,22,50.0,3,7,42.9,4,5,80.0,1,3,4,5,2,0,0,0,-5,47.3
John Collins,ATL,ATL vs. CLE,03/28/2023,W,29,12,4,9,44.4,3,4,75.0,1,2,50.0,2,5,7,2,0,0,1,1,-12,22.4
Mamadi Diakite,CLE,CLE @ ATL,03/28/2023,L,13,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-17,3.2
Vit Krejci,ATL,ATL vs. CLE,03/28/2023,W,9,0,0,0,-,0,0,-,0,0,-,0,2,2,1,0,0,0,3,9,3.9
Ricky Rubio,CLE,CLE @ ATL,03/28/2023,L,19,9,4,7,57.1,1,2,50.0,0,0,-,0,2,2,1,0,0,1,4,-5,11.9
Bogdan Bogdanovic,ATL,ATL vs. CLE,03/28/2023,W,22,12,4,8,50.0,3,6,50.0,1,1,100,1,1,2,2,1,0,0,1,10,20.4
Donovan Mitchell,CLE,CLE @ ATL,03/28/2023,L,40,44,15,33,45.5,5,12,41.7,9,9,100,1,4,5,5,2,0,2,3,4,61.5
Trae Young,ATL,ATL vs. CLE,03/28/2023,W,36,16,4,15,26.7,2,3,66.7,6,9,66.7,1,0,1,10,1,0,6,0,-9,29.2
De'Andre Hunter,ATL,ATL vs. CLE,03/28/2023,W,39,7,3,12,25.0,0,2,0.0,1,1,100,1,5,6,0,0,0,0,4,-7,14.2
Darius Garland,CLE,CLE @ ATL,03/28/2023,L,41,27,10,22,45.5,1,6,16.7,6,6,100,0,2,2,5,0,1,4,4,8,35.9
Onyeka Okongwu,ATL,ATL vs. CLE,03/28/2023,W,20,21,5,5,100,0,0,-,11,12,91.7,2,7,9,0,0,3,2,4,15,38.8
Saddiq Bey,ATL,ATL vs. CLE,03/28/2023,W,21,11,4,8,50.0,1,5,20.0,2,2,100,3,7,10,3,1,0,1,0,23,29.5
Lamar Stevens,CLE,CLE @ ATL,03/28/2023,L,41,4,2,6,33.3,0,0,-,0,2,0.0,3,6,9,0,0,1,0,3,5,17.8
Evan Mobley,CLE,CLE @ ATL,03/28/2023,L,40,20,10,13,76.9,0,0,-,0,2,0.0,5,10,15,6,1,4,0,3,12,62.0
Luke Kennard,MEM,MEM vs. ORL,03/28/2023,W,28,16,6,8,75.0,4,5,80.0,0,0,-,0,5,5,5,1,0,1,1,3,31.5
Kendrick Nunn,WAS,WAS vs. BOS,03/28/2023,W,17,12,5,13,38.5,2,7,28.6,0,0,-,0,1,1,2,0,0,0,1,-4,16.2
Robert Williams III,BOS,BOS @ WAS,03/28/2023,L,15,0,0,0,-,0,0,-,0,0,-,2,2,4,1,1,2,1,2,-14,14.3
Derrick White,BOS,BOS @ WAS,03/28/2023,L,24,7,2,5,40.0,1,3,33.3,2,2,100,0,3,3,1,0,2,1,0,-20,17.1
Malcolm Brogdon,BOS,BOS @ WAS,03/28/2023,L,23,13,6,11,54.5,1,4,25.0,0,0,-,0,3,3,2,0,0,0,2,-14,19.6
Jaylen Brown,BOS,BOS @ WAS,03/28/2023,L,27,18,9,19,47.4,0,4,0.0,0,0,-,1,2,3,4,1,0,4,1,-24,26.6
Marcus Smart,BOS,BOS @ WAS,03/28/2023,L,30,14,5,8,62.5,4,7,57.1,0,0,-,0,0,0,5,2,0,1,2,-10,26.5
Mike Muscala,BOS,BOS @ WAS,03/28/2023,L,9,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,3,1.5
Al Horford,BOS,BOS @ WAS,03/28/2023,L,26,5,2,10,20.0,1,7,14.3,0,0,-,0,4,4,3,0,2,0,2,-14,20.3
Jalen Williams,OKC,OKC vs. CHA,03/28/2023,L,34,31,11,16,68.8,1,2,50.0,8,9,88.9,1,2,3,4,4,0,1,4,9,51.6
JT Thor,CHA,CHA @ OKC,03/28/2023,W,36,14,6,11,54.5,1,5,20.0,1,2,50.0,2,4,6,4,0,1,3,2,3,27.2
Dillon Brooks,MEM,MEM vs. ORL,03/28/2023,W,32,13,5,14,35.7,2,8,25.0,1,2,50.0,0,3,3,3,1,0,2,2,-5,22.1
Jaden McDaniels,MIN,MIN @ SAC,03/27/2023,W,39,20,8,15,53.3,1,4,25.0,3,4,75.0,1,2,3,2,2,0,0,5,6,32.6
Justin Holiday,DAL,DAL @ IND,03/27/2023,W,9,4,1,2,50.0,0,1,0.0,2,2,100,0,2,2,0,0,0,1,0,-6,5.4
Davis Bertans,DAL,DAL @ IND,03/27/2023,W,7,6,2,2,100,2,2,100,0,0,-,0,1,1,0,0,0,0,1,-6,7.2
Markieff Morris,DAL,DAL @ IND,03/27/2023,W,11,3,1,3,33.3,1,2,50.0,0,0,-,0,0,0,2,0,0,1,4,-5,5.0
George Hill,IND,IND vs. DAL,03/27/2023,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-14,1.2
Kevin Knox II,POR,POR vs. NOP,03/27/2023,L,32,15,6,15,40.0,1,7,14.3,2,2,100,1,4,5,3,1,0,1,1,-15,27.5
Shaedon Sharpe,POR,POR vs. NOP,03/27/2023,L,35,12,5,13,38.5,1,4,25.0,1,1,100,1,7,8,1,1,0,2,4,-36,24.1
Keon Johnson,POR,POR vs. NOP,03/27/2023,L,31,20,7,15,46.7,3,7,42.9,3,4,75.0,0,3,3,6,0,0,4,1,-27,28.6
Jabari Walker,POR,POR vs. NOP,03/27/2023,L,25,7,3,9,33.3,0,1,0.0,1,1,100,1,2,3,0,1,0,0,1,-17,13.6
Trey Murphy III,NOP,NOP @ POR,03/27/2023,W,28,16,5,11,45.5,1,7,14.3,5,5,100,0,2,2,1,1,0,2,3,10,20.9
Naji Marshall,NOP,NOP @ POR,03/27/2023,W,19,8,3,7,42.9,0,1,0.0,2,2,100,2,3,5,4,0,0,0,1,-3,20.0
Matisse Thybulle,POR,POR vs. NOP,03/27/2023,L,14,3,1,4,25.0,0,2,0.0,1,2,50.0,0,1,1,0,0,1,0,0,-9,7.2
Josh Richardson,NOP,NOP @ POR,03/27/2023,W,22,10,4,5,80.0,2,3,66.7,0,0,-,0,3,3,1,0,1,1,0,18,17.1
Jonas Valanciunas,NOP,NOP @ POR,03/27/2023,W,30,10,4,6,66.7,0,0,-,2,4,50.0,4,17,21,0,0,2,5,5,28,36.2
John Butler Jr.,POR,POR vs. NOP,03/27/2023,L,17,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,3,-7,1.2
Dyson Daniels,NOP,NOP @ POR,03/27/2023,W,23,8,3,8,37.5,2,3,66.7,0,0,-,0,3,3,4,0,0,1,3,11,16.6
Herbert Jones,NOP,NOP @ POR,03/27/2023,W,26,7,3,4,75.0,0,0,-,1,1,100,1,1,2,4,0,0,1,0,32,14.4
Kira Lewis Jr.,NOP,NOP @ POR,03/27/2023,W,7,6,2,2,100,2,2,100,0,0,-,0,0,0,3,1,0,0,0,3,13.5
Nassir Little,POR,POR vs. NOP,03/27/2023,L,20,7,3,10,30.0,1,5,20.0,0,0,-,1,1,2,3,2,0,1,2,-11,18.9
Jaxson Hayes,NOP,NOP @ POR,03/27/2023,W,4,2,1,3,33.3,0,2,0.0,0,0,-,0,2,2,0,0,0,1,0,5,3.4
Cam Reddish,POR,POR vs. NOP,03/27/2023,L,26,11,5,9,55.6,0,2,0.0,1,1,100,0,1,1,0,0,0,1,1,-24,11.2
Drew Eubanks,POR,POR vs. NOP,03/27/2023,L,23,12,4,8,50.0,0,1,0.0,4,4,100,2,1,3,1,1,1,2,2,-17,21.1
Ryan Arcidiacono,POR,POR vs. NOP,03/27/2023,L,17,3,1,4,25.0,1,2,50.0,0,0,-,0,2,2,1,0,0,1,1,-7,5.9
Brandon Ingram,NOP,NOP @ POR,03/27/2023,W,31,29,12,19,63.2,1,2,50.0,4,5,80.0,1,5,6,4,1,0,4,0,34,41.2
Larry Nance Jr.,NOP,NOP @ POR,03/27/2023,W,11,2,1,1,100,0,0,-,0,0,-,0,3,3,0,0,0,0,1,3,5.6
Willy Hernangomez,NOP,NOP @ POR,03/27/2023,W,7,4,2,3,66.7,0,0,-,0,0,-,0,3,3,1,0,0,0,1,3,9.1
CJ McCollum,NOP,NOP @ POR,03/27/2023,W,25,17,7,15,46.7,3,7,42.9,0,0,-,0,1,1,8,2,2,1,1,23,41.2
Garrett Temple,NOP,NOP @ POR,03/27/2023,W,7,5,2,2,100,1,1,100,0,0,-,0,2,2,1,0,1,0,1,3,11.9
Montrezl Harrell,PHI,PHI @ DEN,03/27/2023,L,6,3,1,2,50.0,0,1,0.0,1,2,50.0,1,1,2,0,0,0,0,1,11,5.4
Nikola Jokic,DEN,DEN vs. PHI,03/27/2023,W,35,25,8,11,72.7,0,0,-,9,11,81.8,3,14,17,12,0,2,3,3,11,66.4
Aaron Gordon,DEN,DEN vs. PHI,03/27/2023,W,24,12,6,14,42.9,0,3,0.0,0,0,-,3,1,4,2,2,1,1,1,20,27.8
P.J. Tucker,PHI,PHI @ DEN,03/27/2023,L,23,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,1,-23,0.0
Tobias Harris,PHI,PHI @ DEN,03/27/2023,L,28,16,6,12,50.0,2,4,50.0,2,2,100,0,5,5,2,0,0,2,3,-16,23.0
Dewayne Dedmon,PHI,PHI @ DEN,03/27/2023,L,10,0,0,2,0.0,0,0,-,0,0,-,0,2,2,1,0,2,0,1,-10,9.9
Reggie Bullock Jr.,DAL,DAL @ IND,03/27/2023,W,22,11,4,7,57.1,3,6,50.0,0,0,-,0,2,2,0,0,0,0,1,-3,13.4
Tim Hardaway Jr.,DAL,DAL @ IND,03/27/2023,W,24,13,4,8,50.0,2,4,50.0,3,4,75.0,0,2,2,2,0,1,2,1,1,19.4
Christian Braun,DEN,DEN vs. PHI,03/27/2023,W,17,8,3,4,75.0,2,3,66.7,0,0,-,1,2,3,1,1,0,0,2,-5,16.1
Paul Reed,PHI,PHI @ DEN,03/27/2023,L,17,16,7,7,100,0,0,-,2,3,66.7,3,6,9,1,2,1,1,2,5,36.3
Zeke Nnaji,DEN,DEN vs. PHI,03/27/2023,W,13,6,3,5,60.0,0,2,0.0,0,0,-,0,0,0,2,0,0,0,2,-6,9.0
