PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Caleb Houstan,ORL,ORL @ MIA,04/09/2023,L,34,21,6,15,40.0,5,11,45.5,4,5,80.0,0,0,0,1,2,0,0,2,-9,28.5
Udonis Haslem,MIA,MIA vs. ORL,04/09/2023,W,25,24,9,17,52.9,3,7,42.9,3,3,100,0,3,3,0,0,1,1,3,1,29.6
Haywood Highsmith,MIA,MIA vs. ORL,04/09/2023,W,27,2,1,3,33.3,0,1,0.0,0,0,-,1,4,5,3,1,0,3,3,-5,12.5
Jalen Suggs,ORL,ORL @ MIA,04/09/2023,L,15,8,3,6,50.0,2,3,66.7,0,0,-,3,4,7,2,0,1,1,1,1,21.4
Franz Wagner,ORL,ORL @ MIA,04/09/2023,L,15,10,2,5,40.0,0,1,0.0,6,6,100,0,4,4,3,2,0,3,0,1,22.3
Tyler Herro,MIA,MIA vs. ORL,04/09/2023,W,9,4,2,3,66.7,0,1,0.0,0,0,-,0,1,1,3,0,0,2,0,3,7.7
Max Strus,MIA,MIA vs. ORL,04/09/2023,W,11,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,2,0,1,0,1,2,7.2
Gabe Vincent,MIA,MIA vs. ORL,04/09/2023,W,7,2,1,2,50.0,0,1,0.0,0,1,0.0,0,1,1,0,0,0,0,0,-1,3.2
Caleb Martin,MIA,MIA vs. ORL,04/09/2023,W,10,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,1,2,0,1,0,2,9.7
Wendell Carter Jr.,ORL,ORL @ MIA,04/09/2023,L,16,0,0,3,0.0,0,3,0.0,0,0,-,0,4,4,1,1,0,0,1,-1,9.3
Bam Adebayo,MIA,MIA vs. ORL,04/09/2023,W,8,4,2,3,66.7,0,0,-,0,0,-,2,1,3,1,1,0,0,0,1,12.1
Markelle Fultz,ORL,ORL @ MIA,04/09/2023,L,11,7,3,6,50.0,1,3,33.3,0,0,-,0,1,1,2,0,0,0,0,5,11.2
Bruno Fernando,ATL,ATL @ BOS,04/09/2023,L,22,19,8,11,72.7,0,2,0.0,3,4,75.0,3,7,10,0,0,1,2,3,1,32.0
Luke Kornet,BOS,BOS vs. ATL,04/09/2023,W,33,12,5,10,50.0,0,2,0.0,2,2,100,1,6,7,6,1,0,1,5,-2,31.4
Jacob Gilyard,MEM,MEM @ OKC,04/09/2023,L,41,3,1,3,33.3,1,3,33.3,0,0,-,0,4,4,7,3,0,2,3,-13,25.3
Danuel House Jr.,PHI,PHI @ BKN,04/09/2023,W,23,9,3,11,27.3,0,3,0.0,3,3,100,0,4,4,3,0,0,1,1,5,17.3
Mikal Bridges,BKN,BKN vs. PHI,04/09/2023,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0,0.0
Jalen McDaniels,PHI,PHI @ BKN,04/09/2023,W,18,8,4,7,57.1,0,0,-,0,0,-,2,1,3,2,2,0,0,1,8,20.6
Jaden Springer,PHI,PHI @ BKN,04/09/2023,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Dru Smith,BKN,BKN vs. PHI,04/09/2023,L,24,2,0,4,0.0,0,0,-,2,2,100,0,4,4,3,1,0,1,4,-22,13.3
Cam Thomas,BKN,BKN vs. PHI,04/09/2023,L,43,46,16,29,55.2,6,8,75.0,8,8,100,0,2,2,1,1,1,4,1,-20,51.9
Paul Reed,PHI,PHI @ BKN,04/09/2023,W,28,17,8,15,53.3,1,2,50.0,0,0,-,4,6,10,1,2,5,1,2,16,50.5
Shake Milton,PHI,PHI @ BKN,04/09/2023,W,36,20,8,13,61.5,2,3,66.7,2,2,100,1,2,3,8,2,0,2,4,23,39.6
Patty Mills,BKN,BKN vs. PHI,04/09/2023,L,35,12,3,11,27.3,2,9,22.2,4,7,57.1,0,2,2,2,1,0,4,3,-27,16.4
Dewayne Dedmon,PHI,PHI @ BKN,04/09/2023,W,19,14,6,8,75.0,1,1,100,1,1,100,0,7,7,4,1,0,2,5,17,29.4
Montrezl Harrell,PHI,PHI @ BKN,04/09/2023,W,21,15,5,10,50.0,0,2,0.0,5,7,71.4,1,5,6,2,0,0,1,0,23,24.2
Furkan Korkmaz,PHI,PHI @ BKN,04/09/2023,W,30,11,3,7,42.9,3,4,75.0,2,2,100,0,4,4,0,2,0,3,3,21,18.8
Yuta Watanabe,BKN,BKN vs. PHI,04/09/2023,L,33,9,3,8,37.5,2,6,33.3,1,2,50.0,1,6,7,1,0,2,2,1,-14,22.9
Louis King,PHI,PHI @ BKN,04/09/2023,W,29,20,8,13,61.5,4,8,50.0,0,1,0.0,2,2,4,2,1,0,2,4,2,28.8
Day'Ron Sharpe,BKN,BKN vs. PHI,04/09/2023,L,25,5,2,6,33.3,0,0,-,1,1,100,3,7,10,4,0,2,0,3,-23,29.0
David Duke Jr.,BKN,BKN vs. PHI,04/09/2023,L,45,15,5,13,38.5,0,4,0.0,5,6,83.3,3,5,8,4,3,0,3,4,-25,36.6
RaiQuan Gray,BKN,BKN vs. PHI,04/09/2023,L,35,16,6,12,50.0,2,5,40.0,2,2,100,3,6,9,7,0,1,4,5,-14,36.3
Mac McClung,PHI,PHI @ BKN,04/09/2023,W,33,20,8,17,47.1,3,9,33.3,1,3,33.3,3,6,9,9,0,0,1,3,29,43.3
Blake Griffin,BOS,BOS vs. ATL,04/09/2023,W,5,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,1,1,5,5.9
Mike Muscala,BOS,BOS vs. ATL,04/09/2023,W,33,27,9,13,69.2,4,7,57.1,5,7,71.4,4,4,8,2,0,0,2,3,13,37.6
Derrick White,BOS,BOS vs. ATL,04/09/2023,W,5,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,1,0,5,3.5
De'Andre Hunter,ATL,ATL @ BOS,04/09/2023,L,17,14,5,9,55.6,1,3,33.3,3,3,100,0,3,3,1,0,0,2,1,1,17.1
Grant Williams,BOS,BOS vs. ATL,04/09/2023,W,6,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,2.0
Garrison Mathews,ATL,ATL @ BOS,04/09/2023,L,26,19,5,12,41.7,4,11,36.4,5,5,100,1,2,3,1,0,1,0,2,-16,27.1
Onyeka Okongwu,ATL,ATL @ BOS,04/09/2023,L,26,10,4,7,57.1,1,2,50.0,1,2,50.0,4,5,9,2,1,0,1,0,-7,25.8
Saddiq Bey,ATL,ATL @ BOS,04/09/2023,L,15,9,4,8,50.0,1,3,33.3,0,0,-,2,2,4,3,3,0,0,0,6,27.3
Trent Forrest,ATL,ATL @ BOS,04/09/2023,L,17,0,0,4,0.0,0,0,-,0,0,-,0,2,2,5,1,0,0,0,1,12.9
Jalen Johnson,ATL,ATL @ BOS,04/09/2023,L,19,15,6,10,60.0,2,4,50.0,1,2,50.0,0,3,3,3,1,3,0,2,-5,35.1
Sam Hauser,BOS,BOS vs. ATL,04/09/2023,W,38,26,9,16,56.3,8,14,57.1,0,0,-,1,4,5,6,1,1,1,2,6,46.0
Donovan Williams,ATL,ATL @ BOS,04/09/2023,L,3,4,2,4,50.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,6,5.2
Cody Zeller,MIA,MIA vs. ORL,04/09/2023,W,12,6,2,2,100,0,0,-,2,4,50.0,1,3,4,2,0,0,0,2,3,13.8
Kevin Love,MIA,MIA vs. ORL,04/09/2023,W,9,8,3,5,60.0,2,4,50.0,0,0,-,0,5,5,0,0,0,0,0,1,14.0
Keon Ellis,SAC,SAC @ DEN,04/09/2023,L,13,1,0,3,0.0,0,2,0.0,1,2,50.0,0,0,0,1,0,0,0,0,-6,2.5
Peyton Watson,DEN,DEN vs. SAC,04/09/2023,W,26,13,4,10,40.0,0,2,0.0,5,7,71.4,2,2,4,0,1,1,2,1,-9,21.8
Neemias Queta,SAC,SAC @ DEN,04/09/2023,L,4,0,0,1,0.0,0,0,-,0,0,-,1,1,2,0,0,1,0,0,1,5.4
Ish Smith,DEN,DEN vs. SAC,04/09/2023,W,23,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,9,1,0,2,1,11,16.9
Reggie Jackson,DEN,DEN vs. SAC,04/09/2023,W,25,16,7,11,63.6,2,6,33.3,0,0,-,0,3,3,4,1,0,1,1,21,27.6
Richaun Holmes,SAC,SAC @ DEN,04/09/2023,L,8,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,0,-13,2.4
Trey Lyles,SAC,SAC @ DEN,04/09/2023,L,20,2,1,4,25.0,0,3,0.0,0,0,-,0,2,2,0,0,0,2,1,-21,2.4
Malik Monk,SAC,SAC @ DEN,04/09/2023,L,18,4,2,5,40.0,0,2,0.0,0,0,-,0,0,0,3,0,0,5,0,-15,3.5
PJ Dozier,SAC,SAC @ DEN,04/09/2023,L,24,4,2,8,25.0,0,3,0.0,0,0,-,1,3,4,6,3,0,2,2,-25,24.8
Thomas Bryant,DEN,DEN vs. SAC,04/09/2023,W,21,12,5,8,62.5,2,3,66.7,0,0,-,1,7,8,0,0,1,0,1,12,24.6
Terence Davis,SAC,SAC @ DEN,04/09/2023,L,18,5,2,9,22.2,1,8,12.5,0,2,0.0,0,1,1,0,0,0,0,1,-18,6.2
Zeke Nnaji,DEN,DEN vs. SAC,04/09/2023,W,26,18,8,16,50.0,2,9,22.2,0,2,0.0,3,4,7,1,1,0,4,3,19,26.9
Jack White,DEN,DEN vs. SAC,04/09/2023,W,15,2,1,3,33.3,0,1,0.0,0,0,-,3,5,8,1,1,0,1,1,13,15.1
Nathan Knight,MIN,MIN vs. NOP,04/09/2023,W,2,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,1,3,-1,1.0
Kyle Anderson,MIN,MIN vs. NOP,04/09/2023,W,37,8,4,7,57.1,0,1,0.0,0,0,-,1,8,9,4,1,2,2,0,2,31.8
Jordan McLaughlin,MIN,MIN vs. NOP,04/09/2023,W,18,5,1,1,100,1,1,100,2,2,100,0,2,2,5,0,0,0,0,3,14.9
Trey Murphy III,NOP,NOP @ MIN,04/09/2023,L,40,20,6,10,60.0,1,4,25.0,7,8,87.5,0,4,4,0,2,0,1,2,-10,29.8
Naji Marshall,NOP,NOP @ MIN,04/09/2023,L,12,4,1,3,33.3,0,2,0.0,2,2,100,1,0,1,0,0,0,1,3,-9,4.2
Nickeil Alexander-Walker,MIN,MIN vs. NOP,04/09/2023,W,16,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,3,0,1,2,3,16,8.5
Taurean Prince,MIN,MIN vs. NOP,04/09/2023,W,35,18,7,14,50.0,2,6,33.3,2,3,66.7,1,2,3,0,0,0,0,3,14,21.6
Larry Nance Jr.,NOP,NOP @ MIN,04/09/2023,L,17,2,1,2,50.0,0,0,-,0,0,-,0,1,1,2,1,0,0,1,-10,9.2
Josh Richardson,NOP,NOP @ MIN,04/09/2023,L,29,2,1,5,20.0,0,2,0.0,0,0,-,2,3,5,1,1,0,2,3,-5,10.5
Karl-Anthony Towns,MIN,MIN vs. NOP,04/09/2023,W,36,30,10,19,52.6,5,8,62.5,5,6,83.3,2,6,8,2,0,1,2,5,4,43.6
CJ McCollum,NOP,NOP @ MIN,04/09/2023,L,39,23,9,24,37.5,0,5,0.0,5,8,62.5,0,5,5,3,2,0,2,5,-15,37.5
Mike Conley,MIN,MIN vs. NOP,04/09/2023,W,34,17,5,11,45.5,1,6,16.7,6,7,85.7,0,2,2,7,1,0,1,3,5,31.9
Wendell Moore Jr.,MIN,MIN vs. NOP,04/09/2023,W,0,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,2,3.2
Herbert Jones,NOP,NOP @ MIN,04/09/2023,L,39,4,1,4,25.0,0,2,0.0,2,2,100,1,2,3,4,5,1,3,5,10,28.6
Jaden McDaniels,MIN,MIN vs. NOP,04/09/2023,W,9,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,1,2,-2,3.2
Anthony Edwards,MIN,MIN vs. NOP,04/09/2023,W,39,26,8,21,38.1,3,9,33.3,7,13,53.8,3,10,13,4,4,4,8,3,-4,63.6
Brandon Ingram,NOP,NOP @ MIN,04/09/2023,L,42,42,16,28,57.1,1,3,33.3,9,9,100,3,9,12,7,2,1,4,2,7,71.9
Rudy Gobert,MIN,MIN vs. NOP,04/09/2023,W,13,2,1,1,100,0,0,-,0,0,-,0,3,3,0,0,0,0,0,-14,5.6
Christian Braun,DEN,DEN vs. SAC,04/09/2023,W,23,10,4,9,44.4,0,2,0.0,2,2,100,2,0,2,0,0,0,2,1,-7,10.4
Keegan Murray,SAC,SAC @ DEN,04/09/2023,L,26,14,6,12,50.0,2,8,25.0,0,0,-,0,5,5,2,1,0,0,2,-2,26.0
Kyle Lowry,MIA,MIA vs. ORL,04/09/2023,W,10,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,3,0,0,1,0,3,4.7
Robin Lopez,CLE,CLE vs. CHA,04/09/2023,L,19,10,4,10,40.0,0,1,0.0,2,2,100,1,2,3,2,0,1,2,3,-15,17.6
Ricky Rubio,CLE,CLE vs. CHA,04/09/2023,L,26,6,2,11,18.2,0,4,0.0,2,2,100,1,4,5,7,0,0,3,1,1,19.5
Danny Green,CLE,CLE vs. CHA,04/09/2023,L,25,13,5,12,41.7,3,10,30.0,0,0,-,1,3,4,1,0,1,3,5,-12,19.3
Cedi Osman,CLE,CLE vs. CHA,04/09/2023,L,16,4,1,3,33.3,0,1,0.0,2,3,66.7,1,1,2,2,1,0,2,3,6,10.4
Jarrett Allen,CLE,CLE vs. CHA,04/09/2023,L,12,4,2,4,50.0,0,1,0.0,0,0,-,2,4,6,1,0,1,1,0,8,14.7
Kobi Simmons,CHA,CHA @ CLE,04/09/2023,W,8,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,3,0,0,0,0,0,6.9
James Bouknight,CHA,CHA @ CLE,04/09/2023,W,27,12,4,12,33.3,2,8,25.0,2,3,66.7,1,1,2,0,0,0,1,3,-3,13.4
JT Thor,CHA,CHA @ CLE,04/09/2023,W,31,5,2,11,18.2,1,6,16.7,0,0,-,0,6,6,3,0,0,2,0,3,14.7
Evan Mobley,CLE,CLE vs. CHA,04/09/2023,L,12,6,3,7,42.9,0,0,-,0,0,-,2,3,5,0,0,0,1,0,8,11.0
Isaiah Mobley,CLE,CLE vs. CHA,04/09/2023,L,23,2,0,6,0.0,0,2,0.0,2,2,100,1,3,4,2,0,0,0,3,-7,9.8
Raul Neto,CLE,CLE vs. CHA,04/09/2023,L,22,13,4,9,44.4,0,3,0.0,5,5,100,1,0,1,6,1,0,2,4,-12,24.2
Mamadi Diakite,CLE,CLE vs. CHA,04/09/2023,L,17,9,4,6,66.7,1,2,50.0,0,0,-,0,2,2,3,1,1,1,2,-4,20.9
Dean Wade,CLE,CLE vs. CHA,04/09/2023,L,24,9,3,6,50.0,3,4,75.0,0,0,-,0,3,3,1,3,1,1,1,-5,25.1
Theo Maledon,CHA,CHA @ CLE,04/09/2023,W,42,18,7,13,53.8,0,2,0.0,4,4,100,1,7,8,6,1,0,3,3,17,36.6
Lamar Stevens,CLE,CLE vs. CHA,04/09/2023,L,19,2,1,3,33.3,0,0,-,0,0,-,1,4,5,1,0,0,0,1,-12,9.5
Sam Merrill,CLE,CLE vs. CHA,04/09/2023,L,26,17,6,12,50.0,3,9,33.3,2,2,100,0,4,4,1,3,0,0,1,-11,32.3
Kai Jones,CHA,CHA @ CLE,04/09/2023,W,17,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,1,0,0,2,8,5.4
Bryce McGowens,CHA,CHA @ CLE,04/09/2023,W,33,22,6,11,54.5,1,4,25.0,9,10,90.0,0,4,4,4,2,0,4,1,14,34.8
Nick Richards,CHA,CHA @ CLE,04/09/2023,W,18,11,3,4,75.0,0,0,-,5,5,100,2,6,8,1,1,3,3,0,8,31.1
Svi Mykhailiuk,CHA,CHA @ CLE,04/09/2023,W,35,16,6,18,33.3,2,10,20.0,2,2,100,4,3,7,6,2,0,3,2,5,36.4
Mark Williams,CHA,CHA @ CLE,04/09/2023,W,30,22,9,10,90.0,0,0,-,4,6,66.7,1,9,10,0,1,2,2,3,3,41.0
DeAndre Jordan,DEN,DEN vs. SAC,04/09/2023,W,27,6,2,3,66.7,0,0,-,2,2,100,3,5,8,2,1,0,3,3,2,18.6
Harrison Barnes,SAC,SAC @ DEN,04/09/2023,L,18,17,5,7,71.4,5,7,71.4,2,2,100,0,0,0,0,0,0,1,1,17,16.0
Alex Len,SAC,SAC @ DEN,04/09/2023,L,12,0,0,0,-,0,0,-,0,0,-,1,4,5,1,1,2,0,1,-5,16.5
Domantas Sabonis,SAC,SAC @ DEN,04/09/2023,L,19,14,6,9,66.7,0,0,-,2,3,66.7,5,4,9,5,0,2,2,2,6,36.3
De'Aaron Fox,SAC,SAC @ DEN,04/09/2023,L,18,13,6,10,60.0,1,3,33.3,0,0,-,1,1,2,3,0,0,1,0,17,18.9
Vlatko Cancar,DEN,DEN vs. SAC,04/09/2023,W,22,11,2,4,50.0,1,1,100,6,7,85.7,1,2,3,2,2,0,1,1,-2,22.6
Bruce Brown,DEN,DEN vs. SAC,04/09/2023,W,32,21,9,17,52.9,0,1,0.0,3,5,60.0,0,6,6,6,3,0,0,2,10,46.2
Kevin Huerter,SAC,SAC @ DEN,04/09/2023,L,21,12,5,9,55.6,2,4,50.0,0,0,-,0,1,1,3,1,1,2,4,5,21.7
Chimezie Metu,SAC,SAC @ DEN,04/09/2023,L,12,9,2,4,50.0,0,1,0.0,5,6,83.3,0,0,0,0,1,0,0,0,-3,12.0
Kessler Edwards,SAC,SAC @ DEN,04/09/2023,L,10,0,0,2,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,4,-8,1.2
Eric Gordon,LAC,LAC @ PHX,04/09/2023,W,21,6,2,7,28.6,2,7,28.6,0,0,-,0,2,2,0,0,0,0,0,-5,8.4
Nicolas Batum,LAC,LAC @ PHX,04/09/2023,W,21,0,0,2,0.0,0,2,0.0,0,0,-,1,3,4,1,0,1,0,3,-4,9.3
Udoka Azubuike,UTA,UTA @ LAL,04/09/2023,L,27,12,6,6,100,0,0,-,0,1,0.0,2,4,6,1,0,1,0,2,-20,23.7
Mo Bamba,LAL,LAL vs. UTA,04/09/2023,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0,1.2
Troy Brown Jr.,LAL,LAL vs. UTA,04/09/2023,W,18,6,2,5,40.0,1,3,33.3,1,2,50.0,0,4,4,1,0,0,0,0,-5,12.3
Jarred Vanderbilt,LAL,LAL vs. UTA,04/09/2023,W,19,12,5,7,71.4,0,1,0.0,2,2,100,2,2,4,1,0,0,1,2,6,17.3
Luka Samanic,UTA,UTA @ LAL,04/09/2023,L,30,9,4,14,28.6,0,8,0.0,1,1,100,0,2,2,3,1,0,2,2,-21,16.9
Max Christie,LAL,LAL vs. UTA,04/09/2023,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Cole Swider,LAL,LAL vs. UTA,04/09/2023,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
LeBron James,LAL,LAL vs. UTA,04/09/2023,W,33,36,13,25,52.0,8,14,57.1,2,2,100,1,5,6,6,1,1,2,0,20,56.2
Malik Beasley,LAL,LAL vs. UTA,04/09/2023,W,27,13,4,10,40.0,3,9,33.3,2,4,50.0,2,4,6,3,0,0,0,1,-6,24.7
Damian Jones,UTA,UTA @ LAL,04/09/2023,L,21,8,4,5,80.0,0,1,0.0,0,0,-,1,4,5,1,0,0,0,4,9,15.5
Rui Hachimura,LAL,LAL vs. UTA,04/09/2023,W,23,12,5,14,35.7,0,6,0.0,2,3,66.7,2,3,5,2,0,1,0,0,-4,24.0
Wenyen Gabriel,LAL,LAL vs. UTA,04/09/2023,W,16,4,2,3,66.7,0,0,-,0,0,-,0,4,4,1,0,0,1,1,4,9.3
Juan Toscano-Anderson,UTA,UTA @ LAL,04/09/2023,L,19,3,1,5,20.0,1,3,33.3,0,0,-,0,3,3,4,1,1,0,1,0,18.6
Ochai Agbaji,UTA,UTA @ LAL,04/09/2023,L,27,8,4,13,30.8,0,3,0.0,0,0,-,0,1,1,8,1,0,2,2,-7,22.2
Johnny Juzang,UTA,UTA @ LAL,04/09/2023,L,16,8,4,9,44.4,0,2,0.0,0,0,-,2,2,4,0,0,0,0,0,9,12.8
Austin Reaves,LAL,LAL vs. UTA,04/09/2023,W,34,12,3,5,60.0,3,4,75.0,3,3,100,0,4,4,6,0,0,0,2,20,25.8
Simone Fontecchio,UTA,UTA @ LAL,04/09/2023,L,31,20,8,18,44.4,4,11,36.4,0,0,-,2,7,9,2,0,0,0,2,-2,33.8
Stephen Curry,GSW,GSW @ POR,04/09/2023,W,22,26,9,15,60.0,5,10,50.0,3,3,100,0,5,5,7,0,0,1,0,26,41.5
Klay Thompson,GSW,GSW @ POR,04/09/2023,W,22,20,7,14,50.0,6,11,54.5,0,0,-,0,5,5,1,0,0,3,2,24,24.5
Draymond Green,GSW,GSW @ POR,04/09/2023,W,20,9,4,7,57.1,1,2,50.0,0,0,-,0,3,3,4,2,2,3,0,23,27.6
JaMychal Green,GSW,GSW @ POR,04/09/2023,W,12,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,1,0,1,0,1,10,7.7
Kevon Looney,GSW,GSW @ POR,04/09/2023,W,21,4,2,4,50.0,0,0,-,0,0,-,3,5,8,4,0,0,0,1,26,19.6
Donte DiVincenzo,GSW,GSW @ POR,04/09/2023,W,21,10,3,7,42.9,2,5,40.0,2,2,100,1,5,6,8,5,0,2,0,21,42.2
Kevin Knox II,POR,POR vs. GSW,04/09/2023,L,33,13,4,16,25.0,2,9,22.2,3,4,75.0,0,0,0,1,1,0,0,2,-34,17.5
Jordan Poole,GSW,GSW @ POR,04/09/2023,W,17,21,7,9,77.8,4,5,80.0,3,4,75.0,0,4,4,2,0,0,2,3,31,26.8
Anthony Lamb,GSW,GSW @ POR,04/09/2023,W,11,4,2,2,100,0,0,-,0,0,-,0,3,3,3,0,1,0,2,11,15.1
Trendon Watford,POR,POR vs. GSW,04/09/2023,L,20,11,4,8,50.0,1,1,100,2,4,50.0,0,4,4,4,0,1,3,1,-16,21.8
Patrick Baldwin Jr.,GSW,GSW @ POR,04/09/2023,W,10,8,3,7,42.9,2,5,40.0,0,0,-,0,3,3,2,0,0,0,0,6,14.6
Jabari Walker,POR,POR vs. GSW,04/09/2023,L,21,9,4,6,66.7,0,2,0.0,1,2,50.0,0,3,3,0,0,0,2,0,-29,10.6
Lester Quinones,GSW,GSW @ POR,04/09/2023,W,11,9,2,2,100,2,2,100,3,4,75.0,1,0,1,1,1,0,1,0,11,13.7
Gary Payton II,GSW,GSW @ POR,04/09/2023,W,20,4,2,4,50.0,0,0,-,0,0,-,2,6,8,4,4,0,0,3,17,31.6
Kris Dunn,UTA,UTA @ LAL,04/09/2023,L,40,26,11,18,61.1,2,3,66.7,2,2,100,0,10,10,8,1,0,3,2,-12,50.0
D'Angelo Russell,LAL,LAL vs. UTA,04/09/2023,W,33,17,6,13,46.2,3,8,37.5,2,3,66.7,0,2,2,5,0,1,2,1,10,27.9
Kenneth Lofton Jr.,MEM,MEM @ OKC,04/09/2023,L,40,42,17,25,68.0,0,2,0.0,8,12,66.7,6,8,14,0,1,0,2,3,-17,59.8
Vince Williams Jr.,MEM,MEM @ OKC,04/09/2023,L,48,15,6,21,28.6,1,14,7.1,2,2,100,2,6,8,1,2,1,4,5,-15,31.1
Ousmane Dieng,OKC,OKC vs. MEM,04/09/2023,W,45,22,8,15,53.3,2,8,25.0,4,5,80.0,1,7,8,9,1,1,4,2,11,47.1
Olivier Sarr,OKC,OKC vs. MEM,04/09/2023,W,42,22,10,15,66.7,0,2,0.0,2,4,50.0,2,13,15,1,1,0,1,6,14,43.5
Tre Mann,OKC,OKC vs. MEM,04/09/2023,W,47,24,9,16,56.3,1,4,25.0,5,5,100,1,11,12,12,2,0,5,2,13,57.4
